,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0125291375291375,-0.0125291375291375,0.0125291375291375,0.0358391608391608,0.0358391608391608,0.0358391608391608,0.0,0.012933189827532504,0.0594530321046373,0.9443473193473192
bartender,0.0276806526806526,-0.0276806526806526,0.0276806526806526,0.0649766899766899,0.0649766899766899,0.0649766899766899,0.0151515151515151,0.0,0.0867469879518072,0.9023892773892774
cashier,0.0238997376858058,-0.0238997376858058,0.0238997376858058,0.0664529291751675,0.0664529291751675,0.0664529291751675,0.011370600156668298,0.0,0.0757666867107635,0.9026806526806528
chemical engineer,0.0279720279720279,-0.0279720279720279,0.0279720279720279,0.0751748251748251,0.0751748251748251,0.0751748251748251,0.015442890442890399,0.0,0.0957545708088007,0.8650932400932401
chemist,0.0236013986013986,-0.0236013986013986,0.0236013986013986,0.069055944055944,0.069055944055944,0.069055944055944,0.0110722610722611,0.0,0.0802563320109857,0.8857808857808858
construction worker,0.025058275058275,-0.025058275058275,0.025058275058275,0.1019813519813519,0.1019813519813519,0.1019813519813519,0.0125291375291375,0.0,0.0730553090801537,0.8831585081585082
dentist,0.0206997084548104,-0.0206997084548104,0.0206997084548104,0.0720116618075801,0.0720116618075801,0.0720116618075801,0.008170570925672898,0.0,0.0792383292383291,0.8767482517482518
farm worker,0.0238927738927738,-0.0238927738927738,0.0238927738927738,0.0926573426573426,0.0926573426573426,0.0926573426573426,0.011363636363636298,0.0,0.0724724127646883,0.8843240093240093
janitor,0.0151515151515151,-0.0151515151515151,0.0151515151515151,0.0798368298368298,0.0798368298368298,0.0798368298368298,0.0026223776223775995,0.0,0.0565006075334142,0.8793706293706294
judge,0.0291375291375291,-0.0291375291375291,0.0291375291375291,0.087995337995338,0.087995337995338,0.087995337995338,0.0166083916083916,0.0,0.0923450789793438,0.8712121212121212
lawyer,0.0186534538035558,-0.0186534538035558,0.0186534538035558,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.006124316274418298,0.0,0.0862977602108037,0.8024475524475524
line cook,0.0218531468531468,-0.0218531468531468,0.0218531468531468,0.0929487179487179,0.0929487179487179,0.0929487179487179,0.0093240093240093,0.0,0.0672294241784745,0.8735431235431236
optometrist,0.0233100233100233,-0.0233100233100233,0.0233100233100233,0.0792540792540792,0.0792540792540792,0.0792540792540792,0.010780885780885801,0.0,0.0778739184177996,0.8636363636363636
parking attendant,0.0314777032935004,-0.0314777032935004,0.0314777032935004,0.0629554065870008,0.0629554065870008,0.0629554065870008,0.0189485657643629,0.0,0.0945094509450945,0.9082167832167832
pharmacist,0.0192363742349169,-0.0192363742349169,0.0192363742349169,0.0722821334887787,0.0722821334887787,0.0722821334887787,0.006707236705779399,0.0,0.0764544623819676,0.8843240093240093
physician,0.0320606237248615,-0.0320606237248615,0.0320606237248615,0.0909355872923346,0.0909355872923346,0.0909355872923346,0.019531486195724,0.0,0.1098051345499535,0.8511072261072261
physics teacher,0.0233100233100233,-0.0233100233100233,0.0233100233100233,0.0792540792540792,0.0792540792540792,0.0792540792540792,0.010780885780885801,0.0,0.0885064535955746,0.8688811188811189
professor,0.0253496503496503,-0.0253496503496503,0.0253496503496503,0.0818764568764568,0.0818764568764568,0.0818764568764568,0.0128205128205128,0.0,0.0857142857142856,0.8665501165501166
psychologist,0.0300204022150976,-0.0300204022150976,0.0300204022150976,0.1023025357038764,0.1023025357038764,0.1023025357038764,0.0174912646859601,0.0,0.1053677932405565,0.7770979020979021
receptionist,0.0291375291375291,-0.0291375291375291,0.0291375291375291,0.067016317016317,0.067016317016317,0.067016317016317,0.0166083916083916,0.0,0.0895839659884603,0.8924825174825175
sales clerk,0.0311862430778198,-0.0311862430778198,0.0311862430778198,0.0690760711162926,0.0690760711162926,0.0690760711162926,0.0186571055486823,0.0,0.0907457322551661,0.903846153846154
scientist,0.0282716409210142,-0.0282716409210142,0.0282716409210142,0.085980763625765,0.085980763625765,0.085980763625765,0.0157425033918767,0.0,0.1050257731958763,0.8184731934731935
server,0.0337995337995338,-0.0337995337995338,0.0337995337995338,0.0757575757575757,0.0757575757575757,0.0757575757575757,0.0212703962703963,0.0,0.1012269938650307,0.8741258741258742
taxi driver,0.0215617715617715,-0.0215617715617715,0.0215617715617715,0.0862470862470862,0.0862470862470862,0.0862470862470862,0.009032634032634,0.0,0.0640096618357488,0.8787878787878788
truck driver,0.0247741183328475,-0.0247741183328475,0.0247741183328475,0.1308656368405712,0.1308656368405712,0.1308656368405712,0.01224498080371,0.0,0.0681750520988389,0.8479020979020979
