,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.090034965034965,-0.090034965034965,0.090034965034965,0.2992424242424242,0.2992424242424242,0.2992424242424242,0.0,0.04689928127428127,0.0187361088523879,0.7007575757575758
bartender,0.0428321678321678,-0.0428321678321678,0.0428321678321678,0.3184731934731934,0.3184731934731934,0.3184731934731934,0.0472027972027972,0.0,0.0245133309459416,0.6815268065268065
cashier,0.037004662004662,-0.037004662004662,0.037004662004662,0.2963286713286713,0.2963286713286713,0.2963286713286713,0.053030303030303,0.0,0.0284125258582976,0.7036713286713286
chemical engineer,0.0533216783216783,-0.0533216783216783,0.0533216783216783,0.1838578088578088,0.1838578088578088,0.1838578088578088,0.0367132867132867,0.0,0.0235545009543565,0.8161421911421911
chemist,0.0938228438228438,-0.0938228438228438,0.0938228438228438,0.2680652680652681,0.2680652680652681,0.2680652680652681,0.0037878787878787984,0.0,0.0295157431095435,0.7319347319347319
construction worker,-0.0166083916083916,0.0166083916083916,0.0166083916083916,0.4117132867132867,0.4117132867132867,0.4117132867132867,0.1066433566433566,0.0,0.0285699430680843,0.5882867132867133
dentist,0.1034382284382284,-0.1034382284382284,0.1034382284382284,0.3161421911421911,0.3161421911421911,0.3161421911421911,0.013403263403263407,0.0,0.0368766111988054,0.6838578088578089
farm worker,-0.0413752913752913,0.0413752913752913,0.0413752913752913,0.418997668997669,0.418997668997669,0.418997668997669,0.1314102564102563,0.0,0.0392390376354455,0.581002331002331
janitor,-0.0168997668997669,0.0168997668997669,0.0168997668997669,0.3047785547785547,0.3047785547785547,0.3047785547785547,0.1069347319347319,0.0,0.0222913730579013,0.6952214452214452
judge,0.043997668997669,-0.043997668997669,0.043997668997669,0.2112470862470862,0.2112470862470862,0.2112470862470862,0.046037296037296,0.0,0.0197071749854074,0.7887529137529138
lawyer,0.0576923076923076,-0.0576923076923076,0.0576923076923076,0.1783216783216783,0.1783216783216783,0.1783216783216783,0.0323426573426574,0.0,0.0183240897034,0.8216783216783217
line cook,0.0174825174825174,-0.0174825174825174,0.0174825174825174,0.3974358974358974,0.3974358974358974,0.3974358974358974,0.0725524475524476,0.0,0.0292636878539962,0.6025641025641025
optometrist,0.0568181818181818,-0.0568181818181818,0.0568181818181818,0.1856060606060606,0.1856060606060606,0.1856060606060606,0.033216783216783195,0.0,0.0201318742985409,0.8143939393939394
parking attendant,0.0466200466200466,-0.0466200466200466,0.0466200466200466,0.3257575757575757,0.3257575757575757,0.3257575757575757,0.043414918414918395,0.0,0.0270704241292476,0.6742424242424242
pharmacist,0.0885780885780885,-0.0885780885780885,0.0885780885780885,0.2878787878787879,0.2878787878787879,0.2878787878787879,0.0014568764568764908,0.0,0.030466259553712,0.7121212121212122
physician,0.1197552447552447,-0.1197552447552447,0.1197552447552447,0.3009906759906759,0.3009906759906759,0.3009906759906759,0.0297202797202797,0.0,0.0358322233322233,0.699009324009324
physics teacher,0.0912004662004662,-0.0912004662004662,0.0912004662004662,0.2427156177156177,0.2427156177156177,0.2427156177156177,0.0011655011655011954,0.0,0.0280788655788655,0.7572843822843823
professor,0.1389860139860139,-0.1389860139860139,0.1389860139860139,0.368006993006993,0.368006993006993,0.368006993006993,0.0489510489510489,0.0,0.0320803107229009,0.631993006993007
psychologist,0.0335081585081585,-0.0335081585081585,0.0335081585081585,0.1127622377622377,0.1127622377622377,0.1127622377622377,0.0565268065268065,0.0,0.0130566801619433,0.8872377622377622
receptionist,0.0556526806526806,-0.0556526806526806,0.0556526806526806,0.2875874125874126,0.2875874125874126,0.2875874125874126,0.0343822843822844,0.0,0.0304799626807107,0.7124125874125874
sales clerk,0.0617715617715617,-0.0617715617715617,0.0617715617715617,0.3298368298368298,0.3298368298368298,0.3298368298368298,0.0282634032634033,0.0,0.0332730135361714,0.6701631701631702
scientist,0.0702214452214452,-0.0702214452214452,0.0702214452214452,0.18502331002331,0.18502331002331,0.18502331002331,0.019813519813519795,0.0,0.0230716805482348,0.8149766899766899
server,0.0495337995337995,-0.0495337995337995,0.0495337995337995,0.2931235431235431,0.2931235431235431,0.2931235431235431,0.0405011655011655,0.0,0.0226042819705011,0.7068764568764568
taxi driver,0.0541958041958041,-0.0541958041958041,0.0541958041958041,0.4224941724941725,0.4224941724941725,0.4224941724941725,0.035839160839160895,0.0,0.0344235410607092,0.5775058275058275
truck driver,-0.0122377622377622,0.0122377622377622,0.0122377622377622,0.4236596736596736,0.4236596736596736,0.4236596736596736,0.1022727272727272,0.0,0.0316595291013895,0.5763403263403264
