,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0201048951048951,-0.0209790209790209,0.020541958041958,0.0498251748251748,0.0454545454545454,0.0476398601398601,0.0,0.014265248640248621,0.0626118067978533,0.9455128205128204
bartender,0.0273892773892773,-0.0276806526806526,0.02753496503496495,0.0996503496503496,0.0987762237762237,0.09921328671328666,0.0069930069930069505,0.0,0.076971410618913,0.8613053613053613
cashier,0.0422494172494172,-0.0355477855477855,0.03889860139860135,0.1011072261072261,0.0973193473193473,0.09921328671328669,0.018356643356643353,0.0,0.0958817981766739,0.8607226107226107
chemical engineer,0.0372960372960372,-0.0361305361305361,0.03671328671328665,0.1124708624708624,0.099067599067599,0.1057692307692307,0.01617132867132865,0.0,0.1281125947311439,0.7368881118881119
chemist,0.0372960372960372,-0.0326340326340326,0.0349650349650349,0.1165501165501165,0.0932400932400932,0.10489510489510485,0.014423076923076898,0.0,0.1101065547303843,0.8324592074592074
construction worker,0.025058275058275,-0.0186480186480186,0.0218531468531468,0.12004662004662,0.1334498834498834,0.12674825174825172,0.0036421911421911004,0.0,0.0693928128872367,0.8560606060606061
dentist,0.0448717948717948,-0.0442890442890442,0.0445804195804195,0.1124708624708624,0.092074592074592,0.1022727272727272,0.0240384615384615,0.0,0.1166456494325347,0.8560606060606061
farm worker,0.0364219114219114,-0.0343822843822843,0.03540209790209785,0.125,0.1608391608391608,0.14291958041958042,0.014860139860139851,0.0,0.0936497754971135,0.8132284382284383
janitor,0.0268065268065268,-0.0221445221445221,0.02447552447552445,0.1089743589743589,0.1322843822843822,0.12062937062937054,0.0039335664335664496,0.0,0.0731395720217182,0.8318764568764568
judge,0.0311771561771561,-0.0317599067599067,0.0314685314685314,0.1191724941724941,0.1046037296037296,0.11188811188811185,0.010926573426573398,0.0,0.0932896890343699,0.8155594405594405
lawyer,0.0282634032634032,-0.0346736596736596,0.0314685314685314,0.1279137529137529,0.1133449883449883,0.1206293706293706,0.010926573426573402,0.0,0.1027586206896551,0.7645687645687645
line cook,0.0311771561771561,-0.0247668997668997,0.0279720279720279,0.111013986013986,0.1267482517482517,0.11888111888111885,0.007430069930069899,0.0,0.0736312146003776,0.8467365967365967
optometrist,0.0375874125874125,-0.0367132867132867,0.0371503496503496,0.1209207459207459,0.1002331002331002,0.11057692307692304,0.0166083916083916,0.0,0.1084656084656083,0.8074009324009324
parking attendant,0.0352564102564102,-0.0285547785547785,0.03190559440559435,0.1139277389277389,0.1072261072261072,0.11057692307692304,0.01136363636363635,0.0,0.0830999066293183,0.8624708624708625
pharmacist,0.0297202797202797,-0.041083916083916,0.03540209790209785,0.1054778554778554,0.0946969696969697,0.10008741258741255,0.014860139860139848,0.0,0.1058301647655259,0.8528554778554779
physician,0.0489510489510489,-0.0489510489510489,0.0489510489510489,0.1217948717948717,0.1019813519813519,0.11188811188811179,0.028409090909090905,0.0,0.119047619047619,0.831002331002331
physics teacher,0.0381701631701631,-0.037004662004662,0.03758741258741255,0.1197552447552447,0.0935314685314685,0.1066433566433566,0.01704545454545455,0.0,0.1156862745098039,0.8205128205128205
professor,0.0308857808857808,-0.0346736596736596,0.032779720279720204,0.1142191142191142,0.0946969696969697,0.10445804195804195,0.012237762237762202,0.0,0.0871731008717309,0.8662587412587412
psychologist,0.0323426573426573,-0.0375874125874125,0.034965034965034905,0.0976107226107226,0.0912004662004662,0.0944055944055944,0.014423076923076901,0.0,0.1157894736842104,0.7398018648018648
receptionist,0.041083916083916,-0.0489510489510489,0.04501748251748245,0.104020979020979,0.0996503496503496,0.1018356643356643,0.02447552447552445,0.0,0.1059850374064836,0.8668414918414918
sales clerk,0.039044289044289,-0.0492424242424242,0.0441433566433566,0.0973193473193473,0.0993589743589743,0.0983391608391608,0.0236013986013986,0.0,0.1008771929824561,0.8645104895104895
scientist,0.0384615384615384,-0.0393356643356643,0.03889860139860135,0.1113053613053613,0.0958624708624708,0.10358391608391604,0.018356643356643353,0.0,0.1246960750260506,0.7698135198135199
server,0.0206876456876456,-0.0282634032634032,0.024475524475524403,0.0906177156177156,0.0842074592074592,0.0874125874125874,0.003933566433566401,0.0,0.0771152044957852,0.875
taxi driver,0.0314685314685314,-0.0375874125874125,0.03452797202797195,0.1031468531468531,0.1162587412587412,0.10970279720279714,0.013986013986013951,0.0,0.0814769606347269,0.8817016317016317
truck driver,0.0375874125874125,-0.0262237762237762,0.03190559440559435,0.1354895104895105,0.1678321678321678,0.15166083916083917,0.01136363636363635,0.0,0.0747286821705426,0.8385780885780886
