,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0139860139860139,-0.0236013986013986,0.01879370629370625,0.0536130536130536,0.0539044289044289,0.05375874125874125,0.0,0.0194189491064491,0.0594530321046373,0.9443473193473192
bartender,0.0384615384615384,-0.0445804195804195,0.041520979020978954,0.0955710955710955,0.0993589743589743,0.09746503496503489,0.0227272727272727,0.0,0.0867469879518072,0.9023892773892774
cashier,0.0329254079254079,-0.0387529137529137,0.0358391608391608,0.0952797202797202,0.104020979020979,0.0996503496503496,0.017045454545454548,0.0,0.0757666867107635,0.9026806526806528
chemical engineer,0.0402097902097902,-0.0437062937062937,0.04195804195804195,0.1235431235431235,0.1019813519813519,0.1127622377622377,0.0231643356643357,0.0,0.0957545708088007,0.8650932400932401
chemist,0.037004662004662,-0.0337995337995338,0.035402097902097904,0.1121794871794871,0.0949883449883449,0.103583916083916,0.01660839160839165,0.0,0.0802563320109857,0.8857808857808858
construction worker,0.0314685314685314,-0.0437062937062937,0.03758741258741255,0.1305361305361305,0.1754079254079254,0.15297202797202797,0.0187937062937063,0.0,0.0730553090801537,0.8831585081585082
dentist,0.032051282051282,-0.030011655011655,0.0310314685314685,0.1212121212121212,0.0946969696969697,0.10795454545454544,0.01223776223776225,0.0,0.0792383292383291,0.8767482517482518
farm worker,0.0294289044289044,-0.0422494172494172,0.0358391608391608,0.1162587412587412,0.1617132867132867,0.13898601398601396,0.01704545454545455,0.0,0.0724724127646883,0.8843240093240093
janitor,0.0224358974358974,-0.023018648018648,0.0227272727272727,0.1063519813519813,0.1331585081585081,0.11975524475524471,0.004516317016317052,0.0,0.0565006075334142,0.8793706293706294
judge,0.0399184149184149,-0.0474941724941724,0.04370629370629365,0.1407342657342657,0.1232517482517482,0.13199300699300695,0.024912587412587398,0.0,0.0923450789793438,0.8712121212121212
lawyer,0.0273892773892773,-0.0285547785547785,0.0279720279720279,0.1357808857808858,0.1107226107226107,0.12325174825174826,0.009178321678321652,0.0,0.0862977602108037,0.8024475524475524
line cook,0.0343822843822843,-0.0311771561771561,0.032779720279720204,0.1258741258741259,0.1529720279720279,0.1394230769230769,0.01398601398601395,0.0,0.0672294241784745,0.8735431235431236
optometrist,0.0326340326340326,-0.0372960372960372,0.0349650349650349,0.1322843822843822,0.1054778554778554,0.1188811188811188,0.016171328671328648,0.0,0.0778739184177996,0.8636363636363636
parking attendant,0.0419580419580419,-0.0524475524475524,0.047202797202797145,0.0926573426573426,0.0961538461538461,0.09440559440559435,0.028409090909090898,0.0,0.0945094509450945,0.9082167832167832
pharmacist,0.0253496503496503,-0.0323426573426573,0.0288461538461538,0.1168414918414918,0.0999417249417249,0.10839160839160836,0.010052447552447552,0.0,0.0764544623819676,0.8843240093240093
physician,0.0477855477855477,-0.0483682983682983,0.048076923076923,0.1515151515151515,0.1212121212121212,0.13636363636363635,0.02928321678321675,0.0,0.1098051345499535,0.8511072261072261
physics teacher,0.0367132867132867,-0.0332167832167832,0.03496503496503495,0.1293706293706293,0.1083916083916083,0.1188811188811188,0.0161713286713287,0.0,0.0885064535955746,0.8688811188811189
professor,0.041083916083916,-0.0349650349650349,0.03802447552447545,0.1354895104895105,0.1101398601398601,0.1228146853146853,0.019230769230769197,0.0,0.0857142857142856,0.8665501165501166
psychologist,0.0431235431235431,-0.0469114219114219,0.0450174825174825,0.1649184149184149,0.1418997668997669,0.1534090909090909,0.026223776223776248,0.0,0.1053677932405565,0.7770979020979021
receptionist,0.0372960372960372,-0.0501165501165501,0.04370629370629365,0.1019813519813519,0.099067599067599,0.10052447552447545,0.024912587412587398,0.0,0.0895839659884603,0.8924825174825175
sales clerk,0.0407925407925407,-0.0527389277389277,0.0467657342657342,0.1013986013986013,0.1057692307692307,0.103583916083916,0.02797202797202795,0.0,0.0907457322551661,0.903846153846154
scientist,0.0405011655011655,-0.0442890442890442,0.04239510489510485,0.143065268065268,0.1148018648018648,0.1289335664335664,0.023601398601398597,0.0,0.1050257731958763,0.8184731934731935
server,0.0489510489510489,-0.0524475524475524,0.05069930069930065,0.1165501165501165,0.1107226107226107,0.1136363636363636,0.0319055944055944,0.0,0.1012269938650307,0.8741258741258742
taxi driver,0.0305944055944055,-0.034090909090909,0.03234265734265725,0.1215034965034965,0.1372377622377622,0.12937062937062935,0.013548951048951,0.0,0.0640096618357488,0.8787878787878788
truck driver,0.0384615384615384,-0.0358391608391608,0.0371503496503496,0.1724941724941724,0.219988344988345,0.1962412587412587,0.01835664335664335,0.0,0.0681750520988389,0.8479020979020979
