,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.208041958041958,-0.1031468531468531,0.15559440559440554,0.5005827505827506,0.4504662004662004,0.4755244755244755,0.0,0.06002331002331004,0.0188475812732649,0.682983682983683
bartender,0.263986013986014,-0.2333916083916083,0.24868881118881114,1.0466200466200466,1.0923659673659674,1.069493006993007,0.09309440559440561,0.0,0.0618501979947763,0.287004662004662
cashier,0.2508741258741259,-0.2281468531468531,0.23951048951048948,1.0807109557109558,1.1220862470862472,1.1013986013986015,0.08391608391608395,0.0,0.0556328818505606,0.2657342657342657
chemical engineer,0.2211538461538461,-0.1949300699300699,0.208041958041958,1.0043706293706294,0.8505244755244755,0.9274475524475525,0.05244755244755245,0.0,0.059204894888192,0.3817016317016317
chemist,0.243006993006993,-0.2351398601398601,0.23907342657342656,1.0617715617715615,0.9356060606060606,0.998688811188811,0.083479020979021,0.0,0.0534340672042838,0.3342074592074592
construction worker,0.1876456876456876,-0.1882284382284382,0.18793706293706292,1.148018648018648,1.3921911421911422,1.270104895104895,0.05273892773892776,0.0,0.0618586037840696,0.1532634032634032
dentist,0.2089160839160839,-0.1993006993006993,0.20410839160839161,1.085955710955711,0.9568764568764568,1.021416083916084,0.04851398601398606,0.0,0.0539568692977783,0.319055944055944
farm worker,0.1346153846153846,-0.1442307692307692,0.1394230769230769,1.025058275058275,1.3814102564102564,1.2032342657342658,0.05725524475524474,0.0,0.0581341935726069,0.1978438228438228
janitor,0.1282051282051282,-0.1453962703962704,0.1368006993006993,0.9895104895104896,1.180944055944056,1.085227272727273,0.06104312354312355,0.0,0.040877333480614,0.2765151515151515
judge,0.2400932400932401,-0.2293123543123543,0.2347027972027972,0.9784382284382284,0.9087995337995338,0.943618881118881,0.07910839160839166,0.0,0.0580923734022154,0.3709207459207459
lawyer,0.1893939393939394,-0.1287878787878787,0.15909090909090906,0.7546620046620046,0.6544289044289044,0.7045454545454546,0.022144522144522102,0.0,0.0405337964626502,0.5303030303030303
line cook,0.175990675990676,-0.1893939393939394,0.1826923076923077,1.099067599067599,1.301282051282051,1.200174825174825,0.059149184149184145,0.0,0.0537913749400032,0.1998834498834499
optometrist,0.2269813519813519,-0.2092074592074592,0.21809440559440554,0.9478438228438228,0.8205128205128205,0.8841783216783217,0.0625,0.0,0.0459029536594431,0.4105477855477855
parking attendant,0.2485431235431235,-0.1981351981351981,0.22333916083916078,1.111013986013986,1.106643356643357,1.1088286713286715,0.06774475524475525,0.0,0.0698631926129676,0.2607808857808857
pharmacist,0.273018648018648,-0.2365967365967366,0.2548076923076923,1.002039627039627,0.8869463869463869,0.944493006993007,0.09921328671328676,0.0,0.0481404700487855,0.3703379953379953
physician,0.1812354312354312,-0.1491841491841491,0.16520979020979015,0.9178321678321678,0.7744755244755245,0.8461538461538461,0.036421911421911396,0.0,0.0619413579512558,0.4358974358974359
physics teacher,0.2086247086247086,-0.2004662004662004,0.2045454545454545,0.944055944055944,0.8513986013986014,0.8977272727272727,0.04895104895104896,0.0,0.0529697714700787,0.4015151515151515
professor,0.2444638694638694,-0.2144522144522144,0.2294580419580419,1.0067016317016315,0.8752913752913752,0.9409965034965033,0.07386363636363635,0.0,0.0537712287712287,0.3726689976689977
psychologist,0.129079254079254,-0.0973193473193473,0.11319930069930065,0.7263986013986014,0.6223776223776224,0.6743881118881119,0.042395104895104896,0.0,0.0473725247582106,0.5504079254079254
receptionist,0.2205710955710955,-0.1771561771561771,0.1988636363636363,0.8988927738927739,0.8519813519813519,0.8754370629370629,0.043269230769230754,0.0,0.0522834160474609,0.4163752913752914
sales clerk,0.2619463869463869,-0.2109557109557109,0.2364510489510489,1.0847902097902098,1.0751748251748252,1.0799825174825175,0.08085664335664335,0.0,0.0653358695811525,0.280011655011655
scientist,0.1646270396270396,-0.1404428904428904,0.152534965034965,0.789918414918415,0.6707459207459208,0.7303321678321679,0.040355477855477856,0.0,0.0511358004109293,0.5131118881118881
server,0.1949300699300699,-0.1739510489510489,0.1844405594405594,0.8767482517482518,0.8627622377622378,0.8697552447552448,0.04195804195804195,0.0,0.0586951392166116,0.4201631701631702
taxi driver,0.1349067599067599,-0.1526806526806526,0.14379370629370625,1.0632284382284385,1.2173659673659674,1.140297202797203,0.06133449883449879,0.0,0.0486600255621995,0.2398018648018648
truck driver,0.136072261072261,-0.1287878787878787,0.13243006993006984,1.0946969696969695,1.4096736596736597,1.2521853146853146,0.0488053613053613,0.0,0.0569118660440482,0.1652097902097902
