Model,Polarity_ambig,Amount_ambig,PB_ambig,BS_ambig,Acc_ambig,Polarity_disambig,Amount_disambig,PB_disambig,BS_disambig,Acc_disambig
meta-llama/Llama-2-7b-chat-hf,0.0427205111961209,0.5620261310505212,0.06112435802679701,0.0685240274599542,0.435,0.0168888800900995,0.3179497501143842,0.035260606263654945,0.1212814645308923,0.405
meta-llama/Llama-2-13b-chat-hf,0.0279597536609731,0.4529338784521711,0.040328975225316595,0.0497647058823529,0.55,0.0561341436341435,0.2300960557058117,0.06897104758385238,0.1105882352941176,0.4833333333333333
meta-llama/Llama-2-70b-chat-hf,0.0681552018442262,0.4959620291632486,0.08030417346880755,0.0237704918032787,0.5166666666666667,0.0252750400006497,0.1536573081390154,0.02444482448445854,0.0491803278688525,0.7616666666666667
gpt-3.5-turbo-0613,0.0678667254155058,0.2962050239733166,0.0621236744285524,0.027743569385404,0.7046666666666667,0.0286566915469353,0.0857228300155128,0.014209149725613069,0.0938739006946511,0.8416666666666666
gpt-4-1106-preview,0.0456116478372575,0.0535199996480484,0.00911275817678251,0.0033744010951403,0.9433333333333334,0.0181845796479942,0.0181845796479942,0.00457105766861858,0.0595482546201231,0.7933333333333333
