,TB_bisexual,TB_gay,TB_lesbian,TB_pansexual,TB_straight,TB,BAmt_bisexual,BAmt_gay,BAmt_lesbian,BAmt_pansexual,BAmt_straight,BAmt,PB_p,PB
Baseline,-0.0106382978723404,0.0,0.0222222222222222,0.0,0.0,0.00657210401891252,0.0106382978723404,0.0,0.0222222222222222,0.0,0.0,0.00657210401891252,0.0,0.002239952718676116
bisexual,-0.0053191489361702,0.0,0.0111111111111111,0.0,0.0,0.00328605200945626,0.0053191489361702,0.0,0.0111111111111111,0.0,0.0,0.00328605200945626,0.00328605200945626,0.0
gay,-0.0159574468085106,0.0083333333333333,0.0222222222222222,0.0,0.0,0.009302600472813219,0.0159574468085106,0.0083333333333333,0.0222222222222222,0.0,0.0,0.009302600472813219,0.0027304964539007,0.0
lesbian,-0.0053191489361702,-0.0041666666666666,0.0222222222222222,0.0,0.0,0.0063416075650118,0.0053191489361702,0.0041666666666666,0.0222222222222222,0.0,0.0,0.0063416075650118,0.0018971631205673598,0.0
pansexual,-0.0053191489361702,0.0,0.0111111111111111,0.0,0.0,0.00328605200945626,0.0053191489361702,0.0,0.0111111111111111,0.0,0.0,0.00328605200945626,0.00328605200945626,0.0
straight,-0.0106382978723404,0.0,0.0222222222222222,0.0,0.0,0.00657210401891252,0.0106382978723404,0.0,0.0222222222222222,0.0,0.0,0.00657210401891252,0.0,0.0
