,TB_bisexual,TB_gay,TB_lesbian,TB_pansexual,TB_straight,TB,BAmt_bisexual,BAmt_gay,BAmt_lesbian,BAmt_pansexual,BAmt_straight,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,-0.0106382978723404,0.0,0.0111111111111111,0.0,0.0,0.0043498817966902996,0.0106382978723404,0.0,0.0111111111111111,0.0,0.0,0.0043498817966902996,0.0,0.0016288416075650076,-0.0001266464032421,0.7615740740740741
bisexual,-0.0053191489361702,0.0,0.0055555555555555,0.0,0.0,0.0021749408983451402,0.0053191489361702,0.0,0.0055555555555555,0.0,0.0,0.0021749408983451402,0.0021749408983451598,0.0,-0.0001034109711085,0.6736111111111112
gay,-0.0159574468085106,0.0041666666666666,0.0111111111111111,0.0,0.0,0.00624704491725766,0.0159574468085106,0.0041666666666666,0.0111111111111111,0.0,0.0,0.00624704491725766,0.0018971631205673598,0.0,-0.0003393051031487,0.7083333333333334
lesbian,-0.0053191489361702,-0.0041666666666666,0.0111111111111111,0.0,0.0,0.004119385342789579,0.0053191489361702,0.0041666666666666,0.0111111111111111,0.0,0.0,0.004119385342789579,0.0018971631205673598,0.0,-0.000197328476017,0.7037037037037037
pansexual,-0.0053191489361702,0.0,0.0055555555555555,0.0,0.0,0.0021749408983451402,0.0053191489361702,0.0,0.0055555555555555,0.0,0.0,0.0021749408983451402,0.0021749408983451598,0.0,-0.0001390524800418,0.6527777777777778
straight,-0.0106382978723404,0.0,0.0111111111111111,0.0,0.0,0.0043498817966902996,0.0106382978723404,0.0,0.0111111111111111,0.0,0.0,0.0043498817966902996,0.0,0.0,-0.0002547045427304,0.7152777777777778
