Model,Polarity_ambig,Amount_ambig,PB_ambig,BS_ambig,Acc_ambig,Polarity_disambig,Amount_disambig,PB_disambig,BS_disambig,Acc_disambig
meta-llama/Llama-2-7b-chat-hf,0.0627717391304347,1.3084239130434785,0.04945652173913032,0.0250979728867215,0.1277173913043478,0.0141304347826086,0.6179347826086956,0.012952898550724583,0.0287727539635935,0.5135869565217391
meta-llama/Llama-2-13b-chat-hf,0.0282608695652173,1.296195652173913,0.050407608695652084,0.1016624040920716,0.1358695652173913,0.0421195652173912,0.3578804347826086,0.024682971014492714,0.1176470588235294,0.7407608695652174
meta-llama/Llama-2-70b-chat-hf,0.0334239130434782,1.283967391304348,0.053804347826086896,0.0407162978106354,0.1440217391304347,0.0508152173913043,0.2551630434782609,0.014130434782608616,0.0475669764898851,0.8239130434782609
gpt-3.5-turbo-0613,0.1521195652173912,0.7971195652173912,0.10586956521739126,0.0205575536807744,0.4685869565217391,0.019782608695652,0.1036956521739129,0.015706521739130383,0.038699819039978,0.899891304347826
gpt-4-1106-preview,0.0456521739130434,0.1157608695652173,0.016893115942028965,0.0010195290063182,0.9228260869565216,0.0024456521739129,0.0089673913043478,0.0029891304347824665,0.0132107983917288,0.9402173913043478
