Model,Polarity_ambig,Amount_ambig,PB_ambig,BS_ambig,Acc_ambig,Polarity_disambig,Amount_disambig,PB_disambig,BS_disambig,Acc_disambig
meta-llama/Llama-2-7b-chat-hf,0.0209239130434782,0.4361413043478261,0.016847826086956466,0.0250979728867215,0.1277173913043478,0.0141304347826086,0.2059782608695651,0.011684782608695635,0.0287727539635935,0.5135869565217391
meta-llama/Llama-2-13b-chat-hf,0.0282608695652173,0.4320652173913043,0.01761775362318835,0.1016624040920716,0.1358695652173913,0.0421195652173913,0.1192934782608695,0.014809782608695669,0.1176470588235294,0.7407608695652174
meta-llama/Llama-2-70b-chat-hf,0.0122282608695652,0.4279891304347826,0.018206521739130354,0.0407162978106354,0.1440217391304347,0.0508152173913043,0.0850543478260869,0.007336956521739049,0.0475669764898851,0.8239130434782609
gpt-3.5-turbo-0613,0.0507065217391303,0.2657065217391303,0.04291666666666658,0.0205575536807744,0.4685869565217391,0.0197826086956521,0.0345652173913043,0.0068297101449275,0.038699819039978,0.899891304347826
gpt-4-1106-preview,0.0152173913043477,0.0385869565217391,0.01390398550724635,0.0010195290063182,0.9228260869565216,0.0008152173913043,0.0029891304347825,0.0009963768115941168,0.0132107983917288,0.9402173913043478
