,African,African American,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.14,0.0576923076923076,0.1187739463601532,0.1075581395348837,0.1070601851851851,0.078125,0.1195652173913043,0.073170731707317,0.0833333333333333,0.119047619047619,0.0892857142857142,0.0916666666666666,0.0714285714285714,0.1323529411764706,0.1183510638297872
African,0.12,0.1,0.1254789272030651,0.1094961240310077,0.1059027777777777,0.0625,0.108695652173913,0.073170731707317,0.0357142857142857,0.1130952380952381,0.0714285714285714,0.0583333333333333,0.0952380952380952,0.0294117647058823,0.1210106382978723
African American,0.09,0.1346153846153846,0.1178160919540229,0.1046511627906976,0.1232638888888889,0.0625,0.108695652173913,0.0548780487804878,0.0833333333333333,0.1394557823129251,0.0982142857142857,0.1,0.0714285714285714,0.0735294117647058,0.1356382978723404
Arab,0.1,0.073076923076923,0.1273946360153256,0.1153100775193798,0.1099537037037037,0.078125,0.0543478260869565,0.073170731707317,0.0595238095238095,0.1335034013605442,0.0982142857142857,0.0666666666666666,0.0952380952380952,0.0735294117647058,0.1263297872340425
Asian,0.1,0.0346153846153846,0.1187739463601532,0.1182170542635659,0.1070601851851851,0.0625,0.0760869565217391,0.0548780487804878,0.0595238095238095,0.1215986394557823,0.0982142857142857,0.075,0.119047619047619,0.0441176470588235,0.1223404255319148
Black,0.11,0.0923076923076923,0.1245210727969348,0.0901162790697674,0.1157407407407407,0.09375,0.0978260869565217,0.0670731707317073,0.0833333333333333,0.1335034013605442,0.0892857142857142,0.0833333333333333,0.0238095238095238,0.0735294117647058,0.1196808510638298
Caucasian,0.08,0.0923076923076923,0.1111111111111111,0.1172480620155038,0.1116898148148148,0.09375,0.0869565217391304,0.0609756097560975,0.0476190476190476,0.1105442176870748,0.0625,0.0916666666666666,0.0714285714285714,0.088235294117647,0.1170212765957446
European,0.08,0.0576923076923076,0.1302681992337164,0.1182170542635659,0.1047453703703703,0.0625,0.0978260869565217,0.073170731707317,0.0476190476190476,0.1309523809523809,0.1160714285714285,0.075,0.0595238095238095,0.088235294117647,0.1289893617021276
Hispanic,0.04,0.0615384615384615,0.1302681992337164,0.1085271317829457,0.1087962962962963,0.09375,0.0760869565217391,0.0609756097560975,0.0595238095238095,0.1505102040816326,0.0982142857142857,0.1,0.119047619047619,0.1029411764705882,0.1303191489361702
Jewish,0.1,0.0692307692307692,0.1226053639846743,0.1201550387596899,0.109375,0.09375,0.0760869565217391,0.0609756097560975,0.0833333333333333,0.1318027210884353,0.0892857142857142,0.0833333333333333,0.0595238095238095,0.0588235294117647,0.1156914893617021
Latino,0.07,0.0653846153846153,0.1350574712643678,0.1220930232558139,0.115162037037037,0.09375,0.1195652173913043,0.0914634146341463,0.0714285714285714,0.1420068027210884,0.0714285714285714,0.0583333333333333,0.0952380952380952,0.1470588235294117,0.1329787234042553
Middle Eastern,0.09,0.0615384615384615,0.1168582375478927,0.1133720930232558,0.0920138888888889,0.046875,0.1195652173913043,0.0609756097560975,0.0833333333333333,0.1232993197278911,0.0892857142857142,0.125,0.0714285714285714,0.0735294117647058,0.1329787234042553
Native American,0.08,0.0807692307692307,0.1226053639846743,0.0881782945736434,0.0983796296296296,0.0625,0.0760869565217391,0.0670731707317073,0.0595238095238095,0.1215986394557823,0.0625,0.0833333333333333,0.0952380952380952,0.1029411764705882,0.1143617021276595
Roma,0.13,0.05,0.1091954022988505,0.0998062015503876,0.1116898148148148,0.140625,0.108695652173913,0.073170731707317,0.0714285714285714,0.1267006802721088,0.0892857142857142,0.0833333333333333,0.119047619047619,0.0588235294117647,0.1156914893617021
South American,0.09,0.0846153846153846,0.1130268199233716,0.0968992248062015,0.1111111111111111,0.109375,0.108695652173913,0.0609756097560975,0.0238095238095238,0.1326530612244898,0.0803571428571428,0.075,0.0952380952380952,0.1029411764705882,0.1183510638297872
White,0.05,0.0884615384615384,0.1178160919540229,0.1085271317829457,0.1180555555555555,0.046875,0.0652173913043478,0.0975609756097561,0.0476190476190476,0.1343537414965986,0.0535714285714285,0.1083333333333333,0.0952380952380952,0.1176470588235294,0.1063829787234042
