,African,African American,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.26,0.3807692307692307,0.685823754789272,0.7596899224806202,0.7349537037037037,0.25,0.358695652173913,0.1707317073170731,0.2619047619047619,0.6743197278911565,0.2857142857142857,0.2833333333333333,0.2023809523809523,0.3235294117647059,0.7579787234042553
African,0.32,0.2923076923076923,0.3697318007662835,0.4011627906976744,0.3813657407407407,0.21875,0.2282608695652173,0.1524390243902439,0.1666666666666666,0.3248299319727891,0.2589285714285714,0.3083333333333333,0.1666666666666666,0.1176470588235294,0.363031914893617
African American,0.26,0.2961538461538461,0.3764367816091954,0.3934108527131782,0.4270833333333333,0.3125,0.217391304347826,0.1890243902439024,0.2261904761904762,0.3554421768707483,0.3303571428571428,0.275,0.2142857142857142,0.2058823529411764,0.4228723404255319
Arab,0.24,0.2384615384615384,0.4683908045977011,0.4651162790697674,0.4340277777777778,0.15625,0.2282608695652173,0.2073170731707317,0.1547619047619047,0.3954081632653061,0.2857142857142857,0.275,0.1309523809523809,0.2352941176470588,0.4095744680851064
Asian,0.18,0.2307692307692307,0.3419540229885057,0.4127906976744186,0.3871527777777778,0.265625,0.1956521739130435,0.1646341463414634,0.2261904761904762,0.3154761904761904,0.1875,0.1833333333333333,0.2857142857142857,0.1470588235294117,0.4321808510638298
Black,0.25,0.2846153846153846,0.3783524904214559,0.4437984496124031,0.421875,0.1875,0.3369565217391304,0.2134146341463414,0.1785714285714285,0.3784013605442177,0.2946428571428571,0.225,0.2261904761904762,0.2058823529411764,0.4122340425531915
Caucasian,0.24,0.2846153846153846,0.3745210727969348,0.3808139534883721,0.3755787037037037,0.390625,0.3260869565217391,0.2134146341463414,0.2142857142857142,0.3554421768707483,0.3125,0.3333333333333333,0.2738095238095238,0.1764705882352941,0.4029255319148936
European,0.25,0.2115384615384615,0.4118773946360153,0.4525193798449612,0.4270833333333333,0.15625,0.3804347826086957,0.2317073170731707,0.1904761904761904,0.3988095238095238,0.2589285714285714,0.2833333333333333,0.119047619047619,0.2205882352941176,0.4454787234042553
Hispanic,0.24,0.2384615384615384,0.3716475095785441,0.4079457364341085,0.3929398148148148,0.21875,0.2717391304347826,0.1951219512195122,0.2023809523809523,0.3920068027210884,0.2321428571428571,0.2333333333333333,0.1547619047619047,0.1911764705882352,0.4082446808510638
Jewish,0.17,0.2384615384615384,0.3946360153256705,0.3953488372093023,0.3767361111111111,0.265625,0.217391304347826,0.2317073170731707,0.2738095238095238,0.352891156462585,0.2678571428571428,0.2,0.1666666666666666,0.2352941176470588,0.386968085106383
Latino,0.28,0.2846153846153846,0.3869731800766283,0.4031007751937984,0.3883101851851852,0.1875,0.2391304347826087,0.1890243902439024,0.2857142857142857,0.413265306122449,0.2589285714285714,0.225,0.25,0.2205882352941176,0.3856382978723404
Middle Eastern,0.25,0.273076923076923,0.4224137931034483,0.4418604651162791,0.4039351851851852,0.234375,0.3043478260869565,0.1585365853658536,0.1309523809523809,0.3579931972789115,0.3571428571428571,0.25,0.2023809523809523,0.1911764705882352,0.4122340425531915
Native American,0.3,0.3076923076923077,0.4434865900383142,0.4612403100775193,0.4785879629629629,0.1875,0.3152173913043478,0.2073170731707317,0.238095238095238,0.4277210884353741,0.3839285714285714,0.4166666666666667,0.2619047619047619,0.2058823529411764,0.4853723404255319
Roma,0.26,0.3,0.4454022988505747,0.4631782945736434,0.4768518518518518,0.125,0.3695652173913043,0.1646341463414634,0.1428571428571428,0.4005102040816326,0.25,0.275,0.25,0.1617647058823529,0.4335106382978723
South American,0.25,0.3115384615384615,0.4549808429118774,0.5125968992248062,0.5179398148148148,0.1875,0.3369565217391304,0.2195121951219512,0.238095238095238,0.5034013605442177,0.2589285714285714,0.3333333333333333,0.238095238095238,0.4705882352941176,0.5226063829787234
White,0.26,0.2346153846153846,0.35727969348659,0.3565891472868217,0.3715277777777778,0.15625,0.2065217391304347,0.1524390243902439,0.1904761904761904,0.3477891156462585,0.2321428571428571,0.2333333333333333,0.2738095238095238,0.2352941176470588,0.3856382978723404
