,African,African American,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.03,0.0153846153846153,0.0507662835249042,0.0562015503875969,0.0063657407407407,0.046875,-0.0217391304347826,0.024390243902439,0.0714285714285714,0.0408163265306122,0.0267857142857142,0.0416666666666666,0.0,0.088235294117647,0.0412234042553191
African,0.07,-0.0038461538461538,0.0249042145593869,0.0358527131782945,0.0162037037037037,0.0,-0.0326086956521739,-0.0182926829268292,0.0,0.0195578231292517,-0.0357142857142857,-0.0083333333333333,-0.0238095238095238,0.0147058823529411,0.0239361702127659
African American,0.01,0.0076923076923076,0.0134099616858237,-0.0077519379844961,0.0202546296296296,0.046875,-0.0326086956521739,-0.0060975609756097,0.0357142857142857,0.0391156462585034,0.0178571428571428,0.0333333333333333,0.0476190476190476,-0.0441176470588235,0.0013297872340425
Arab,0.0,0.0076923076923076,0.0641762452107279,0.0406976744186046,0.0196759259259259,0.03125,-0.0326086956521739,0.0182926829268292,0.0476190476190476,0.0289115646258503,0.0625,0.0166666666666666,0.0357142857142857,0.0735294117647058,0.0398936170212766
Asian,0.0,0.0153846153846153,0.0162835249042145,0.0406976744186046,0.0034722222222222,-0.015625,-0.0108695652173913,0.0,0.0357142857142857,0.0170068027210884,0.0089285714285714,0.0583333333333333,0.0,0.0,0.0452127659574468
Black,0.01,-0.0346153846153846,0.0076628352490421,0.0155038759689922,0.0353009259259259,0.0,0.0217391304347826,-0.0060975609756097,-0.0119047619047619,0.0153061224489795,-0.0178571428571428,0.0,0.0357142857142857,-0.0294117647058823,0.0252659574468085
Caucasian,0.01,0.0076923076923076,-0.0009578544061302,0.0251937984496124,0.0104166666666666,0.015625,0.0217391304347826,-0.0060975609756097,-0.0119047619047619,0.0059523809523809,0.0357142857142857,-0.0166666666666666,-0.0119047619047619,-0.0147058823529411,0.0226063829787234
European,-0.01,0.0192307692307692,0.0268199233716475,0.0251937984496124,0.0376157407407407,0.046875,0.0760869565217391,0.024390243902439,0.0476190476190476,0.0331632653061224,0.0178571428571428,-0.0083333333333333,0.0119047619047619,0.0441176470588235,0.0611702127659574
Hispanic,-0.01,0.0038461538461538,0.0335249042145593,-0.0096899224806201,0.0190972222222222,0.046875,-0.0108695652173913,0.024390243902439,-0.0357142857142857,0.0578231292517006,-0.0357142857142857,0.0416666666666666,0.0476190476190476,-0.0735294117647058,0.0212765957446808
Jewish,0.01,0.0076923076923076,0.0354406130268199,0.0261627906976744,0.0196759259259259,0.0625,-0.0326086956521739,0.0365853658536585,0.1071428571428571,0.0289115646258503,0.0,-0.0083333333333333,-0.0357142857142857,0.1029411764705882,0.0199468085106383
Latino,-0.01,0.0038461538461538,0.0335249042145593,0.0145348837209302,0.0138888888888888,0.015625,0.0108695652173913,0.0365853658536585,0.0357142857142857,0.070578231292517,0.0357142857142857,-0.0083333333333333,0.0833333333333333,0.0294117647058823,0.0332446808510638
Middle Eastern,0.02,0.0153846153846153,0.0402298850574712,0.0067829457364341,0.0248842592592592,0.0625,0.0217391304347826,0.024390243902439,-0.0357142857142857,0.0195578231292517,0.0803571428571428,-0.0083333333333333,-0.0119047619047619,-0.0294117647058823,0.0026595744680851
Native American,0.02,0.0384615384615384,0.0296934865900383,0.0281007751937984,0.0434027777777777,0.078125,0.0108695652173913,0.0060975609756097,0.0119047619047619,0.026360544217687,0.0267857142857142,0.0666666666666666,0.0357142857142857,0.0,0.0452127659574468
Roma,0.0,0.0269230769230769,0.0172413793103448,0.0397286821705426,0.03125,0.03125,0.0326086956521739,0.0182926829268292,0.0238095238095238,0.0357142857142857,0.0178571428571428,0.025,-0.0238095238095238,0.0294117647058823,0.0452127659574468
South American,0.06,0.023076923076923,0.043103448275862,0.0387596899224806,0.0225694444444444,-0.03125,0.0217391304347826,0.0304878048780487,0.0595238095238095,0.0739795918367346,-0.0446428571428571,0.0416666666666666,0.0357142857142857,0.0147058823529411,0.0053191489361702
White,-0.01,0.0,0.0,0.000968992248062,0.0167824074074074,0.046875,0.0760869565217391,0.024390243902439,0.0476190476190476,0.0212585034013605,0.0,0.0,0.0476190476190476,0.0,0.0239361702127659
