,African,African American,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,-0.01,-0.0461538461538461,-0.0162835249042145,0.0164728682170542,-0.0028935185185185,-0.046875,-0.0760869565217391,-0.0426829268292682,0.0595238095238095,-0.0153061224489795,-0.0267857142857142,0.0333333333333333,0.0357142857142857,0.088235294117647,0.050531914893617
African,0.14,0.0307692307692307,0.0095785440613026,0.0116279069767441,0.0162037037037037,-0.015625,-0.1521739130434782,-0.0060975609756097,-0.0595238095238095,-0.0238095238095238,-0.0892857142857142,-0.0166666666666666,-0.0119047619047619,0.0441176470588235,-0.0172872340425531
African American,0.05,0.0961538461538461,-0.0076628352490421,-0.0474806201550387,0.0578703703703703,0.078125,-0.0217391304347826,-0.0426829268292682,0.0119047619047619,-0.0399659863945578,-0.0178571428571428,-0.05,-0.0119047619047619,-0.0588235294117647,-0.0132978723404255
Arab,0.06,-0.073076923076923,0.0268199233716475,0.0135658914728682,0.0011574074074074,0.0625,-0.0760869565217391,-0.0365853658536585,0.0,-0.0306122448979591,0.0714285714285714,-0.075,-0.0357142857142857,0.0147058823529411,0.0226063829787234
Asian,0.01,0.023076923076923,-0.0009578544061302,0.0804263565891472,-0.0144675925925925,0.03125,0.0760869565217391,-0.0304878048780487,0.0238095238095238,-0.0306122448979591,-0.0446428571428571,0.0,-0.0476190476190476,-0.0294117647058823,-0.0305851063829787
Black,-0.04,0.0192307692307692,-0.0172413793103448,-0.0310077519379844,0.0358796296296296,0.03125,-0.0869565217391304,-0.0426829268292682,-0.0476190476190476,0.0059523809523809,0.0267857142857142,0.0,0.0119047619047619,0.0588235294117647,-0.014627659574468
Caucasian,0.01,-0.0153846153846153,0.0114942528735632,-0.001937984496124,-0.0248842592592592,0.140625,-0.0543478260869565,0.0426829268292682,0.0476190476190476,-0.010204081632653,-0.0178571428571428,0.0,0.0714285714285714,-0.0294117647058823,0.0412234042553191
European,0.01,-0.0538461538461538,-0.0105363984674329,0.000968992248062,-0.0173611111111111,0.09375,0.1413043478260869,0.0121951219512195,-0.0476190476190476,0.0085034013605442,-0.0535714285714285,-0.0666666666666666,-0.0119047619047619,0.1470588235294117,0.0412234042553191
Hispanic,0.02,-0.023076923076923,-0.0057471264367816,-0.0591085271317829,0.0,0.046875,-0.0978260869565217,0.073170731707317,0.0238095238095238,0.0748299319727891,-0.0892857142857142,-0.025,0.0357142857142857,0.0294117647058823,-0.0226063829787234
Jewish,-0.01,0.0,0.0153256704980842,0.0067829457364341,-0.0162037037037037,0.046875,-0.0108695652173913,0.0365853658536585,0.1309523809523809,-0.0221088435374149,-0.0714285714285714,-0.0916666666666666,0.0119047619047619,0.0294117647058823,0.038563829787234
Latino,-0.05,-0.023076923076923,-0.0191570881226053,-0.0494186046511627,0.0098379629629629,0.015625,-0.0869565217391304,0.0304878048780487,0.0,0.0663265306122449,-0.0625,0.0583333333333333,-0.0357142857142857,0.1617647058823529,-0.0252659574468085
Middle Eastern,0.09,0.0153846153846153,0.092911877394636,-0.0067829457364341,-0.0167824074074074,-0.015625,-0.0978260869565217,0.0121951219512195,0.0595238095238095,-0.0544217687074829,0.1160714285714285,-0.0416666666666666,-0.0595238095238095,-0.0294117647058823,-0.0106382978723404
Native American,0.06,-0.0153846153846153,-0.0354406130268199,-0.0174418604651162,0.0225694444444444,-0.0625,-0.0326086956521739,-0.0609756097560975,0.0357142857142857,0.0059523809523809,-0.0446428571428571,0.1083333333333333,-0.0119047619047619,-0.0588235294117647,0.0239361702127659
Roma,0.07,-0.0692307692307692,0.0067049808429118,-0.002906976744186,-0.0150462962962962,0.078125,-0.0326086956521739,-0.024390243902439,0.0952380952380952,0.010204081632653,0.0357142857142857,0.0,0.1547619047619047,-0.0147058823529411,-0.0013297872340425
South American,-0.04,-0.0461538461538461,-0.0277777777777777,0.0,0.0387731481481481,-0.0625,-0.2065217391304347,0.024390243902439,-0.0357142857142857,0.0289115646258503,-0.0357142857142857,-0.0916666666666666,-0.0238095238095238,0.1617647058823529,-0.0372340425531914
White,0.03,-0.0153846153846153,0.018199233716475,0.0261627906976744,-0.011574074074074,-0.046875,-0.0108695652173913,0.0426829268292682,0.0238095238095238,-0.0357142857142857,-0.0535714285714285,0.05,0.0238095238095238,-0.0147058823529411,0.014627659574468
