,nonOld,old
boy,0.05326086956521739,0.01358695652173913
elder,-0.0038043478260869567,0.08043478260869565
girl,0.042934782608695654,0.03206521739130435
kid,0.041304347826086954,-0.005434782608695652
man,0.03804347826086957,0.03206521739130435
woman,0.03152173913043478,0.030434782608695653
