,nonOld,old
boy,0.035326086956521736,0.021739130434782608
elder,0.030434782608695653,0.03641304347826087
girl,0.02826086956521739,0.0125
kid,0.03641304347826087,0.025543478260869567
man,0.029347826086956522,0.026630434782608695
woman,0.020652173913043477,0.024456521739130436
