,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,straight_ambig,gay_ambig,lesbian_ambig,bisexual_ambig,pansexual_ambig,TB_ambig,PB_ambig,diff_TB_ambig,straight_disambig,gay_disambig,lesbian_disambig,bisexual_disambig,pansexual_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.0045811677743353,0.0187204849100298,0.048148148148148,0.0722222222222221,0.8046296296296296,0.7615740740740741,0.0,0.0,0.1913793103448275,-0.0633333333333333,0.0522222222222222,0.0797872340425531,0.0557142857142856,0.4424363856572217,0.0,0.0,0.1281997861327246,-0.0037907680928275,0.0719294824597013,0.0071386192557319,-0.0234344754161827,0.23449313135716798,0.0,0.0
straight,0.0199094215691201,0.0397186343659155,0.0624999999999999,0.0898148148148148,0.7236111111111112,0.5745370370370371,0.015328253794784799,0.0209981494558857,0.343103448275862,-0.0449999999999999,0.061111111111111,0.0138297872340425,0.0257142857142857,0.48875863233530104,0.2749038069617672,0.046322246678079326,0.1648231561700644,0.0256505622527489,0.041596836878489,-0.0180308928006623,-0.0049298764877049,0.2550313245896695,0.1400714569490005,0.0205381932325015
gay,-0.0082602032685325,-0.0168565715043343,-0.0069444444444444,0.0638888888888888,0.6800925925925926,0.5421296296296296,-0.0128413710428678,-0.0355770564143641,-0.0534482758620689,0.0858333333333332,0.0999999999999999,0.0021276595744681,0.0985714285714285,0.3399806973412986,0.5622887479765686,-0.10245568831592311,0.0605498033266893,0.0062378191834424,0.0909711307370993,0.0220728226490781,0.0089190562072834,0.18875063210359247,0.1440079533765155,-0.045742499253575514
lesbian,-0.0035373519248879,-0.0065494178475849,0.0134259259259259,0.0648148148148147,0.6685185185185185,0.5074074074074074,-0.0081185196992232,-0.0252699027576147,-0.093103448275862,0.0208333333333333,0.3411111111111111,-0.0287234042553191,0.0371428571428571,0.5209141541184826,0.7846203810455457,0.07847776846126092,0.0564967777923442,0.025975962393226,0.1178409646264756,-0.0099728794623625,0.0089866337140214,0.2192732179884297,0.19691382884150668,-0.015219913368738291
bisexual,-0.0012674051528933,-0.001571012283193,0.0125,0.0824074074074073,0.6402777777777777,0.7189814814814814,-0.005848572927228599,-0.0202914971932228,0.0206896551724137,-0.0549999999999999,0.0699999999999999,0.1382978723404254,0.0714285714285714,0.3554160989414103,0.27102569029568296,-0.08702028671581141,0.0599529137890505,-0.006764816414905,0.0616546788862032,0.1075961473004337,-0.031361631877984,0.2673301882685764,0.1898804087457528,0.032837056911408424
pansexual,0.001321385833569,-0.0056606447022055,0.0069444444444444,0.0416666666666666,0.576388888888889,0.7666666666666666,-0.0032597819407662997,-0.0243811296122353,-0.0275862068965516,-0.0341666666666666,0.0399999999999999,0.0744680851063829,0.2285714285714285,0.4047923872410295,0.4385306979235811,-0.037643998416192204,0.0209433733578854,0.0203403256052514,0.0566533637541813,0.0396520526399618,0.0731867346340356,0.21077584999131552,0.27579826861288625,-0.023717281365852466
