,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.05,-0.0153846153846153,0.1637931034482758,0.0348837209302325,0.0306712962962962,-0.078125,0.0108695652173913,0.0670731707317073,-0.0595238095238095,0.0935374149659864,-0.1071428571428571,-0.0166666666666666,-0.0476190476190476,0.1176470588235294,0.0704787234042553,0.06422773667697804,0.29,0.4384615384615384,1.0220306513409962,1.0368217054263569,1.0190972222222223,0.296875,0.4021739130434782,0.3841463414634146,0.5357142857142857,0.9693877551020408,0.4285714285714285,0.4,0.4285714285714285,0.4705882352941176,0.9720744680851064,0.6063009315530942,0.0,0.07738727575033115,-0.0021051684584589,0.3953488372093023
African,-0.01,-0.0192307692307692,0.0316091954022988,-0.000968992248062,-0.0011574074074074,0.0,0.1956521739130435,-0.0304878048780487,0.0238095238095238,-0.0357142857142857,0.0714285714285714,-0.0083333333333333,0.0119047619047619,0.088235294117647,-0.0066489361702127,0.035678736637197686,0.63,0.7346153846153847,0.7155172413793104,0.7335271317829457,0.7719907407407407,0.78125,0.5652173913043478,0.5670731707317073,0.6666666666666666,0.782312925170068,0.6607142857142857,0.525,0.7738095238095238,0.5294117647058824,0.788563829787234,0.6817113370938731,0.07931553952013763,0.0,0.0061979489096282,0.5063953488372093
African American,0.0,0.0076923076923076,0.0277777777777777,0.002906976744186,-0.005787037037037,-0.015625,0.0543478260869565,-0.0304878048780487,0.0714285714285714,-0.0119047619047619,0.0357142857142857,0.0416666666666666,-0.0357142857142857,-0.1176470588235294,0.0079787234042553,0.031111938924844634,0.72,0.7076923076923077,0.75,0.7354651162790697,0.8067129629629629,0.578125,0.5760869565217391,0.6280487804878049,0.7142857142857143,0.7891156462585034,0.7142857142857143,0.525,0.7023809523809523,0.6764705882352942,0.8164893617021277,0.6960106067394793,0.08189003175410318,0.0,0.0064211068589932,0.4927325581395348
Arab,0.02,-0.0076923076923076,0.0105363984674329,-0.00484496124031,-0.0081018518518518,0.0625,-0.0760869565217391,-0.024390243902439,-0.0238095238095238,-0.016156462585034,-0.0267857142857142,-0.1583333333333333,0.0476190476190476,-0.1176470588235294,0.0186170212765957,0.04154139209392389,0.7,0.7384615384615385,0.7940613026819924,0.8032945736434108,0.7777777777777778,0.59375,0.7282608695652174,0.5,0.7142857142857143,0.8528911564625851,0.6696428571428571,0.525,0.8571428571428571,0.7058823529411765,0.8031914893617021,0.7175761659644552,0.08922144447780314,0.0,0.0007672021098057,0.4790697674418605
Asian,-0.03,-0.0423076923076923,-0.0277777777777777,0.0106589147286821,0.011574074074074,-0.015625,-0.0326086956521739,-0.0548780487804878,-0.0476190476190476,0.0255102040816326,-0.0089285714285714,0.1083333333333333,0.0,0.1176470588235294,0.0066489361702127,0.03600782365181432,0.55,0.6269230769230769,0.7078544061302682,0.7393410852713178,0.7557870370370371,0.578125,0.7282608695652174,0.4817073170731707,0.6190476190476191,0.7670068027210885,0.6875,0.525,0.7380952380952381,0.6470588235294118,0.7194148936170213,0.6580748112673646,0.06562270402074366,0.0,0.0060962272850877,0.5203488372093024
Black,0.09,-0.023076923076923,0.0201149425287356,-0.000968992248062,0.0173611111111111,-0.0625,-0.1304347826086956,0.0365853658536585,-0.119047619047619,-0.0127551020408163,0.0089285714285714,0.0083333333333333,-0.0357142857142857,0.0147058823529411,0.0252659574468085,0.040386191252770744,0.55,0.5923076923076923,0.6676245210727969,0.6812015503875969,0.7569444444444444,0.53125,0.4565217391304347,0.5,0.5714285714285714,0.7236394557823129,0.7232142857142857,0.5583333333333333,0.6547619047619048,0.6323529411764706,0.7194148936170213,0.621266355543791,0.05965979860762005,0.0,-0.0023043816648468,0.5386627906976744
Caucasian,0.01,-0.0153846153846153,0.0153256704980842,0.0300387596899224,0.0179398148148148,-0.015625,-0.1195652173913043,-0.0060975609756097,-0.1428571428571428,-0.0068027210884353,-0.0267857142857142,-0.0416666666666666,0.0714285714285714,-0.0735294117647058,-0.0239361702127659,0.04113220247055685,0.59,0.5846153846153846,0.7011494252873564,0.687015503875969,0.7459490740740741,0.609375,0.75,0.5060975609756098,0.6190476190476191,0.782312925170068,0.6160714285714286,0.5416666666666666,0.7619047619047619,0.6323529411764706,0.7925531914893617,0.6613407655236513,0.07772126569905127,0.0,-0.006091336765489,0.5212209302325581
European,0.02,0.0038461538461538,0.0478927203065134,0.0251937984496124,0.0104166666666666,-0.09375,0.0652173913043478,0.024390243902439,-0.1309523809523809,0.0255102040816326,0.0,-0.0166666666666666,0.0119047619047619,0.0735294117647058,-0.0425531914893617,0.03945490608901616,0.58,0.6730769230769231,0.7222222222222222,0.7810077519379846,0.7858796296296297,0.625,0.5,0.5121951219512195,0.5595238095238095,0.8112244897959183,0.7321428571428571,0.6,0.6785714285714286,0.6323529411764706,0.8324468085106383,0.6683762655692734,0.05140023122206923,0.0,-0.0098366779938677,0.4959302325581395
Hispanic,0.01,-0.0576923076923076,-0.018199233716475,-0.0251937984496124,-0.0023148148148148,0.09375,0.0869565217391304,-0.0548780487804878,-0.0238095238095238,0.0280612244897959,-0.0982142857142857,-0.025,0.1785714285714285,0.1764705882352941,0.0066489361702127,0.05905071414555791,0.57,0.7038461538461539,0.7308429118773946,0.7325581395348837,0.7685185185185185,0.6875,0.6086956521739131,0.5670731707317073,0.6190476190476191,0.8511904761904762,0.7232142857142857,0.6083333333333333,0.6785714285714286,0.8235294117647058,0.8045212765957447,0.6984961585266778,0.07963820065239985,0.0,-0.0191529290550485,0.4956395348837209
Jewish,-0.05,-0.0307692307692307,-0.0134099616858237,-0.0203488372093023,-0.0023148148148148,-0.125,-0.0326086956521739,-0.0548780487804878,0.0476190476190476,0.0119047619047619,0.0267857142857142,0.0583333333333333,0.0119047619047619,-0.0588235294117647,0.0119680851063829,0.03711125483183998,0.63,0.676923076923077,0.7030651340996169,0.7257751937984496,0.7094907407407407,0.65625,0.5760869565217391,0.5792682926829268,0.7142857142857143,0.7687074829931972,0.6160714285714286,0.6083333333333333,0.7738095238095238,0.6176470588235294,0.7486702127659575,0.6736256099566156,0.08568799652271665,0.0,-0.0055677397997186,0.5238372093023256
