,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,-0.02,0.0038461538461538,0.0086206896551724,-0.0096899224806201,0.0121527777777777,0.0,-0.0217391304347826,-0.0060975609756097,0.0,-0.016156462585034,0.0089285714285714,-0.0166666666666666,-0.0238095238095238,-0.0294117647058823,0.0106382978723404,0.012517168149208986,0.14,0.15,0.1503831417624521,0.1511627906976744,0.1336805555555555,0.125,0.1956521739130435,0.1158536585365853,0.1428571428571428,0.1505102040816326,0.1875,0.1666666666666666,0.2142857142857142,0.1764705882352941,0.1462765957446808,0.15641994882242946,0.0,0.025833799407950227,-0.0046224961479198,0.6075581395348837
African,0.02,-0.0153846153846153,0.0114942528735632,0.000968992248062,0.027199074074074,-0.03125,-0.0217391304347826,-0.0182926829268292,0.0714285714285714,-0.0178571428571428,-0.0089285714285714,-0.0416666666666666,-0.0952380952380952,-0.0294117647058823,-0.026595744680851,0.029163686996513803,0.24,0.2615384615384615,0.2567049808429119,0.2470930232558139,0.2528935185185185,0.28125,0.217391304347826,0.2378048780487804,0.2619047619047619,0.2593537414965986,0.2767857142857143,0.2416666666666666,0.3095238095238095,0.2058823529411764,0.2819148936170212,0.25544720713253743,0.023726911597662905,0.0,-0.0213160333642261,0.3703488372093023
African American,0.0,-0.0038461538461538,0.0019157088122605,0.005813953488372,0.0104166666666666,-0.03125,-0.0326086956521739,-0.0121951219512195,0.0,-0.0059523809523809,0.0446428571428571,-0.0166666666666666,-0.0238095238095238,-0.0147058823529411,-0.014627659574468,0.014563418061045587,0.2,0.3115384615384615,0.2816091954022988,0.2906976744186046,0.2974537037037037,0.25,0.2065217391304347,0.2195121951219512,0.238095238095238,0.2916666666666667,0.3303571428571428,0.2166666666666666,0.2619047619047619,0.2794117647058823,0.3071808510638298,0.2655077374183762,0.012382973930334147,0.0,0.0033222591362125,0.325
Arab,0.02,-0.0115384615384615,-0.0114942528735632,0.0193798449612403,0.0133101851851851,-0.03125,-0.0326086956521739,0.0365853658536585,0.0,-0.0127551020408163,0.0267857142857142,-0.025,0.0238095238095238,-0.0735294117647058,-0.0172872340425531,0.023688919467173046,0.22,0.2576923076923076,0.2662835249042146,0.251937984496124,0.2540509259259259,0.21875,0.2717391304347826,0.2195121951219512,0.2619047619047619,0.2644557823129251,0.3303571428571428,0.2416666666666666,0.2142857142857142,0.3088235294117647,0.2726063829787234,0.2569377365995336,0.022652219209115775,0.0,-0.021555763823805,0.3610465116279069
Asian,0.01,-0.0115384615384615,-0.0057471264367816,0.0213178294573643,0.0179398148148148,0.0,-0.0108695652173913,0.024390243902439,-0.0119047619047619,-0.0076530612244897,-0.0446428571428571,-0.0166666666666666,0.0119047619047619,-0.0147058823529411,-0.0412234042553191,0.016700295787936657,0.19,0.2576923076923076,0.2586206896551724,0.2616279069767442,0.2783564814814814,0.25,0.2065217391304347,0.2439024390243902,0.2261904761904762,0.2695578231292517,0.2946428571428571,0.2166666666666666,0.3452380952380952,0.1617647058823529,0.2752659574468085,0.24906987637713593,0.02094440350524346,0.0,-0.0171755725190839,0.3441860465116279
Black,0.06,-0.0538461538461538,-0.003831417624521,-0.0067829457364341,-0.0040509259259259,0.03125,0.0217391304347826,-0.0060975609756097,0.0595238095238095,0.0195578231292517,0.0535714285714285,0.025,-0.0238095238095238,0.0,-0.0159574468085106,0.02566787775906341,0.2,0.2692307692307692,0.2183908045977011,0.2335271317829457,0.2077546296296296,0.25,0.2391304347826087,0.2621951219512195,0.1547619047619047,0.2355442176870748,0.2857142857142857,0.1916666666666666,0.238095238095238,0.2058823529411764,0.2393617021276596,0.22875035066459196,0.032102565648253874,0.0,0.0013410818059902,0.4238372093023256
Caucasian,0.02,-0.0384615384615384,-0.0009578544061302,0.0106589147286821,-0.0011574074074074,0.03125,-0.0326086956521739,0.024390243902439,0.0119047619047619,-0.0008503401360544,0.0267857142857142,0.0083333333333333,0.0714285714285714,-0.0294117647058823,-0.014627659574468,0.02152178666181043,0.22,0.2769230769230769,0.2978927203065134,0.2858527131782946,0.3101851851851852,0.25,0.2282608695652173,0.2317073170731707,0.2976190476190476,0.2967687074829932,0.3482142857142857,0.225,0.2619047619047619,0.1764705882352941,0.2992021276595745,0.26706676005649427,0.025914980583647326,0.0,0.0245098039215685,0.3008720930232558
European,0.04,0.0,0.0067049808429118,-0.003875968992248,0.0092592592592592,-0.078125,-0.0326086956521739,0.0060975609756097,-0.0238095238095238,0.0068027210884353,0.0089285714285714,-0.0166666666666666,-0.0357142857142857,-0.0147058823529411,-0.0226063829787234,0.020393699984089998,0.22,0.2538461538461538,0.2327586206896551,0.2441860465116279,0.2372685185185185,0.171875,0.2717391304347826,0.2378048780487804,0.1904761904761904,0.25,0.2589285714285714,0.2166666666666666,0.2261904761904762,0.2794117647058823,0.2486702127659574,0.23598814868555085,0.018818870295045045,0.0,-0.0154525386313465,0.4174418604651163
Hispanic,0.05,-0.023076923076923,0.0086206896551724,0.005813953488372,0.0179398148148148,0.0625,-0.0108695652173913,0.0,0.0119047619047619,-0.0221088435374149,0.0535714285714285,-0.05,-0.0119047619047619,0.0147058823529411,-0.0305851063829787,0.024906782060464035,0.23,0.3230769230769231,0.278735632183908,0.2984496124031007,0.2829861111111111,0.28125,0.2934782608695652,0.2195121951219512,0.2023809523809523,0.2908163265306122,0.3214285714285714,0.25,0.25,0.1911764705882352,0.3045212765957447,0.26785415548604496,0.026050684178289648,0.0,0.003770028275212,0.3313953488372093
Jewish,0.02,-0.0384615384615384,-0.0086206896551724,0.0135658914728682,0.0028935185185185,-0.03125,0.0108695652173913,0.024390243902439,0.0952380952380952,0.0093537414965986,-0.0535714285714285,-0.0166666666666666,-0.0119047619047619,0.0441176470588235,-0.0239361702127659,0.0269893305584712,0.2,0.2923076923076923,0.2768199233716475,0.2655038759689923,0.2563657407407407,0.25,0.25,0.2317073170731707,0.2857142857142857,0.2678571428571428,0.3392857142857143,0.2333333333333333,0.2738095238095238,0.2205882352941176,0.2606382978723404,0.2602620721752468,0.03531117242902059,0.0,-0.0192212912764908,0.3255813953488372
