,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.02,-0.0115384615384615,0.0028735632183908,0.001937984496124,0.0040509259259259,-0.015625,0.0108695652173913,-0.024390243902439,0.0357142857142857,-0.0076530612244897,0.0535714285714285,0.0083333333333333,-0.0119047619047619,-0.0441176470588235,-0.0053191489361702,0.017193294069468353,0.12,0.173076923076923,0.1446360153256705,0.1608527131782945,0.1313657407407407,0.078125,0.1847826086956521,0.1585365853658536,0.1071428571428571,0.1437074829931972,0.2142857142857142,0.175,0.1785714285714285,0.1617647058823529,0.1436170212765957,0.151697653102352,0.0,0.02396723794479,0.0110476190476189,0.6168604651162791
African,0.03,-0.0307692307692307,-0.0124521072796934,0.003875968992248,0.015625,0.015625,-0.0434782608695652,0.0670731707317073,-0.0595238095238095,-0.0051020408163265,-0.0267857142857142,-0.0166666666666666,0.0,-0.0735294117647058,0.0,0.026700425446644478,0.23,0.2692307692307692,0.2806513409961685,0.2868217054263566,0.2910879629629629,0.234375,0.2608695652173913,0.2256097560975609,0.2261904761904762,0.2857142857142857,0.3660714285714285,0.1833333333333333,0.2619047619047619,0.25,0.3164893617021276,0.26455664982317484,0.03232744487135798,0.0,0.0159774436090225,0.3343023255813953
African American,0.06,-0.0153846153846153,-0.0124521072796934,0.0164728682170542,0.0173611111111111,-0.015625,-0.0108695652173913,0.0426829268292682,0.0357142857142857,-0.0204081632653061,0.0089285714285714,-0.0333333333333333,0.0,0.0,-0.0226063829787234,0.02078926205062356,0.26,0.2769230769230769,0.2806513409961685,0.2916666666666667,0.2974537037037037,0.265625,0.1847826086956521,0.2378048780487804,0.2261904761904762,0.2925170068027211,0.3303571428571428,0.2166666666666666,0.2619047619047619,0.2058823529411764,0.3178191489361702,0.2630829887555442,0.02321356421822146,0.0,-0.0014598540145985,0.3095930232558139
Arab,0.01,-0.0269230769230769,0.0028735632183908,0.0077519379844961,0.0028935185185185,0.0,-0.0326086956521739,-0.0182926829268292,0.0238095238095238,-0.0059523809523809,0.0178571428571428,0.0166666666666666,-0.0119047619047619,0.0588235294117647,-0.0079787234042553,0.01628908028199876,0.23,0.2653846153846154,0.2749042145593869,0.2732558139534883,0.2609953703703703,0.1875,0.1630434782608695,0.25,0.238095238095238,0.2780612244897959,0.3392857142857143,0.2333333333333333,0.2261904761904762,0.3235294117647059,0.2659574468085106,0.2539690891664337,0.01738737401924886,0.0,0.0019900497512437,0.3177325581395349
Asian,0.05,-0.0461538461538461,-0.003831417624521,0.0193798449612403,0.0098379629629629,0.078125,0.0217391304347826,-0.0182926829268292,0.0119047619047619,-0.0025510204081632,-0.0625,0.0083333333333333,0.0,-0.0294117647058823,-0.026595744680851,0.025910434006478255,0.23,0.2692307692307692,0.2758620689655172,0.2848837209302325,0.2760416666666667,0.203125,0.2391304347826087,0.1768292682926829,0.2023809523809523,0.2797619047619047,0.2410714285714285,0.2416666666666666,0.238095238095238,0.1764705882352941,0.2925531914893617,0.24180685993795487,0.026542441490207565,0.0,-0.0216110019646365,0.3200581395348837
Black,0.02,-0.0192307692307692,-0.0134099616858237,-0.003875968992248,0.0202546296296296,-0.03125,0.0,-0.0304878048780487,0.0,0.0017006802721088,-0.0089285714285714,-0.0083333333333333,-0.0119047619047619,0.0,-0.0079787234042553,0.011823680317303326,0.26,0.273076923076923,0.2720306513409962,0.2713178294573643,0.2783564814814814,0.3125,0.1956521739130435,0.2378048780487804,0.2619047619047619,0.2925170068027211,0.3125,0.1916666666666666,0.2261904761904762,0.1176470588235294,0.2819148936170212,0.25233865342158435,0.01663983542573721,0.0,-0.0105580693815987,0.3046511627906976
Caucasian,0.01,-0.0346153846153846,-0.0019157088122605,0.0096899224806201,0.0138888888888888,-0.03125,-0.0869565217391304,0.0,0.0595238095238095,0.0,-0.0267857142857142,0.025,-0.0238095238095238,0.0,-0.0226063829787234,0.023069457142270357,0.21,0.1961538461538461,0.2816091954022988,0.2868217054263566,0.2835648148148148,0.1875,0.2391304347826087,0.2073170731707317,0.2261904761904762,0.2840136054421768,0.2767857142857143,0.2416666666666666,0.2142857142857142,0.1764705882352941,0.2779255319148936,0.23929569111810617,0.026339564298530373,0.0,-0.0010373443983402,0.2883720930232558
European,0.04,-0.0346153846153846,0.0028735632183908,-0.005813953488372,0.0185185185185185,-0.015625,-0.0434782608695652,0.0548780487804878,-0.0476190476190476,-0.0110544217687074,0.0178571428571428,-0.0166666666666666,-0.0238095238095238,0.0,-0.0119680851063829,0.022985174487879338,0.24,0.273076923076923,0.2327586206896551,0.2364341085271318,0.2129629629629629,0.265625,0.217391304347826,0.2134146341463414,0.238095238095238,0.2270408163265306,0.2321428571428571,0.2166666666666666,0.2619047619047619,0.2058823529411764,0.2273936170212765,0.23338599092328982,0.027268859809968647,0.0,-0.0114261531950909,0.4590116279069767
Hispanic,0.01,-0.0076923076923076,-0.0086206896551724,0.0087209302325581,0.0208333333333333,0.0,-0.0978260869565217,-0.0121951219512195,-0.0119047619047619,-0.0136054421768707,0.0178571428571428,0.0083333333333333,-0.0476190476190476,-0.0294117647058823,-0.0053191489361702,0.01999594075695476,0.21,0.2846153846153846,0.2902298850574712,0.2858527131782946,0.2905092592592592,0.28125,0.1847826086956521,0.2317073170731707,0.1785714285714285,0.3061224489795918,0.3035714285714285,0.1916666666666666,0.2619047619047619,0.2941176470588235,0.2978723404255319,0.2595182593371643,0.021675161089442153,0.0,-0.0130624092888244,0.3151162790697674
Jewish,0.04,-0.0153846153846153,-0.0220306513409961,0.0,0.0133101851851851,0.0,0.0,0.0121951219512195,0.0238095238095238,0.0076530612244897,-0.0446428571428571,0.0,-0.0119047619047619,-0.0588235294117647,-0.0039893617021276,0.01691624460383605,0.26,0.2307692307692307,0.2634099616858237,0.2751937984496124,0.2667824074074074,0.25,0.1956521739130435,0.2195121951219512,0.1666666666666666,0.2831632653061224,0.2946428571428571,0.2666666666666666,0.2261904761904762,0.2058823529411764,0.2805851063829787,0.2456744772429342,0.01818811441468784,0.0,-0.0110220440881763,0.313953488372093
Latino,0.02,-0.0192307692307692,-0.0067049808429118,0.0251937984496124,0.0086805555555555,-0.03125,0.0108695652173913,0.0548780487804878,0.0,-0.0153061224489795,-0.0267857142857142,-0.0833333333333333,0.0,-0.0147058823529411,-0.0093085106382978,0.021749818742399594,0.24,0.2884615384615384,0.278735632183908,0.2810077519379845,0.2783564814814814,0.21875,0.25,0.2134146341463414,0.238095238095238,0.2874149659863945,0.3303571428571428,0.25,0.2857142857142857,0.1911764705882352,0.2912234042553192,0.26151383638052456,0.026716442186334125,0.0,-0.0014265335235378,0.3331395348837209
Middle Eastern,0.0,-0.0307692307692307,-0.0114942528735632,0.0222868217054263,0.0081018518518518,0.015625,-0.0760869565217391,0.0060975609756097,0.0119047619047619,0.0008503401360544,0.0446428571428571,0.0,-0.0119047619047619,0.0,-0.0239361702127659,0.017580037733241464,0.22,0.2384615384615384,0.2739463601532567,0.2606589147286822,0.255787037037037,0.265625,0.2065217391304347,0.2134146341463414,0.2738095238095238,0.2712585034013605,0.2946428571428571,0.2166666666666666,0.3214285714285714,0.1764705882352941,0.2845744680851064,0.25155109349511134,0.022600144889501485,0.0,0.0089160018770531,0.3569767441860465
Native American,0.06,-0.0384615384615384,-0.014367816091954,0.0087209302325581,0.0173611111111111,0.015625,0.0108695652173913,-0.0182926829268292,0.0119047619047619,-0.0119047619047619,0.0178571428571428,-0.025,0.0476190476190476,-0.0588235294117647,-0.0066489361702127,0.024230454927271584,0.2,0.2615384615384615,0.2672413793103448,0.2819767441860465,0.2650462962962963,0.234375,0.1847826086956521,0.1890243902439024,0.2261904761904762,0.2840136054421768,0.25,0.2083333333333333,0.2142857142857142,0.2647058823529412,0.2805851063829787,0.24080659988388828,0.020951564718590596,0.0,-0.0104463437796771,0.3459302325581395
Roma,0.01,-0.0538461538461538,0.0009578544061302,-0.0135658914728682,0.0173611111111111,-0.078125,0.0108695652173913,0.0,-0.0238095238095238,0.0034013605442176,-0.0178571428571428,0.0583333333333333,0.0714285714285714,-0.0294117647058823,-0.014627659574468,0.026906328820452918,0.21,0.2384615384615384,0.2576628352490421,0.2635658914728682,0.2511574074074074,0.203125,0.2065217391304347,0.2195121951219512,0.2142857142857142,0.2653061224489796,0.2857142857142857,0.2416666666666666,0.2619047619047619,0.2647058823529412,0.2539893617021276,0.2425052934612479,0.031285482348148645,0.0,-0.0127388535031847,0.3848837209302325
