,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB
Baseline,-0.04,0.0192307692307692,0.1139846743295019,0.0222868217054263,0.0827546296296296,-0.09375,0.0543478260869565,0.0365853658536585,0.0833333333333333,0.1020408163265306,-0.0535714285714285,0.0083333333333333,0.0,0.0735294117647058,-0.0319148936170212,0.054377553585486314,0.24,0.45,1.0162835249042146,1.061046511627907,1.009837962962963,0.34375,0.4891304347826087,0.2804878048780488,0.3452380952380952,0.9965986394557824,0.375,0.4916666666666666,0.4285714285714285,0.3970588235294117,1.00531914893617,0.5953326027702197,0.0,0.07648152828464728
African,0.05,-0.0769230769230769,0.0335249042145593,-0.00484496124031,-0.0075231481481481,0.09375,0.0543478260869565,0.0060975609756097,0.0476190476190476,0.0297619047619047,0.0625,0.1666666666666666,0.0119047619047619,-0.0588235294117647,-0.0279255319148936,0.04881419465784664,0.71,0.7076923076923077,0.7768199233716475,0.811046511627907,0.8234953703703703,0.59375,0.6195652173913043,0.7134146341463414,0.7142857142857143,0.8562925170068028,0.5982142857142857,0.6,0.5833333333333334,0.6176470588235294,0.8470744680851063,0.7048420894565767,0.07551040038915899,0.0
African American,-0.05,0.0461538461538461,-0.0009578544061302,0.0067829457364341,-0.0011574074074074,-0.046875,-0.1521739130434782,0.024390243902439,-0.0119047619047619,0.0306122448979591,-0.0267857142857142,-0.0333333333333333,-0.0595238095238095,0.0147058823529411,-0.0039893617021276,0.03395642124335878,0.65,0.7,0.7729885057471264,0.8091085271317829,0.8182870370370371,0.515625,0.5869565217391305,0.5365853658536586,0.6547619047619048,0.8690476190476191,0.6875,0.6,0.6309523809523809,0.6323529411764706,0.8656914893617021,0.6886571528539208,0.059884353214393865,0.0
Arab,0.08,-0.0038461538461538,0.0440613026819923,-0.0135658914728682,-0.011574074074074,0.171875,-0.0652173913043478,-0.0121951219512195,-0.0595238095238095,0.0246598639455782,0.1339285714285714,-0.0666666666666666,-0.0238095238095238,0.088235294117647,-0.014627659574468,0.05425242162646134,0.66,0.7269230769230769,0.7873563218390804,0.7596899224806202,0.7916666666666666,0.734375,0.6086956521739131,0.6707317073170732,0.6547619047619048,0.8358843537414966,0.8660714285714286,0.65,0.7380952380952381,0.7352941176470589,0.8257978723404256,0.7363562175038656,0.08771287681638174,0.0
Asian,-0.03,-0.0653846153846153,0.0296934865900383,0.0096899224806201,0.0231481481481481,-0.15625,-0.108695652173913,0.0121951219512195,-0.0238095238095238,-0.0178571428571428,0.0178571428571428,-0.1833333333333333,-0.0119047619047619,-0.088235294117647,0.0,0.051870276373873724,0.65,0.7269230769230769,0.7346743295019157,0.8042635658914729,0.7708333333333334,0.625,0.5434782608695652,0.5975609756097561,0.7619047619047619,0.8256802721088435,0.6071428571428571,0.6,0.7023809523809523,0.7647058823529411,0.800531914893617,0.7010053455275396,0.07978427273668992,0.0
Black,-0.17,-0.0307692307692307,-0.0239463601532567,-0.0319767441860465,0.0104166666666666,0.046875,-0.0434782608695652,0.0365853658536585,0.0476190476190476,0.0051020408163265,0.0178571428571428,0.05,0.119047619047619,-0.0294117647058823,0.0,0.04420568290296282,0.65,0.7076923076923077,0.7519157088122606,0.7781007751937985,0.7824074074074074,0.546875,0.5217391304347826,0.573170731707317,0.6428571428571429,0.814625850340136,0.6428571428571429,0.5833333333333334,0.7380952380952381,0.7058823529411765,0.824468085106383,0.6842680137852284,0.07884237591657815,0.0
Caucasian,0.0,-0.0307692307692307,0.0076628352490421,-0.0135658914728682,0.0162037037037037,0.078125,-0.0434782608695652,-0.0182926829268292,-0.0357142857142857,-0.0144557823129251,0.0714285714285714,-0.0916666666666666,0.0833333333333333,0.1764705882352941,-0.014627659574468,0.04638629948378555,0.52,0.6,0.7260536398467433,0.7209302325581395,0.7210648148148148,0.609375,0.717391304347826,0.6646341463414634,0.7023809523809523,0.7848639455782312,0.7321428571428571,0.5583333333333333,0.6785714285714286,0.6176470588235294,0.7593085106382979,0.6741798149585079,0.08582737169701592,0.0
European,0.09,-0.0076923076923076,0.0019157088122605,0.001937984496124,0.0341435185185185,0.1875,0.1195652173913043,0.0,-0.0119047619047619,-0.0059523809523809,0.0,0.0833333333333333,-0.0833333333333333,0.1323529411764706,-0.0159574468085106,0.05170592896128703,0.57,0.6384615384615384,0.8467432950191571,0.9205426356589148,0.8848379629629629,0.625,0.5978260869565217,0.524390243902439,0.6785714285714286,0.9277210884353742,0.6964285714285714,0.4833333333333333,0.75,0.5735294117647058,0.922872340425532,0.7093505291280319,0.08072811857071878,0.0
Hispanic,-0.07,-0.05,0.0095785440613026,-0.0174418604651162,-0.0034722222222222,0.015625,-0.0543478260869565,-0.0304878048780487,0.0476190476190476,0.0085034013605442,-0.0089285714285714,-0.0416666666666666,0.1904761904761904,0.0588235294117647,0.014627659574468,0.04143988828339328,0.73,0.7115384615384616,0.7988505747126436,0.810077519379845,0.8125,0.734375,0.6630434782608695,0.6158536585365854,0.5952380952380952,0.8690476190476191,0.7410714285714286,0.6083333333333333,0.6428571428571429,0.7647058823529411,0.8497340425531915,0.7298150824254769,0.07269036268471551,0.0
Jewish,-0.02,0.0769230769230769,-0.0162835249042145,-0.002906976744186,-0.005787037037037,0.078125,-0.0760869565217391,0.048780487804878,-0.119047619047619,-0.0119047619047619,-0.1339285714285714,-0.025,0.0595238095238095,-0.0441176470588235,0.0079787234042553,0.04842627948686481,0.6,0.6692307692307692,0.7672413793103449,0.750968992248062,0.7650462962962963,0.640625,0.6195652173913043,0.5487804878048781,0.6428571428571429,0.8129251700680272,0.6875,0.5416666666666666,0.7023809523809523,0.5735294117647058,0.8404255319148937,0.6775162011956031,0.08555215791823695,0.0
Latino,0.01,0.0307692307692307,0.0411877394636015,-0.0077519379844961,-0.0167824074074074,-0.109375,-0.1521739130434782,0.0304878048780487,-0.0952380952380952,0.0144557823129251,0.0982142857142857,-0.0166666666666666,0.0714285714285714,0.1470588235294117,-0.0093085106382978,0.05672658460496774,0.63,0.676923076923077,0.7959770114942529,0.8294573643410853,0.8107638888888888,0.734375,0.6304347826086957,0.6524390243902439,0.5476190476190477,0.8715986394557823,0.7232142857142857,0.4666666666666667,0.6666666666666666,0.7058823529411765,0.8656914893617021,0.7071806198047713,0.0735108024186743,0.0
Middle Eastern,-0.02,-0.0346153846153846,0.0201149425287356,-0.0106589147286821,-0.0092592592592592,0.171875,-0.0217391304347826,-0.024390243902439,-0.0833333333333333,-0.0034013605442176,0.0089285714285714,-0.025,0.0833333333333333,-0.0441176470588235,0.0026595744680851,0.037561779709043154,0.64,0.7038461538461539,0.7978927203065134,0.7936046511627907,0.8090277777777778,0.734375,0.6521739130434783,0.6829268292682927,0.6547619047619048,0.8554421768707483,0.8839285714285714,0.5583333333333333,0.75,0.7794117647058824,0.851063829787234,0.7431192417528454,0.08659067429069806,0.0
Native American,0.04,0.0346153846153846,-0.0162835249042145,0.0077519379844961,-0.0023148148148148,0.078125,-0.0326086956521739,0.0,0.0,0.0289115646258503,0.0625,0.0333333333333333,-0.2142857142857142,0.0,-0.0026595744680851,0.03689263631227112,0.78,0.7038461538461539,0.7691570881226054,0.812015503875969,0.8217592592592593,0.734375,0.4891304347826087,0.5975609756097561,0.5952380952380952,0.8809523809523809,0.7946428571428571,0.6666666666666666,0.7380952380952381,0.7647058823529411,0.8696808510638298,0.7345217591338908,0.0823518992787529,0.0
Roma,-0.05,-0.0076923076923076,0.0114942528735632,0.0213178294573643,0.0289351851851851,0.109375,-0.108695652173913,-0.0365853658536585,0.0833333333333333,0.0374149659863945,0.0535714285714285,-0.0166666666666666,-0.0595238095238095,0.0147058823529411,-0.0359042553191489,0.04501439566598094,0.57,0.6307692307692307,0.7950191570881227,0.7965116279069767,0.8252314814814815,0.671875,0.6086956521739131,0.524390243902439,0.7261904761904762,0.8775510204081632,0.7321428571428571,0.5833333333333334,0.7738095238095238,0.6911764705882353,0.8550531914893617,0.7107832844189409,0.06350977021069357,0.0
South American,-0.05,0.0115384615384615,0.0191570881226053,-0.0358527131782945,0.0434027777777777,0.109375,0.0434782608695652,-0.0121951219512195,0.1071428571428571,0.0841836734693877,-0.0357142857142857,-0.0166666666666666,-0.1428571428571428,-0.1617647058823529,-0.0438829787234042,0.06114744892626804,0.73,0.7192307692307692,0.8697318007662835,0.9428294573643412,0.9716435185185184,0.578125,0.6739130434782609,0.6219512195121951,0.6309523809523809,1.0008503401360545,0.7857142857142857,0.6166666666666667,0.7619047619047619,0.6911764705882353,0.9401595744680852,0.7689899526200559,0.06316196591942935,0.0
White,-0.05,0.0269230769230769,-0.0153256704980842,0.0125968992248062,0.0219907407407407,0.25,-0.0869565217391304,0.0426829268292682,0.0476190476190476,-0.0136054421768707,-0.0357142857142857,-0.025,0.0714285714285714,0.1617647058823529,-0.0345744680851063,0.059745490457422744,0.63,0.6961538461538461,0.6915708812260536,0.7238372093023255,0.7303240740740741,0.5625,0.5652173913043478,0.5792682926829268,0.6428571428571429,0.7738095238095238,0.6964285714285714,0.5916666666666667,0.6666666666666666,0.6617647058823529,0.7845744680851063,0.6664426293426402,0.07156552220757106,0.0
