,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB
Baseline,-0.02,-0.0115384615384615,0.0210727969348659,-0.00484496124031,0.015625,0.0,-0.0326086956521739,0.0121951219512195,-0.0238095238095238,-0.0272108843537414,0.0178571428571428,-0.0083333333333333,0.0,-0.088235294117647,0.0172872340425531,0.02004122998873148,0.2,0.2115384615384615,0.2337164750957854,0.2296511627906976,0.1927083333333333,0.15625,0.3152173913043478,0.1951219512195122,0.238095238095238,0.2295918367346938,0.25,0.2583333333333333,0.3333333333333333,0.2647058823529412,0.2167553191489361,0.23500124788537421,0.0,0.040790522731779626
African,0.02,-0.0307692307692307,0.0268199233716475,-0.000968992248062,0.0416666666666666,-0.015625,-0.0434782608695652,-0.0121951219512195,0.119047619047619,-0.0153061224489795,0.0,-0.05,-0.0476190476190476,-0.088235294117647,-0.026595744680851,0.03588846825270238,0.36,0.3846153846153846,0.3908045977011494,0.3691860465116279,0.3738425925925926,0.421875,0.3695652173913043,0.3536585365853658,0.3809523809523809,0.4030612244897959,0.375,0.3666666666666666,0.4523809523809524,0.3235294117647059,0.4122340425531915,0.38249147028034114,0.030104538738297444,0.0
African American,-0.01,-0.0192307692307692,0.0067049808429118,0.0,0.0179398148148148,-0.015625,-0.0543478260869565,-0.0182926829268292,0.0119047619047619,0.0034013605442176,0.0892857142857142,-0.0333333333333333,0.0357142857142857,-0.0294117647058823,-0.0079787234042553,0.02354473451964879,0.29,0.4653846153846154,0.4185823754789272,0.4302325581395348,0.4450231481481481,0.359375,0.2934782608695652,0.3109756097560975,0.3214285714285714,0.4523809523809524,0.4821428571428571,0.3166666666666666,0.4166666666666667,0.4411764705882353,0.4654255319148936,0.3939292856377154,0.025975380651059518,0.0
Arab,0.03,-0.0307692307692307,-0.0086206896551724,0.0261627906976744,0.0179398148148148,-0.03125,-0.0434782608695652,0.048780487804878,-0.0119047619047619,-0.0136054421768707,0.0446428571428571,-0.0416666666666666,0.0833333333333333,-0.1764705882352941,-0.0132978723404255,0.041461519760769644,0.33,0.3692307692307692,0.4090038314176245,0.375,0.3732638888888889,0.34375,0.391304347826087,0.3536585365853658,0.3928571428571428,0.4030612244897959,0.4732142857142857,0.3583333333333333,0.3214285714285714,0.4705882352941176,0.4122340425531915,0.3851285473079449,0.033248982611953054,0.0
Asian,0.03,-0.0384615384615384,0.0028735632183908,0.0339147286821705,0.0243055555555555,0.0,-0.0217391304347826,0.0426829268292682,-0.0119047619047619,0.0008503401360544,-0.0535714285714285,-0.0083333333333333,0.1071428571428571,-0.0441176470588235,-0.0571808510638297,0.03180524415951962,0.29,0.3846153846153846,0.3898467432950191,0.4001937984496124,0.4085648148148148,0.40625,0.3260869565217391,0.3353658536585366,0.2976190476190476,0.4090136054421768,0.4107142857142857,0.325,0.5119047619047619,0.25,0.4242021276595745,0.3712918253129969,0.034736204889614694,0.0
Black,0.1,-0.0846153846153846,0.0019157088122605,-0.0096899224806201,-0.0121527777777777,0.109375,0.0217391304347826,0.0,0.0595238095238095,0.0280612244897959,0.0982142857142857,0.0333333333333333,0.0476190476190476,-0.0294117647058823,-0.0212765957446808,0.04379519901677737,0.32,0.3846153846153846,0.3295019157088122,0.3527131782945736,0.3096064814814814,0.390625,0.3478260869565217,0.3658536585365853,0.2261904761904762,0.3647959183673469,0.4017857142857143,0.3,0.3095238095238095,0.3235294117647059,0.3563829787234042,0.3388633342965877,0.05509402378496791,0.0
Caucasian,0.01,-0.0615384615384615,0.0086206896551724,0.0155038759689922,-0.0011574074074074,0.078125,-0.0543478260869565,0.0304878048780487,0.0357142857142857,0.016156462585034,0.0535714285714285,0.0166666666666666,0.1785714285714285,-0.0735294117647058,-0.0106382978723404,0.04297526981872855,0.33,0.3846153846153846,0.4454022988505747,0.4282945736434108,0.4641203703703703,0.390625,0.3369565217391304,0.3475609756097561,0.4404761904761904,0.4583333333333333,0.5357142857142857,0.3333333333333333,0.4166666666666667,0.2794117647058823,0.4388297872340425,0.4020226990861574,0.042169896684943246,0.0
European,0.08,-0.0115384615384615,0.0162835249042145,0.0077519379844961,0.0162037037037037,-0.09375,-0.0434782608695652,0.024390243902439,-0.0357142857142857,0.0272108843537414,0.0089285714285714,-0.0166666666666666,0.0,-0.0588235294117647,-0.0279255319148936,0.031244373492853562,0.32,0.3884615384615384,0.3496168582375479,0.3643410852713178,0.3449074074074074,0.25,0.391304347826087,0.3292682926829268,0.2738095238095238,0.391156462585034,0.3839285714285714,0.3333333333333333,0.3333333333333333,0.4411764705882353,0.3816489361702128,0.35175241074233793,0.026199501877683364,0.0
Hispanic,0.09,-0.0307692307692307,0.0172413793103448,0.0,0.0289351851851851,0.09375,-0.0108695652173913,0.0182926829268292,0.0,-0.0144557823129251,0.1071428571428571,-0.0583333333333333,0.0714285714285714,-0.0294117647058823,-0.0359042553191489,0.04043564051011327,0.35,0.4769230769230769,0.4195402298850574,0.4418604651162791,0.4155092592592592,0.4375,0.4673913043478261,0.3475609756097561,0.2857142857142857,0.4549319727891156,0.4642857142857143,0.375,0.3571428571428571,0.2941176470588235,0.4534574468085106,0.402729015662704,0.042139863668618015,0.0
Jewish,-0.01,-0.0576923076923076,-0.0019157088122605,0.0096899224806201,0.0023148148148148,-0.046875,0.0217391304347826,0.0426829268292682,0.1428571428571428,0.032312925170068,-0.0267857142857142,-0.0166666666666666,0.0595238095238095,0.0147058823529411,-0.0186170212765957,0.033625264879799444,0.31,0.4115384615384615,0.4061302681992337,0.4011627906976744,0.3831018518518518,0.390625,0.391304347826087,0.3231707317073171,0.4523809523809524,0.4200680272108844,0.5089285714285714,0.35,0.4166666666666667,0.3382352941176471,0.3803191489361702,0.39224214083743447,0.04774893065015372,0.0
