,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,Atheist_ambig,Christian_ambig,Protestant_ambig,Catholic_ambig,Mormon_ambig,Jewish_ambig,Muslim_ambig,Sikh_ambig,Hindu_ambig,Buddhist_ambig,TB_ambig,PB_ambig,diff_TB_ambig,Atheist_disambig,Christian_disambig,Protestant_disambig,Catholic_disambig,Mormon_disambig,Jewish_disambig,Muslim_disambig,Sikh_disambig,Hindu_disambig,Buddhist_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.0033744010951403,0.0595482546201231,0.05,-0.0533333333333332,0.7933333333333333,0.9433333333333334,0.0,0.0,0.089047619047619,0.0,0.0906666666666666,0.0809523809523809,-0.0141666666666666,0.0755555555555555,0.0169999999999999,0.0,-0.089047619047619,0.0566666666666666,0.5131031746031741,0.0,0.0,0.31,0.2066666666666666,0.31,0.0,0.0,0.31,0.2755555555555555,0.0,-0.3381818181818182,0.2066666666666666,1.957070707070707,0.0,0.0
Atheist,0.0032779097387173,0.0546318289786222,0.0566666666666666,-0.1366666666666666,0.685,0.94,-9.649135642300025e-05,-0.004916425641500903,0.1025,0.0,0.1138888888888889,0.0911111111111111,-0.0273333333333333,0.0911111111111111,0.05125,0.0,-0.1058064516129032,0.0683333333333333,0.651334229390681,0.1382310547875068,0.13823105478750686,0.4355555555555555,0.0,0.49,0.0,0.0,0.49,0.4355555555555555,0.0,-0.5226666666666667,0.0,2.3737777777777778,1.243373737373737,0.4167070707070708
Christian,0.005037037037037,0.0755555555555556,0.0533333333333333,-0.1433333333333333,0.7316666666666667,0.9333333333333332,0.0016626359418966995,0.016007300935432497,0.1025,0.1366666666666667,0.0878571428571429,0.0976190476190476,-0.025625,0.0911111111111111,0.0379629629629629,0.0,-0.108010752688172,0.0683333333333333,0.7556860172384365,0.24820189025430978,0.24258284263526242,0.4355555555555555,0.0,0.49,0.6533333333333333,0.0,0.4355555555555555,0.49,0.0,-0.5048484848484849,0.0,3.009292929292929,1.8788888888888886,1.0522222222222222
Protestant,0.0050150489089541,0.0699774266365689,0.065,-0.14,0.72,0.9283333333333332,0.0016406478138137996,0.010429172016445803,0.1025,0.0683333333333333,0.1138888888888889,0.0976190476190476,-0.031060606060606,0.0911111111111111,0.031060606060606,0.0,-0.0939583333333333,0.0683333333333333,0.6978652597402595,0.18476208513708542,0.18476208513708536,0.49,0.0,0.49,0.6533333333333333,-0.3266666666666666,0.49,0.4355555555555555,0.0,-0.49,0.0,3.3755555555555556,2.2451515151515147,1.4184848484848487
Catholic,0.0043209876543209,0.0648148148148148,0.0566666666666666,-0.1833333333333333,0.7016666666666667,0.9333333333333332,0.0009465865591805995,0.005266560194691697,0.1025,0.1366666666666667,0.123,0.1073809523809524,-0.0227777777777777,0.0911111111111111,0.0124242424242424,0.0,-0.0903763440860215,0.0683333333333333,0.7545704277801051,0.250618768328446,0.24146725317693096,0.49,0.0,0.49,0.6533333333333333,0.0,0.4355555555555555,0.4355555555555555,0.0,-0.5048484848484849,0.0,3.009292929292929,1.8788888888888886,1.0522222222222222
Mormon,0.0019905213270142,0.028436018957346,0.0433333333333333,-0.18,0.69,0.93,-0.0013838797681261002,-0.0311122356627771,0.0835185185185185,0.1366666666666667,0.1138888888888889,0.0956666666666666,0.0525641025641025,0.0911111111111111,0.0124242424242424,0.0,-0.1102150537634408,0.0683333333333333,0.7643885839369708,0.29982845887684584,0.2512854093337967,0.49,0.0,0.6533333333333333,0.0,0.0,0.49,0.4355555555555555,0.0,-0.49,0.0,2.558888888888889,1.4284848484848482,0.6018181818181823
Jewish,0.003301737756714,0.0521327014218009,0.0566666666666666,-0.1566666666666666,0.685,0.9366666666666666,-7.266333842630016e-05,-0.007415553198322197,0.1025,0.0,0.1093333333333333,0.0976190476190476,-0.0341666666666666,0.0911111111111111,0.0205,0.0,-0.0939583333333333,0.0683333333333333,0.6175218253968253,0.10441865079365109,0.1044186507936512,0.49,0.0,0.49,-0.3266666666666666,0.0,0.49,0.49,0.0,-0.3919999999999999,0.0,2.6786666666666665,1.548262626262626,0.7215959595959596
Muslim,0.0032081377151799,0.0469483568075117,0.055,-0.14,0.6866666666666666,0.9316666666666666,-0.0001662633799604002,-0.0125998978126114,0.0987037037037037,0.1366666666666667,0.1093333333333333,0.0683333333333333,-0.0151851851851851,0.0911111111111111,0.0205,0.0,-0.1003645833333333,0.0683333333333333,0.7085312499999998,0.22066617063492083,0.19542807539682572,0.4355555555555555,0.0,0.49,0.1633333333333333,0.0,0.4355555555555555,0.4355555555555555,0.0,-0.4433333333333333,0.3266666666666666,2.7299999999999995,1.186262626262626,0.7729292929292926
Sikh,0.0055582137161084,0.0813397129186603,0.065,-0.1733333333333333,0.6733333333333333,0.9316666666666666,0.0021838126209681,0.021791458298537195,0.1025,0.0341666666666666,0.1138888888888889,0.1025,-0.0427083333333333,0.0911111111111111,0.0379629629629629,0.1366666666666667,-0.0982291666666667,0.0683333333333333,0.8280671296296296,0.3149639550264554,0.31496395502645547,0.4355555555555555,0.0,0.49,-0.3266666666666666,-0.3266666666666666,0.4355555555555555,0.4355555555555555,0.6533333333333333,-0.4523076923076923,0.3266666666666666,3.8823076923076916,2.338570318570318,1.9252369852369846
Hindu,0.0037320574162679,0.0574162679425838,0.0583333333333333,-0.1766666666666667,0.6783333333333333,0.935,0.0003576563211275998,-0.002131986677539298,0.1073809523809524,0.1366666666666667,0.1138888888888889,0.0976190476190476,-0.0683333333333333,0.0911111111111111,0.0136666666666666,0.0,-0.0875520833333333,0.0683333333333333,0.7845520833333333,0.2811066468253971,0.27144890873015914,0.4355555555555555,0.0,0.49,0.0,0.0,0.4355555555555555,0.4355555555555555,0.0,-0.5345454545454545,0.0,2.331212121212121,1.2008080808080803,0.3741414141414141
Buddhist,0.0035714285714285,0.0649350649350648,0.055,-0.1666666666666666,0.6233333333333333,0.945,0.00019702747628820008,0.0053868103149417035,0.1025,0.0,0.123,0.1025,-0.0683333333333333,0.0956666666666666,0.05125,0.0,-0.0961728395061728,0.0683333333333333,0.7077561728395061,0.19465299823633192,0.19465299823633198,0.4355555555555555,0.0,0.49,0.0,0.0,0.49,0.4355555555555555,0.0,-0.5345454545454545,0.3266666666666666,2.7123232323232322,1.1685858585858582,0.7552525252525253
