Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
Atheist,0.07853403141361248,0.012434554973821975,0.016666666666666607,0.058333333333333334,0.8416666666666667,0.5483333333333333
Buddhist,0.1807228915662651,0.023192771084337347,-0.12333333333333335,0.04833333333333333,0.8716666666666667,0.4716666666666667
Catholic,0.09126984126984117,0.04046296296296292,-0.1366666666666666,0.016666666666666663,0.5566666666666666,0.705
Christian,0.088560885608856,0.04531365313653132,0.053333333333333344,0.034999999999999976,0.48833333333333334,0.77
Hindu,0.1063829787234043,0.03457446808510639,-0.06333333333333335,0.061666666666666675,0.675,0.6616666666666666
Jewish,0.07296137339055786,0.027117310443490673,-0.08666666666666667,0.016666666666666663,0.6283333333333333,0.66
Mormon,0.0968992248062015,0.047642118863049074,-0.06333333333333335,0.035,0.5083333333333333,0.725
Muslim,0.044642857142857206,0.01599702380952383,-0.06666666666666665,0.016666666666666663,0.6416666666666667,0.63
Orthodox,0.13027522935779823,0.07816513761467893,0.05666666666666664,0.10666666666666666,0.4,0.7416666666666667
Protestant,0.10370370370370363,0.058419753086419716,0.053333333333333344,0.08499999999999996,0.43666666666666665,0.7433333333333333
Sikh,0.1533477321814254,0.038081353491720635,-0.09999999999999998,0.06333333333333334,0.7516666666666667,0.66
