Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
Atheist,0.09679072979955781,0.018923420034589477,0.01799999999999998,0.05599999999999994,0.7926666666666666,0.5863333333333334
Buddhist,0.12467232051817904,0.02235400925523254,-0.12199999999999997,0.06333333333333328,0.812,0.5543333333333333
Catholic,0.08948471155598094,0.04240386125927614,-0.03666666666666662,0.045999999999999965,0.52,0.7323333333333334
Christian,0.09350933030779902,0.042817822374811576,0.03466666666666662,0.055333333333333276,0.5269999999999999,0.7713333333333334
Hindu,0.09451989417032276,0.042268075310406494,-0.02866666666666668,0.07499999999999998,0.5613333333333334,0.7089999999999999
Jewish,0.0775959826653009,0.029481547001933117,-0.03600000000000002,0.07033333333333328,0.6003333333333334,0.7146666666666667
Mormon,0.10229547770474783,0.045111469188345014,-0.04333333333333332,0.0223333333333333,0.5613333333333334,0.7176666666666667
Muslim,0.08150522853172085,0.029625900851986596,-0.04933333333333326,0.039666666666666614,0.5996666666666667,0.6839999999999999
Orthodox,0.08743742697172985,0.04558306268424328,0.015333333333333301,0.07899999999999993,0.5046666666666667,0.7576666666666667
Protestant,0.09573140136591754,0.0468596927765231,0.012,0.10699999999999998,0.49866666666666665,0.7553333333333333
Sikh,0.11156074664010333,0.03940829596544066,-0.07533333333333332,0.08066666666666662,0.635,0.7036666666666667
