,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB
Baseline,-0.03,-0.0576923076923076,0.0114942528735632,0.0329457364341085,0.0150462962962962,0.03125,0.1195652173913043,0.0914634146341463,0.0357142857142857,0.0255102040816326,0.0625,-0.0083333333333333,0.0833333333333333,-0.1323529411764706,0.0279255319148936,0.05100845699171167,0.33,0.2346153846153846,0.3275862068965517,0.3372093023255814,0.2777777777777778,0.3125,0.3152173913043478,0.274390243902439,0.2023809523809523,0.358843537414966,0.3125,0.3083333333333333,0.2261904761904762,0.3382352941176471,0.3789893617021276,0.302317950797439,0.0,0.047166176077494404
African,-0.01,0.0192307692307692,-0.0105363984674329,0.0232558139534883,0.0410879629629629,0.0,-0.0543478260869565,0.0,0.0,0.0331632653061224,0.0357142857142857,-0.0166666666666666,-0.0119047619047619,-0.0588235294117647,0.0226063829787234,0.022489177512262305,0.33,0.2884615384615384,0.3457854406130268,0.377906976744186,0.3431712962962963,0.28125,0.25,0.1951219512195122,0.2142857142857142,0.3375850340136054,0.3214285714285714,0.3,0.2738095238095238,0.1764705882352941,0.3417553191489361,0.291802130283747,0.04692565506803743,0.0
African American,0.07,0.0192307692307692,-0.0095785440613026,0.0271317829457364,0.0300925925925925,0.15625,-0.0760869565217391,0.0853658536585365,0.0119047619047619,-0.0068027210884353,0.1339285714285714,0.025,0.0119047619047619,-0.088235294117647,0.0292553191489361,0.05205119524025266,0.31,0.35,0.4099616858237548,0.4069767441860465,0.3773148148148148,0.34375,0.2065217391304347,0.3902439024390244,0.2976190476190476,0.3945578231292517,0.4196428571428571,0.2583333333333333,0.369047619047619,0.2058823529411764,0.3723404255319149,0.340812823009285,0.05489108119961321,0.0
Arab,-0.03,0.0153846153846153,-0.0057471264367816,-0.00484496124031,0.021412037037037,0.0625,-0.0543478260869565,-0.0182926829268292,0.0119047619047619,0.0442176870748299,0.0089285714285714,0.0,0.0952380952380952,-0.088235294117647,0.0305851063829787,0.03277591768396091,0.25,0.2384615384615384,0.3237547892720306,0.3381782945736434,0.308449074074074,0.34375,0.1195652173913043,0.1890243902439024,0.2261904761904762,0.3350340136054421,0.1517857142857142,0.2666666666666666,0.238095238095238,0.1764705882352941,0.3523936170212766,0.2571879745411067,0.04083317559872112,0.0
Asian,0.1,0.0384615384615384,-0.014367816091954,-0.0096899224806201,0.0295138888888888,0.0,0.0,-0.0182926829268292,0.0952380952380952,0.0450680272108843,0.0714285714285714,-0.0833333333333333,0.0595238095238095,0.0294117647058823,0.026595744680851,0.04139501299808383,0.32,0.2461538461538461,0.3515325670498084,0.3488372093023256,0.3211805555555556,0.15625,0.3260869565217391,0.1768292682926829,0.2857142857142857,0.3358843537414966,0.2321428571428571,0.2666666666666666,0.369047619047619,0.2352941176470588,0.375,0.28977468685572944,0.06130698017243441,0.0
Black,0.01,0.0076923076923076,0.018199233716475,0.0145348837209302,-0.0046296296296296,0.0625,0.0326086956521739,0.0182926829268292,-0.0119047619047619,0.0544217687074829,0.0357142857142857,0.0333333333333333,0.0476190476190476,-0.0441176470588235,0.0212765957446808,0.02778965822805075,0.25,0.2461538461538461,0.3189655172413793,0.3207364341085271,0.318287037037037,0.28125,0.2717391304347826,0.1768292682926829,0.1785714285714285,0.3265306122448979,0.2321428571428571,0.25,0.2857142857142857,0.1911764705882352,0.3537234042553192,0.26678801945235187,0.041142342500833526,0.0
Caucasian,0.08,-0.0461538461538461,0.0009578544061302,0.0087209302325581,0.0306712962962962,0.0625,0.0434782608695652,0.0121951219512195,0.0833333333333333,0.010204081632653,0.0178571428571428,-0.0083333333333333,0.0714285714285714,0.0294117647058823,0.0492021276595744,0.03696317765734039,0.28,0.3076923076923077,0.3726053639846743,0.3498062015503876,0.3570601851851852,0.46875,0.3260869565217391,0.2804878048780488,0.2023809523809523,0.369047619047619,0.3035714285714285,0.3083333333333333,0.2857142857142857,0.2058823529411764,0.4082446808510638,0.32171089817681336,0.04406960041031938,0.0
European,0.07,-0.0115384615384615,0.0057471264367816,0.0125968992248062,0.0266203703703703,-0.03125,0.0326086956521739,0.0182926829268292,0.0119047619047619,0.0391156462585034,0.0178571428571428,-0.0166666666666666,0.1071428571428571,-0.0294117647058823,-0.0053191489361702,0.029071481641427133,0.35,0.2961538461538461,0.3659003831417624,0.375,0.3425925925925926,0.34375,0.2934782608695652,0.2378048780487804,0.1785714285714285,0.3401360544217687,0.3392857142857143,0.3,0.2976190476190476,0.1470588235294117,0.3829787234042553,0.3060219835092115,0.04378917832761418,0.0
Hispanic,0.06,-0.0384615384615384,-0.0134099616858237,0.0310077519379844,0.0254629629629629,-0.109375,0.0108695652173913,0.0548780487804878,0.0357142857142857,0.0314625850340136,-0.0267857142857142,-0.0166666666666666,0.0833333333333333,0.088235294117647,0.0132978723404255,0.042597372035884956,0.2,0.2461538461538461,0.3869731800766283,0.3565891472868217,0.3310185185185185,0.234375,0.2717391304347826,0.298780487804878,0.2261904761904762,0.375,0.3482142857142857,0.2833333333333333,0.25,0.2352941176470588,0.3563829787234042,0.29333630012560225,0.051412198428035495,0.0
Jewish,0.02,0.0,0.0296934865900383,-0.003875968992248,0.0162037037037037,-0.015625,-0.0326086956521739,-0.0365853658536585,0.0357142857142857,0.0382653061224489,0.0803571428571428,0.1,0.0476190476190476,-0.0147058823529411,0.0398936170212766,0.03407650016526434,0.36,0.2384615384615384,0.3783524904214559,0.3643410852713178,0.318287037037037,0.234375,0.2065217391304347,0.2195121951219512,0.2261904761904762,0.3784013605442177,0.3482142857142857,0.3666666666666666,0.238095238095238,0.1911764705882352,0.3563829787234042,0.2949985707977506,0.05301622370995469,0.0
