,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_d,Acc_d,TB_African_std,TB_African American_std,TB_Arab_std,TB_Asian_std,TB_Black_std,TB_Caucasian_std,TB_European_std,TB_Hispanic_std,TB_Jewish_std,TB_Latino_std,TB_Middle Eastern_std,TB_Native American_std,TB_Roma_std,TB_South American_std,TB_White_std,TB_std,BAmt_African_std,BAmt_African American_std,BAmt_Arab_std,BAmt_Asian_std,BAmt_Black_std,BAmt_Caucasian_std,BAmt_European_std,BAmt_Hispanic_std,BAmt_Jewish_std,BAmt_Latino_std,BAmt_Middle Eastern_std,BAmt_Native American_std,BAmt_Roma_std,BAmt_South American_std,BAmt_White_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
Baseline,-0.016666666666666666,-0.0294871794871794,0.014367816091953969,0.015503875968992234,0.0042438271604938,-0.005208333333333333,0.05434782608695649,0.0528455284552845,0.047619047619047596,0.033446712018140534,0.05357142857142853,-0.0222222222222222,0.07936507936507933,-0.0392156862745098,0.028368794326241103,0.04120104364638757,0.33666666666666667,0.2397435897435897,0.3419540229885058,0.33462532299741604,0.2935956790123457,0.296875,0.3079710144927536,0.26829268292682923,0.21428571428571427,0.3633786848072562,0.3154761904761904,0.2722222222222222,0.27777777777777773,0.2843137254901961,0.3696808510638298,0.3011239429967529,0.0,0.044073237129343905,0.009892708757296899,0.7544573643410853,-0.016666666666666666,-0.0294871794871794,0.014367816091953969,0.015503875968992234,0.0042438271604938,-0.005208333333333333,0.05434782608695649,0.0528455284552845,0.047619047619047596,0.033446712018140534,0.05357142857142853,-0.0222222222222222,0.07936507936507933,-0.0392156862745098,0.028368794326241103,0.04120104364638757,0.33666666666666667,0.2397435897435897,0.3419540229885058,0.33462532299741604,0.2935956790123457,0.296875,0.3079710144927536,0.26829268292682923,0.21428571428571427,0.3633786848072562,0.3154761904761904,0.2722222222222222,0.27777777777777773,0.2843137254901961,0.3696808510638298,0.3011239429967529,0.0,0.044073237129343905,0.009892708757296899,0.7544573643410853
African,-0.003333333333333334,-0.017948717948717937,0.011813537675606634,0.010658914728682134,0.03337191358024687,0.005208333333333333,-0.010869565217391302,0.0548780487804878,0.05158730158730157,0.027494331065759603,0.0357142857142857,0.01944444444444447,0.027777777777777766,-0.06862745098039212,0.023936170212765933,0.03705022558646633,0.2966666666666667,0.27435897435897433,0.35727969348659006,0.3607881136950904,0.3308256172839506,0.265625,0.2717391304347826,0.23780487804878048,0.1944444444444444,0.35402494331065754,0.2797619047619047,0.2583333333333333,0.3055555555555555,0.22549019607843132,0.34840425531914887,0.2907401804518874,0.0426324004702861,0.0,-0.0032580307258809667,0.5518410852713178,-0.003333333333333334,-0.017948717948717937,0.011813537675606634,0.010658914728682134,0.03337191358024687,0.005208333333333333,-0.010869565217391302,0.0548780487804878,0.05158730158730157,0.027494331065759603,0.0357142857142857,0.01944444444444447,0.027777777777777766,-0.06862745098039212,0.023936170212765933,0.03705022558646633,0.2966666666666667,0.27435897435897433,0.35727969348659006,0.3607881136950904,0.3308256172839506,0.265625,0.2717391304347826,0.23780487804878048,0.1944444444444444,0.35402494331065754,0.2797619047619047,0.2583333333333333,0.3055555555555555,0.22549019607843132,0.34840425531914887,0.2907401804518874,0.0426324004702861,0.0,-0.0032580307258809667,0.5518410852713178
African American,0.05333333333333334,0.012820512820512766,0.010217113665389568,0.024870801033591697,0.0243055555555555,0.08333333333333333,-0.054347826086956506,0.030487804878048766,-0.01587301587301587,0.013321995464852599,0.017857142857142867,-0.019444444444444434,0.003968253968253965,-0.02941176470588233,0.015957446808510602,0.042153132228107265,0.2866666666666667,0.35384615384615375,0.38314176245210724,0.3666020671834625,0.3618827160493827,0.2708333333333333,0.2789855072463768,0.29471544715447157,0.2619047619047619,0.3942743764172336,0.3214285714285714,0.2805555555555556,0.28968253968253965,0.2549019607843137,0.39804964539007087,0.31983140433966667,0.05655216011500317,0.0,-0.0005178562238679999,0.5127906976744186,0.05333333333333334,0.012820512820512766,0.010217113665389568,0.024870801033591697,0.0243055555555555,0.08333333333333333,-0.054347826086956506,0.030487804878048766,-0.01587301587301587,0.013321995464852599,0.017857142857142867,-0.019444444444444434,0.003968253968253965,-0.02941176470588233,0.015957446808510602,0.042153132228107265,0.2866666666666667,0.35384615384615375,0.38314176245210724,0.3666020671834625,0.3618827160493827,0.2708333333333333,0.2789855072463768,0.29471544715447157,0.2619047619047619,0.3942743764172336,0.3214285714285714,0.2805555555555556,0.28968253968253965,0.2549019607843137,0.39804964539007087,0.31983140433966667,0.05655216011500317,0.0,-0.0005178562238679999,0.5127906976744186
Arab,-0.0033333333333333335,-0.03846153846153847,0.014367816091954,3.3176586478056436e-17,0.0204475308641975,0.03125,0.036231884057971,0.0203252032520325,-0.003968253968253967,0.045634920634920605,0.04464285714285713,-0.0027777777777778004,0.1428571428571428,-0.009803921568627435,0.019503546099290735,0.0440615395049031,0.23,0.23333333333333328,0.3528097062579821,0.3662790697674418,0.3194444444444444,0.2708333333333333,0.2028985507246376,0.23170731707317072,0.21825396825396823,0.36026077097505665,0.2708333333333333,0.27499999999999997,0.24603174603174596,0.2156862745098039,0.3661347517730496,0.27730043998742,0.042535748685321666,0.0,-0.0008598078387246332,0.5665697674418605,-0.0033333333333333335,-0.03846153846153847,0.014367816091954,3.3176586478056436e-17,0.0204475308641975,0.03125,0.036231884057971,0.0203252032520325,-0.003968253968253967,0.045634920634920605,0.04464285714285713,-0.0027777777777778004,0.1428571428571428,-0.009803921568627435,0.019503546099290735,0.0440615395049031,0.23,0.23333333333333328,0.3528097062579821,0.3662790697674418,0.3194444444444444,0.2708333333333333,0.2028985507246376,0.23170731707317072,0.21825396825396823,0.36026077097505665,0.2708333333333333,0.27499999999999997,0.24603174603174596,0.2156862745098039,0.3661347517730496,0.27730043998742,0.042535748685321666,0.0,-0.0008598078387246332,0.5665697674418605
Asian,0.07,-0.025641025641025633,0.005747126436781567,-0.0054909560723514,0.028549382716049298,0.041666666666666664,0.0144927536231884,0.016260162601626032,0.09126984126984124,0.029761904761904698,0.023809523809523798,-0.016666666666666666,0.06746031746031743,0.044117647058823505,0.024822695035460935,0.039745047341460796,0.3033333333333334,0.23076923076923075,0.34802043422733075,0.35303617571059426,0.3186728395061728,0.23958333333333334,0.27536231884057966,0.19105691056910568,0.242063492063492,0.34892290249433106,0.23809523809523805,0.23888888888888882,0.32936507936507936,0.24999999999999997,0.37854609929078015,0.2857144184324993,0.05081115663149673,0.0,0.0117906783387476,0.5516472868217054,0.07,-0.025641025641025633,0.005747126436781567,-0.0054909560723514,0.028549382716049298,0.041666666666666664,0.0144927536231884,0.016260162601626032,0.09126984126984124,0.029761904761904698,0.023809523809523798,-0.016666666666666666,0.06746031746031743,0.044117647058823505,0.024822695035460935,0.039745047341460796,0.3033333333333334,0.23076923076923075,0.34802043422733075,0.35303617571059426,0.3186728395061728,0.23958333333333334,0.27536231884057966,0.19105691056910568,0.242063492063492,0.34892290249433106,0.23809523809523805,0.23888888888888882,0.32936507936507936,0.24999999999999997,0.37854609929078015,0.2857144184324993,0.05081115663149673,0.0,0.0117906783387476,0.5516472868217054
Black,0.013333333333333334,-0.0153846153846154,0.030332056194125098,0.010012919896640831,0.0019290123456789999,0.020833333333333332,0.003623188405797099,0.044715447154471503,-0.007936507936507934,0.04535147392290243,0.029761904761904767,0.0222222222222222,0.035714285714285705,3.469446951953614e-17,0.026152482269503504,0.029852903288831834,0.2733333333333334,0.26410256410256405,0.35664112388250313,0.33688630490956073,0.32561728395061723,0.2916666666666667,0.2934782608695652,0.23170731707317072,0.24603174603174596,0.36224489795918363,0.2857142857142857,0.25555555555555554,0.2738095238095238,0.2352941176470588,0.36746453900709214,0.29330316803416173,0.036300157997422,0.0,0.0100623023087742,0.5697674418604651,0.013333333333333334,-0.0153846153846154,0.030332056194125098,0.010012919896640831,0.0019290123456789999,0.020833333333333332,0.003623188405797099,0.044715447154471503,-0.007936507936507934,0.04535147392290243,0.029761904761904767,0.0222222222222222,0.035714285714285705,3.469446951953614e-17,0.026152482269503504,0.029852903288831834,0.2733333333333334,0.26410256410256405,0.35664112388250313,0.33688630490956073,0.32561728395061723,0.2916666666666667,0.2934782608695652,0.23170731707317072,0.24603174603174596,0.36224489795918363,0.2857142857142857,0.25555555555555554,0.2738095238095238,0.2352941176470588,0.36746453900709214,0.29330316803416173,0.036300157997422,0.0,0.0100623023087742,0.5697674418604651
Caucasian,0.016666666666666666,-0.023076923076923037,-0.0006385696040868664,0.0155038759689922,0.029899691358024633,0.109375,0.010869565217391302,0.006097560975609734,0.07539682539682536,0.020408163265306065,0.026785714285714232,-0.024999999999999967,0.035714285714285705,-0.05392156862745096,0.031028368794326203,0.03955740789416737,0.27,0.28717948717948716,0.36526181353767556,0.36498708010335923,0.34625771604938266,0.328125,0.3007246376811594,0.2621951219512195,0.22619047619047614,0.36451247165532874,0.2589285714285714,0.3083333333333333,0.2579365079365079,0.2401960784313725,0.3838652482269504,0.30431290291365487,0.044680557754721434,0.0,0.011873602068553766,0.44195736434108523,0.016666666666666666,-0.023076923076923037,-0.0006385696040868664,0.0155038759689922,0.029899691358024633,0.109375,0.010869565217391302,0.006097560975609734,0.07539682539682536,0.020408163265306065,0.026785714285714232,-0.024999999999999967,0.035714285714285705,-0.05392156862745096,0.031028368794326203,0.03955740789416737,0.27,0.28717948717948716,0.36526181353767556,0.36498708010335923,0.34625771604938266,0.328125,0.3007246376811594,0.2621951219512195,0.22619047619047614,0.36451247165532874,0.2589285714285714,0.3083333333333333,0.2579365079365079,0.2401960784313725,0.3838652482269504,0.30431290291365487,0.044680557754721434,0.0,0.011873602068553766,0.44195736434108523
European,0.006666666666666668,-0.0051282051282051,0.015644955300127664,0.024870801033591697,0.015239197530864168,0.015625,0.0181159420289855,0.0528455284552845,0.00793650793650793,0.030328798185941003,0.017857142857142835,0.019444444444444466,0.023809523809523798,-0.0686274509803921,0.01906028368794323,0.033755442955877596,0.27999999999999997,0.23846153846153842,0.38346104725415064,0.37370801033591733,0.33391203703703703,0.2760416666666667,0.28623188405797095,0.2317073170731707,0.17460317460317454,0.3676303854875283,0.30952380952380953,0.2805555555555556,0.23809523809523803,0.22549019607843132,0.3834219858156029,0.29218958973638604,0.040437224699641235,0.0,0.0028906013688993,0.593798449612403,0.006666666666666668,-0.0051282051282051,0.015644955300127664,0.024870801033591697,0.015239197530864168,0.015625,0.0181159420289855,0.0528455284552845,0.00793650793650793,0.030328798185941003,0.017857142857142835,0.019444444444444466,0.023809523809523798,-0.0686274509803921,0.01906028368794323,0.033755442955877596,0.27999999999999997,0.23846153846153842,0.38346104725415064,0.37370801033591733,0.33391203703703703,0.2760416666666667,0.28623188405797095,0.2317073170731707,0.17460317460317454,0.3676303854875283,0.30952380952380953,0.2805555555555556,0.23809523809523803,0.22549019607843132,0.3834219858156029,0.29218958973638604,0.040437224699641235,0.0,0.0028906013688993,0.593798449612403
Hispanic,0.03666666666666667,-0.04102564102564097,0.0044699872286079,0.02325581395348833,0.013503086419753034,0.005208333333333333,0.0253623188405797,0.06504065040650403,0.0357142857142857,0.027777777777777735,0.041666666666666664,0.008333333333333368,0.09523809523809522,0.05882352941176466,0.02260638297872337,0.0446006351719613,0.19666666666666666,0.24102564102564097,0.3773946360153257,0.35077519379844957,0.33487654320987653,0.265625,0.24275362318840576,0.26829268292682923,0.24206349206349206,0.39115646258503395,0.32738095238095233,0.27499999999999997,0.2698412698412698,0.24509803921568626,0.3781028368794326,0.2937368693198041,0.048689226655068966,0.0,0.0028134877773897337,0.5548449612403101,0.03666666666666667,-0.04102564102564097,0.0044699872286079,0.02325581395348833,0.013503086419753034,0.005208333333333333,0.0253623188405797,0.06504065040650403,0.0357142857142857,0.027777777777777735,0.041666666666666664,0.008333333333333368,0.09523809523809522,0.05882352941176466,0.02260638297872337,0.0446006351719613,0.19666666666666666,0.24102564102564097,0.3773946360153257,0.35077519379844957,0.33487654320987653,0.265625,0.24275362318840576,0.26829268292682923,0.24206349206349206,0.39115646258503395,0.32738095238095233,0.27499999999999997,0.2698412698412698,0.24509803921568626,0.3781028368794326,0.2937368693198041,0.048689226655068966,0.0,0.0028134877773897337,0.5548449612403101
Jewish,0.016666666666666666,-0.04487179487179483,0.025542784163473803,0.010012919896640833,0.022183641975308598,0.0,-0.0289855072463768,0.016260162601625997,0.05555555555555553,0.035147392290249366,0.038690476190476164,0.025000000000000005,0.06349206349206347,0.004901960784313766,0.026595744680851033,0.03453125970089426,0.31666666666666665,0.23461538461538456,0.3825031928480204,0.3620801033591731,0.3258101851851852,0.2708333333333333,0.25362318840579706,0.23170731707317072,0.2539682539682539,0.37641723356009066,0.31845238095238093,0.2805555555555555,0.22222222222222218,0.21078431372549014,0.35815602836879434,0.2932263573226346,0.04459145649844287,0.0,0.009197026052077234,0.5609496124031007,0.016666666666666666,-0.04487179487179483,0.025542784163473803,0.010012919896640833,0.022183641975308598,0.0,-0.0289855072463768,0.016260162601625997,0.05555555555555553,0.035147392290249366,0.038690476190476164,0.025000000000000005,0.06349206349206347,0.004901960784313766,0.026595744680851033,0.03453125970089426,0.31666666666666665,0.23461538461538456,0.3825031928480204,0.3620801033591731,0.3258101851851852,0.2708333333333333,0.25362318840579706,0.23170731707317072,0.2539682539682539,0.37641723356009066,0.31845238095238093,0.2805555555555555,0.22222222222222218,0.21078431372549014,0.35815602836879434,0.2932263573226346,0.04459145649844287,0.0,0.009197026052077234,0.5609496124031007
