,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB
Baseline,-0.06,0.05,0.0067049808429118,0.0164728682170542,0.0300925925925925,0.0625,0.0,-0.0365853658536585,0.1309523809523809,0.0501700680272108,0.0892857142857142,-0.0166666666666666,0.0595238095238095,0.1470588235294117,0.0811170212765957,0.055808686117867094,0.54,0.5576923076923077,1.0162835249042146,1.1153100775193798,1.0729166666666667,0.40625,0.6521739130434783,0.2804878048780488,0.4166666666666667,1.0297619047619049,0.4107142857142857,0.5333333333333333,0.4642857142857143,0.5882352941176471,1.0492021276595744,0.6755542414162148,0.0,0.06332687467175353
African,0.13,0.1076923076923077,0.0555555555555555,0.0116279069767441,0.0480324074074074,0.0625,-0.0434782608695652,-0.0365853658536585,0.0595238095238095,-0.0119047619047619,-0.0892857142857142,-0.05,0.0714285714285714,0.0588235294117647,-0.0106382978723404,0.05647176591881337,0.49,0.5076923076923077,0.5651340996168582,0.6317829457364341,0.6660879629629629,0.25,0.3043478260869565,0.2682926829268293,0.2261904761904762,0.5969387755102041,0.3571428571428571,0.3,0.3095238095238095,0.2647058823529412,0.6037234042553191,0.42277086866653035,0.0600072971844195,0.0
African American,0.09,0.023076923076923,0.0335249042145593,-0.000968992248062,0.011574074074074,0.140625,-0.2282608695652173,0.0121951219512195,-0.0476190476190476,0.0756802721088435,0.0,0.0416666666666666,0.1547619047619047,-0.0441176470588235,-0.0239361702127659,0.06186717290387379,0.41,0.4846153846153846,0.6044061302681992,0.6017441860465116,0.6550925925925926,0.421875,0.3369565217391304,0.1341463414634146,0.3571428571428571,0.5671768707482994,0.4464285714285714,0.3083333333333333,0.3928571428571428,0.1323529411764706,0.648936170212766,0.43347093624164484,0.08920254494908365,0.0
Arab,0.09,0.0038461538461538,0.0507662835249042,0.0281007751937984,0.0081018518518518,0.125,-0.0217391304347826,0.1219512195121951,0.0238095238095238,0.042517006802721,-0.0178571428571428,-0.0166666666666666,-0.0714285714285714,0.1029411764705882,0.1063829787234042,0.055407232074820255,0.35,0.3884615384615384,0.8247126436781609,0.7005813953488372,0.7708333333333334,0.3125,0.3695652173913043,0.3170731707317073,0.2857142857142857,0.7091836734693877,0.4821428571428571,0.4166666666666667,0.4523809523809524,0.3382352941176471,0.723404255319149,0.49609701891705515,0.0625922848881451,0.0
Asian,0.03,-0.0346153846153846,0.0086206896551724,0.0746124031007751,0.0549768518518518,0.03125,0.0217391304347826,0.0,0.1785714285714285,0.0204081632653061,-0.1607142857142857,0.0583333333333333,0.0,-0.1323529411764706,0.0305851063829787,0.05578531454011796,0.35,0.4653846153846154,0.6657088122605364,0.7781007751937985,0.7158564814814815,0.3125,0.4130434782608695,0.2439024390243902,0.4166666666666667,0.608843537414966,0.5,0.3083333333333333,0.3571428571428571,0.3382352941176471,0.6529255319148937,0.47510958814640364,0.07606518835755516,0.0
Black,0.0,0.0807692307692307,0.0296934865900383,-0.0271317829457364,0.0451388888888888,0.046875,-0.0652173913043478,-0.0304878048780487,0.0714285714285714,0.0620748299319727,-0.0625,0.0333333333333333,0.0833333333333333,0.0147058823529411,0.0638297872340425,0.04776795486603234,0.38,0.5653846153846154,0.75,0.8662790697674418,0.9201388888888888,0.546875,0.3695652173913043,0.3231707317073171,0.3809523809523809,0.7695578231292517,0.2946428571428571,0.3666666666666666,0.4404761904761904,0.3088235294117647,0.8191489361702128,0.5401121271392595,0.04706750806654899,0.0
Caucasian,-0.09,0.0192307692307692,-0.0114942528735632,0.0203488372093023,-0.0162037037037037,0.109375,0.1739130434782608,-0.0121951219512195,0.1547619047619047,0.0212585034013605,-0.0089285714285714,-0.0166666666666666,0.0595238095238095,0.0,0.0531914893617021,0.05113944490605558,0.31,0.4576923076923077,0.5919540229885057,0.6094961240310077,0.5983796296296297,0.609375,0.4347826086956521,0.3170731707317073,0.4642857142857143,0.5739795918367347,0.4910714285714285,0.4166666666666667,0.4166666666666667,0.5,0.6462765957446809,0.49584663516938016,0.046682583116594324,0.0
European,-0.06,0.0115384615384615,0.0852490421455938,0.0329457364341085,0.0254629629629629,-0.0625,0.1847826086956521,0.024390243902439,0.0238095238095238,0.0552721088435374,-0.0089285714285714,-0.025,0.0714285714285714,-0.0147058823529411,0.0425531914893617,0.048571127002114974,0.32,0.3192307692307692,0.6752873563218391,0.7732558139534884,0.7337962962962963,0.15625,0.5978260869565217,0.2317073170731707,0.3333333333333333,0.7134353741496599,0.2232142857142857,0.3416666666666667,0.3809523809523809,0.3676470588235294,0.800531914893617,0.46454231029103715,0.06265947537625369,0.0
Hispanic,-0.11,0.0653846153846153,0.0335249042145593,0.0222868217054263,0.0098379629629629,0.046875,0.0652173913043478,0.1707317073170731,-0.0238095238095238,0.0909863945578231,-0.0803571428571428,-0.0833333333333333,-0.0833333333333333,0.0441176470588235,0.0319148936170212,0.06411404476373238,0.35,0.3961538461538461,0.592911877394636,0.6773255813953488,0.6383101851851852,0.296875,0.3478260869565217,0.3902439024390244,0.238095238095238,0.66921768707483,0.2767857142857143,0.35,0.2261904761904762,0.3970588235294117,0.6462765957446809,0.4328847342963275,0.075554719229246,0.0
Jewish,-0.08,0.023076923076923,0.0249042145593869,0.0116279069767441,0.005787037037037,0.015625,-0.108695652173913,-0.0792682926829268,0.2976190476190476,0.0442176870748299,0.1428571428571428,-0.1083333333333333,0.0119047619047619,0.0147058823529411,0.0279255319148936,0.06643656090425873,0.28,0.3076923076923077,0.6226053639846744,0.622093023255814,0.6111111111111112,0.390625,0.4130434782608695,0.2378048780487804,0.4880952380952381,0.5561224489795918,0.4821428571428571,0.325,0.25,0.2794117647058823,0.5917553191489362,0.4305001860284042,0.056236468496864145,0.0
