,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0,-0.0038461538461538,0.0105363984674329,0.0067829457364341,0.0034722222222222,0.015625,0.0326086956521739,0.0304878048780487,0.0238095238095238,0.0297619047619047,0.0267857142857142,-0.0166666666666666,0.0833333333333333,0.0294117647058823,0.0252659574468085,0.022559605720819935,0.12,0.0884615384615384,0.1178160919540229,0.1133720930232558,0.0960648148148148,0.078125,0.1195652173913043,0.0792682926829268,0.0714285714285714,0.1284013605442177,0.0803571428571428,0.0833333333333333,0.1071428571428571,0.0588235294117647,0.1210106382978723,0.09754469875624149,0.0,0.01851153974099679,0.0335329341317365,0.752906976744186
African,0.0,-0.0192307692307692,0.028735632183908,0.0164728682170542,0.0283564814814814,0.03125,-0.0108695652173913,0.048780487804878,0.0357142857142857,0.0289115646258503,0.0446428571428571,0.0583333333333333,0.0833333333333333,-0.0441176470588235,0.0279255319148936,0.033778290483923924,0.1,0.1038461538461538,0.1226053639846743,0.1211240310077519,0.1163194444444444,0.09375,0.0978260869565217,0.073170731707317,0.0357142857142857,0.1258503401360544,0.0625,0.0916666666666666,0.1071428571428571,0.1029411764705882,0.1103723404255319,0.09765529856685648,0.021823680384540956,0.0,-0.0095770151636073,0.5
African American,0.04,0.0,0.0076628352490421,0.0135658914728682,0.0121527777777777,0.03125,0.0,0.0121951219512195,-0.0119047619047619,0.0280612244897959,0.0089285714285714,-0.0166666666666666,0.0357142857142857,-0.0441176470588235,0.014627659574468,0.018456496219218698,0.1,0.1384615384615384,0.1283524904214559,0.1085271317829457,0.1221064814814814,0.0625,0.108695652173913,0.0975609756097561,0.0595238095238095,0.125,0.0267857142857142,0.1,0.0595238095238095,0.0735294117647058,0.1476063829787234,0.09721155986719018,0.02105123086901123,0.0,0.00295483326298,0.45
Arab,0.0,0.0076923076923076,0.0220306513409961,0.0087209302325581,0.0150462962962962,-0.015625,0.0869565217391304,0.0304878048780487,0.0119047619047619,0.0408163265306122,0.0535714285714285,0.0333333333333333,0.0833333333333333,0.0294117647058823,0.026595744680851,0.03103508034930264,0.04,0.0692307692307692,0.1312260536398467,0.1366279069767441,0.1087962962962963,0.046875,0.108695652173913,0.0548780487804878,0.0595238095238095,0.1224489795918367,0.125,0.1,0.0833333333333333,0.088235294117647,0.1090425531914893,0.09226091312374486,0.014881152284160346,0.0,0.0167847817978366,0.5526162790697674
Asian,0.04,-0.023076923076923,0.0134099616858237,0.0155038759689922,0.0219907407407407,0.03125,0.0217391304347826,0.0365853658536585,0.0357142857142857,0.0212585034013605,0.0089285714285714,0.0083333333333333,0.0714285714285714,0.0,0.0239361702127659,0.024877028885320594,0.1,0.1,0.1187739463601532,0.1182170542635659,0.099537037037037,0.125,0.1304347826086956,0.0609756097560975,0.0833333333333333,0.1147959183673469,0.0625,0.075,0.0952380952380952,0.1470588235294117,0.1356382978723404,0.10443352655773844,0.015189835157358219,0.0,0.0233281493001555,0.5261627906976745
Black,0.02,-0.0192307692307692,0.0229885057471264,0.002906976744186,0.0133101851851851,0.015625,-0.0108695652173913,0.0121951219512195,0.0119047619047619,0.0348639455782312,0.0535714285714285,0.0166666666666666,0.0714285714285714,0.0294117647058823,0.026595744680851,0.024104600507484693,0.1,0.0807692307692307,0.1302681992337164,0.1230620155038759,0.1140046296296296,0.078125,0.0978260869565217,0.073170731707317,0.1071428571428571,0.125,0.0892857142857142,0.1,0.1666666666666666,0.0588235294117647,0.1303191489361702,0.10496425401623094,0.014245466526323641,0.0,0.0232886379675369,0.5880813953488372
Caucasian,-0.01,0.0076923076923076,0.0134099616858237,0.0155038759689922,0.0150462962962962,0.046875,-0.0217391304347826,0.024390243902439,0.0595238095238095,0.0314625850340136,0.0446428571428571,0.0083333333333333,0.0595238095238095,-0.0588235294117647,0.0305851063829787,0.029836789755547176,0.09,0.0923076923076923,0.132183908045977,0.1240310077519379,0.1180555555555555,0.109375,0.1304347826086956,0.0975609756097561,0.0833333333333333,0.135204081632653,0.0625,0.125,0.0833333333333333,0.1176470588235294,0.1263297872340425,0.10848643441576705,0.02226923278886193,0.0,0.0081374321880651,0.4
European,0.01,0.0115384615384615,0.0191570881226053,0.0174418604651162,0.021412037037037,0.046875,0.0217391304347826,0.0304878048780487,0.0,0.032312925170068,0.0357142857142857,-0.0083333333333333,0.0238095238095238,-0.0588235294117647,0.0319148936170212,0.024637324902136534,0.09,0.073076923076923,0.1340996168582375,0.1201550387596899,0.1186342592592592,0.078125,0.1304347826086956,0.0426829268292682,0.0476190476190476,0.1326530612244898,0.0892857142857142,0.1083333333333333,0.0714285714285714,0.1176470588235294,0.1196808510638298,0.09825707901137261,0.02018360590612913,0.0,-0.0029218407596786,0.561046511627907
Hispanic,0.06,0.0,0.0105363984674329,0.0155038759689922,0.0104166666666666,0.0625,0.0108695652173913,0.024390243902439,0.0119047619047619,0.0229591836734693,0.0714285714285714,0.025,0.0357142857142857,0.0,0.0239361702127659,0.025677314877118416,0.08,0.0846153846153846,0.1178160919540229,0.1104651162790697,0.1134259259259259,0.09375,0.0760869565217391,0.0975609756097561,0.0833333333333333,0.135204081632653,0.0892857142857142,0.0916666666666666,0.0833333333333333,0.088235294117647,0.1303191489361702,0.09833986821409438,0.022506721753016146,0.0,0.0035813768404298,0.5008720930232559
Jewish,0.02,-0.0115384615384615,0.0134099616858237,0.0087209302325581,0.0179398148148148,0.015625,0.0,0.0304878048780487,0.0238095238095238,0.0229591836734693,0.0267857142857142,0.0166666666666666,0.0595238095238095,-0.0147058823529411,0.0332446808510638,0.021027828954193008,0.12,0.0807692307692307,0.1302681992337164,0.1114341085271317,0.1116898148148148,0.109375,0.1304347826086956,0.0914634146341463,0.0952380952380952,0.1284013605442177,0.0982142857142857,0.1166666666666666,0.0833333333333333,0.0735294117647058,0.1156914893617021,0.10643394621404947,0.013041472823064008,0.0,0.0260252365930599,0.5063953488372093
