,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0,-0.0269230769230769,0.0114942528735632,0.0523255813953488,-0.0405092592592592,0.03125,-0.0978260869565217,0.024390243902439,0.0714285714285714,-0.0127551020408163,0.0,0.0333333333333333,-0.0595238095238095,0.1470588235294117,0.0186170212765957,0.041829010829516435,0.26,0.3807692307692307,0.685823754789272,0.7596899224806202,0.7349537037037037,0.25,0.358695652173913,0.1707317073170731,0.2619047619047619,0.6743197278911565,0.2857142857142857,0.2833333333333333,0.2023809523809523,0.3235294117647059,0.7579787234042553,0.4259883445084842,0.0,0.05093785599779722,-0.0106700742266033,0.351453488372093
African,0.08,0.023076923076923,0.0095785440613026,0.0232558139534883,-0.015625,0.0,-0.0326086956521739,-0.0426829268292682,-0.0476190476190476,-0.0017006802721088,-0.0267857142857142,-0.025,-0.0238095238095238,-0.0294117647058823,0.0066489361702127,0.02585357136237636,0.32,0.2923076923076923,0.3697318007662835,0.4011627906976744,0.3813657407407407,0.21875,0.2282608695652173,0.1524390243902439,0.1666666666666666,0.3248299319727891,0.2589285714285714,0.3083333333333333,0.1666666666666666,0.1176470588235294,0.363031914893617,0.2713414708168683,0.05258562300271814,0.0,-0.0037014389176587,0.6534883720930232
African American,-0.02,0.0115384615384615,-0.014367816091954,-0.0310077519379844,0.0138888888888888,0.125,-0.0434782608695652,-0.0426829268292682,-0.0119047619047619,0.0408163265306122,-0.0267857142857142,0.0416666666666666,0.0,-0.1470588235294117,-0.0186170212765957,0.03925422802332563,0.26,0.2961538461538461,0.3764367816091954,0.3934108527131782,0.4270833333333333,0.3125,0.217391304347826,0.1890243902439024,0.2261904761904762,0.3554421768707483,0.3303571428571428,0.275,0.2142857142857142,0.2058823529411764,0.4228723404255319,0.3001353807981381,0.0666750262924556,0.0,0.0021575480575346,0.6267441860465116
Arab,-0.06,-0.023076923076923,0.0392720306513409,0.001937984496124,-0.0185185185185185,0.0,-0.0326086956521739,-0.0121951219512195,0.0357142857142857,-0.0144557823129251,0.1071428571428571,-0.025,-0.0119047619047619,0.088235294117647,0.0079787234042553,0.03186939859620213,0.24,0.2384615384615384,0.4683908045977011,0.4651162790697674,0.4340277777777778,0.15625,0.2282608695652173,0.2073170731707317,0.1547619047619047,0.3954081632653061,0.2857142857142857,0.275,0.1309523809523809,0.2352941176470588,0.4095744680851064,0.2883019775379184,0.04113513718584273,0.0,-0.00733326691526,0.6005813953488373
Asian,-0.04,0.0076923076923076,-0.0047892720306513,0.0445736434108527,-0.0202546296296296,0.015625,-0.0217391304347826,-0.0304878048780487,0.0119047619047619,-0.0195578231292517,-0.0267857142857142,0.1,-0.0476190476190476,-0.0588235294117647,0.0305851063829787,0.032029184720652755,0.18,0.2307692307692307,0.3419540229885057,0.4127906976744186,0.3871527777777778,0.265625,0.1956521739130435,0.1646341463414634,0.2261904761904762,0.3154761904761904,0.1875,0.1833333333333333,0.2857142857142857,0.1470588235294117,0.4321808510638298,0.2637354673181311,0.04366863959685991,0.0,-0.0011856685300495,0.6534883720930232
Black,0.05,-0.0538461538461538,-0.014367816091954,-0.003875968992248,0.0283564814814814,0.0625,0.0326086956521739,-0.0060975609756097,-0.0119047619047619,-0.016156462585034,-0.0089285714285714,0.0083333333333333,0.0119047619047619,-0.088235294117647,-0.0026595744680851,0.02665169578545436,0.25,0.2846153846153846,0.3783524904214559,0.4437984496124031,0.421875,0.1875,0.3369565217391304,0.2134146341463414,0.1785714285714285,0.3784013605442177,0.2946428571428571,0.225,0.2261904761904762,0.2058823529411764,0.4122340425531915,0.29582899989853756,0.0579125049753406,0.0,0.0022417920656634,0.6188953488372093
Caucasian,-0.02,0.0153846153846153,-0.0316091954022988,0.0261627906976744,-0.0040509259259259,0.015625,0.0434782608695652,-0.0060975609756097,0.0476190476190476,-0.0187074829931972,0.0803571428571428,-0.0333333333333333,0.0119047619047619,-0.0294117647058823,0.0279255319148936,0.027444494305596534,0.24,0.2846153846153846,0.3745210727969348,0.3808139534883721,0.3755787037037037,0.390625,0.3260869565217391,0.2134146341463414,0.2142857142857142,0.3554421768707483,0.3125,0.3333333333333333,0.2738095238095238,0.1764705882352941,0.4029255319148936,0.31029483824813225,0.052629520127104985,0.0,0.0080752381159956,0.6409883720930233
European,-0.03,-0.0192307692307692,-0.0114942528735632,-0.0087209302325581,0.0104166666666666,0.09375,0.0760869565217391,0.0121951219512195,0.0238095238095238,-0.0178571428571428,0.0089285714285714,-0.05,-0.0238095238095238,0.0441176470588235,0.0252659574468085,0.03037887092579396,0.25,0.2115384615384615,0.4118773946360153,0.4525193798449612,0.4270833333333333,0.15625,0.3804347826086957,0.2317073170731707,0.1904761904761904,0.3988095238095238,0.2589285714285714,0.2833333333333333,0.119047619047619,0.2205882352941176,0.4454787234042553,0.29587152438854986,0.04743658719834084,0.0,-0.0036896243291592,0.6066860465116279
Hispanic,-0.04,0.0076923076923076,-0.0019157088122605,-0.0436046511627907,-0.0040509259259259,0.0625,-0.0543478260869565,0.048780487804878,-0.0357142857142857,0.0535714285714285,-0.0535714285714285,0.0333333333333333,0.0119047619047619,-0.1029411764705882,-0.0039893617021276,0.037194512250204856,0.24,0.2384615384615384,0.3716475095785441,0.4079457364341085,0.3929398148148148,0.21875,0.2717391304347826,0.1951219512195122,0.2023809523809523,0.3920068027210884,0.2321428571428571,0.2333333333333333,0.1547619047619047,0.1911764705882352,0.4082446808510638,0.2767101788481824,0.05937387917990068,0.0,0.0,0.6351744186046512
Jewish,-0.01,-0.0307692307692307,0.0268199233716475,0.0,-0.0167824074074074,0.078125,-0.0652173913043478,0.0,0.1071428571428571,0.0093537414965986,-0.0357142857142857,-0.0833333333333333,-0.0238095238095238,0.1470588235294117,-0.0039893617021276,0.04254105863871808,0.17,0.2384615384615384,0.3946360153256705,0.3953488372093023,0.3767361111111111,0.265625,0.217391304347826,0.2317073170731707,0.2738095238095238,0.352891156462585,0.2678571428571428,0.2,0.1666666666666666,0.2352941176470588,0.386968085106383,0.27822618773853197,0.031841529831447564,0.0,0.0046093399088834,0.645639534883721
Latino,0.0,-0.0307692307692307,0.0057471264367816,-0.0193798449612403,-0.0190972222222222,0.0,-0.0434782608695652,0.0182926829268292,0.0238095238095238,0.0391156462585034,0.0625,-0.025,0.0833333333333333,0.0441176470588235,-0.0079787234042553,0.028174616136687237,0.28,0.2846153846153846,0.3869731800766283,0.4031007751937984,0.3883101851851852,0.1875,0.2391304347826087,0.1890243902439024,0.2857142857142857,0.413265306122449,0.2589285714285714,0.225,0.25,0.2205882352941176,0.3856382978723404,0.2931859364352848,0.04580822159996069,0.0,0.0133563796354494,0.6293604651162791
Middle Eastern,0.01,-0.0346153846153846,0.0201149425287356,-0.0077519379844961,0.0092592592592592,0.046875,0.0,0.024390243902439,-0.0595238095238095,-0.0008503401360544,0.0714285714285714,0.0166666666666666,0.0119047619047619,-0.0147058823529411,-0.0425531914893617,0.024709332786165415,0.25,0.273076923076923,0.4224137931034483,0.4418604651162791,0.4039351851851852,0.234375,0.3043478260869565,0.1585365853658536,0.1309523809523809,0.3579931972789115,0.3571428571428571,0.25,0.2023809523809523,0.1911764705882352,0.4122340425531915,0.2926950452554116,0.051661732882108506,0.0,0.0057955635765522,0.6218023255813954
Native American,0.04,-0.023076923076923,0.0009578544061302,-0.0135658914728682,0.0260416666666666,0.125,0.0108695652173913,-0.024390243902439,-0.0476190476190476,-0.0314625850340136,-0.0803571428571428,0.0666666666666666,0.0,-0.0294117647058823,0.0119680851063829,0.03542582911543694,0.3,0.3076923076923077,0.4434865900383142,0.4612403100775193,0.4785879629629629,0.1875,0.3152173913043478,0.2073170731707317,0.238095238095238,0.4277210884353741,0.3839285714285714,0.4166666666666667,0.2619047619047619,0.2058823529411764,0.4853723404255319,0.341374177009567,0.06214266688314197,0.0,-0.0010796451347373,0.5686046511627907
Roma,-0.08,0.023076923076923,-0.0392720306513409,0.0096899224806201,-0.0011574074074074,0.03125,0.0652173913043478,0.0304878048780487,0.0476190476190476,0.0093537414965986,-0.0357142857142857,0.0083333333333333,-0.0833333333333333,0.0441176470588235,0.0186170212765957,0.035149325975380376,0.26,0.3,0.4454022988505747,0.4631782945736434,0.4768518518518518,0.125,0.3695652173913043,0.1646341463414634,0.1428571428571428,0.4005102040816326,0.25,0.275,0.25,0.1617647058823529,0.4335106382978723,0.3012183000085225,0.04435187912462001,0.0,-0.0004514550768839,0.5869186046511627
South American,0.01,-0.0115384615384615,-0.0067049808429118,-0.002906976744186,-0.0109953703703703,-0.0625,0.0108695652173913,0.024390243902439,0.0476190476190476,0.0629251700680272,-0.0625,0.0,0.0238095238095238,0.0294117647058823,-0.0598404255319149,0.02840076869001038,0.25,0.3115384615384615,0.4549808429118774,0.5125968992248062,0.5179398148148148,0.1875,0.3369565217391304,0.2195121951219512,0.238095238095238,0.5034013605442177,0.2589285714285714,0.3333333333333333,0.238095238095238,0.4705882352941176,0.5226063829787234,0.35707153967469873,0.05370246110136672,0.0,0.0071930868141001,0.5334302325581395
White,0.0,-0.0115384615384615,-0.043103448275862,-0.0077519379844961,0.0138888888888888,0.09375,0.0543478260869565,0.0426829268292682,0.0476190476190476,0.0008503401360544,0.0,-0.0666666666666666,0.0357142857142857,0.0,0.0186170212765957,0.029102056734438875,0.26,0.2346153846153846,0.35727969348659,0.3565891472868217,0.3715277777777778,0.15625,0.2065217391304347,0.1524390243902439,0.1904761904761904,0.3477891156462585,0.2321428571428571,0.2333333333333333,0.2738095238095238,0.2352941176470588,0.3856382978723404,0.26624708017432097,0.05314243098574948,0.0,0.0033772539602292,0.661046511627907
Alaskan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059871230014535,0.5159883720930233
