,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,Atheist_polarity_amb,Christian_polarity_amb,Protestant_polarity_amb,Catholic_polarity_amb,Mormon_polarity_amb,Jewish_polarity_amb,Muslim_polarity_amb,Sikh_polarity_amb,Hindu_polarity_amb,Buddhist_polarity_amb,TB_polarity_amb,PB_polarity_amb,Atheist_polarity_dis,Christian_polarity_dis,Protestant_polarity_dis,Catholic_polarity_dis,Mormon_polarity_dis,Jewish_polarity_dis,Muslim_polarity_dis,Sikh_polarity_dis,Hindu_polarity_dis,Buddhist_polarity_dis,TB_polarity_dis,PB_polarity_dis,Atheist_amount_amb,Christian_amount_amb,Protestant_amount_amb,Catholic_amount_amb,Mormon_amount_amb,Jewish_amount_amb,Muslim_amount_amb,Sikh_amount_amb,Hindu_amount_amb,Buddhist_amount_amb,TB_amount_amb,PB_amount_amb,Atheist_amount_dis,Christian_amount_dis,Protestant_amount_dis,Catholic_amount_dis,Mormon_amount_dis,Jewish_amount_dis,Muslim_amount_dis,Sikh_amount_dis,Hindu_amount_dis,Buddhist_amount_dis,TB_amount_dis,PB_amount_dis
Baseline,0.027743569385404,0.0938739006946511,0.0719999999999999,0.0633333333333332,0.7046666666666667,0.8416666666666666,0.0,0.0,0.0652777777777777,0.0961538461538461,0.1249999999999999,0.0606060606060605,-0.0166666666666666,0.0485714285714285,0.0195121951219511,0.2472222222222222,-0.3196969696969697,0.1928571428571428,0.11915643096740651,0.0,0.0208333333333333,0.0051282051282051,0.0638888888888888,0.0469696969696969,-0.0515151515151514,0.0385714285714285,-1.7347234759768072e-19,0.0805555555555555,-0.0863636363636363,0.0642857142857142,0.045811161061160996,0.0,0.3569444444444444,0.3833333333333333,0.386111111111111,0.6212121212121212,0.7984848484848485,0.1657142857142856,0.2902439024390243,0.425,0.653030303030303,0.3142857142857142,0.4394360064055185,0.0,0.1430555555555555,0.082051282051282,0.1305555555555555,0.0984848484848484,0.1666666666666666,0.1585714285714285,0.0707317073170731,0.1361111111111111,0.2015151515151514,0.0999999999999999,0.1287743306828672,0.0
Atheist,0.0189234200345894,0.0967907297995578,0.0559999999999999,0.0179999999999999,0.7926666666666666,0.5863333333333334,-0.008820149350814599,0.002916829104906704,0.1430555555555555,0.0,0.0944444444444444,-0.0151515151515151,-0.1045454545454544,0.0099999999999999,0.0365853658536585,0.1249999999999999,-0.1787878787878787,0.1142857142857142,0.08218559286242207,0.07654708841294207,0.0749999999999999,0.0051282051282051,0.0555555555555554,0.0515151515151514,-0.0439393939393939,0.0185714285714285,0.0158536585365853,0.0416666666666665,-0.056060606060606,0.0321428571428571,0.03954335231164491,0.02118096469925737,0.3569444444444444,0.2666666666666666,0.3277777777777778,0.3151515151515151,0.4863636363636363,0.1528571428571428,0.2121951219512194,0.2583333333333333,0.4818181818181817,0.2214285714285714,0.3079536391792489,0.13148236722626966,0.2333333333333333,0.1128205128205127,0.1222222222222222,0.109090909090909,0.1893939393939393,0.1699999999999999,0.0865853658536585,0.1361111111111111,0.1924242424242424,0.1321428571428571,0.14841244933927858,0.023122967141259814
Christian,0.0427685357340852,0.093509330307799,0.0553333333333332,0.0346666666666666,0.5273333333333333,0.7713333333333334,0.0150249663486812,-0.0003645703868521005,-0.1069444444444444,0.3564102564102563,0.111111111111111,0.2606060606060606,-0.0393939393939394,0.1457142857142856,-0.0158536585365853,0.1388888888888889,-0.296969696969697,0.1357142857142857,0.16076066277895543,0.09898069680996506,0.0138888888888888,0.0769230769230768,0.0444444444444444,0.0378787878787878,-0.0530303030303029,0.0128571428571428,0.0097560975609756,0.0749999999999999,-0.059090909090909,0.0499999999999999,0.04328696506745278,0.019137420167907964,0.5930555555555556,0.9333333333333332,0.65,0.9666666666666666,0.9363636363636364,0.4285714285714285,0.4939024390243902,0.5222222222222223,0.8212121212121213,0.6214285714285714,0.6966755974377927,0.257239591032274,0.1777777777777777,0.1923076923076922,0.1888888888888888,0.1166666666666666,0.2136363636363635,0.2014285714285714,0.1463414634146341,0.1638888888888888,0.256060606060606,0.1071428571428571,0.1764139776212946,0.04763964693842743
Protestant,0.0467748333460154,0.0957314013659175,0.1069999999999999,0.012,0.4996666666666666,0.7553333333333333,0.0190312639606114,0.0018575006712664016,-0.0847222222222221,0.2243589743589743,0.5194444444444445,0.0999999999999999,0.0015151515151515,0.0642857142857142,-0.0463414634146341,0.1527777777777777,-0.2939393939393939,0.075,0.1562385141958312,0.10498524375353642,0.0055555555555555,0.0743589743589742,0.1138888888888888,0.0636363636363635,-0.0484848484848484,0.0199999999999999,-0.0097560975609756,0.0222222222222222,-0.0742424242424242,0.0178571428571428,0.045000251780739506,0.029941615972103746,0.6513888888888889,0.9884615384615384,0.9472222222222224,0.8242424242424242,0.9742424242424242,0.4642857142857142,0.5560975609756098,0.5972222222222222,0.8606060606060606,0.6107142857142857,0.7474483341861392,0.3080123277806205,0.1944444444444444,0.2153846153846153,0.2416666666666666,0.1575757575757575,0.2242424242424242,0.2685714285714285,0.1463414634146341,0.1555555555555555,0.2348484848484848,0.1535714285714285,0.19922022692754393,0.07044589624467675
Catholic,0.0424038612592761,0.0894847115559809,0.0459999999999999,-0.0366666666666666,0.52,0.7323333333333334,0.014660291873872102,-0.004389189138670202,-0.1430555555555555,0.2205128205128204,0.0749999999999999,0.5575757575757575,-0.0318181818181818,0.1142857142857142,0.0439024390243902,0.0666666666666666,-0.3,0.0821428571428571,0.1634959992581943,0.12958848603970557,0.0041666666666666,0.0666666666666666,0.0111111111111111,0.0924242424242424,-0.062121212121212,0.0185714285714285,-0.0024390243902439,0.05,-0.0848484848484848,0.0392857142857142,0.043163455108577005,0.026655324350446284,0.6013888888888889,0.823076923076923,0.6805555555555556,1.1727272727272726,0.8984848484848487,0.4342857142857143,0.5195121951219512,0.5166666666666667,0.806060606060606,0.6607142857142857,0.7113472956582713,0.27191128925275276,0.1958333333333333,0.1923076923076922,0.1999999999999999,0.1863636363636363,0.2196969696969696,0.2242857142857142,0.1365853658536585,0.1777777777777777,0.2424242424242423,0.1321428571428571,0.1907417589185881,0.06196742823572092
Mormon,0.0449294292536811,0.1022954777047478,0.0223333333333333,-0.0433333333333333,0.5630000000000001,0.7176666666666667,0.017185859868277097,0.0084215770100967,-0.1374999999999999,0.1102564102564102,0.0666666666666666,0.2545454545454545,0.4,0.1442857142857142,0.0219512195121951,0.0333333333333333,-0.2984848484848484,0.0928571428571428,0.1559880789941765,0.1319074056025276,0.0180555555555555,0.0025641025641025,0.0416666666666666,0.0181818181818181,-0.0106060606060606,0.0242857142857142,0.0036585365853658,0.0666666666666666,-0.0499999999999999,0.0392857142857142,0.027497083539766397,0.01904578483846776,0.5736111111111112,0.6641025641025641,0.6055555555555555,0.7393939393939394,1.2121212121212122,0.3785714285714285,0.4439024390243903,0.4833333333333334,0.8045454545454547,0.5785714285714285,0.6483708466330417,0.2089348402275232,0.2041666666666666,0.1512820512820512,0.1916666666666666,0.1484848484848484,0.2772727272727273,0.2185714285714285,0.1621951219512195,0.1499999999999999,0.2590909090909091,0.1892857142857142,0.19520161342722314,0.06642728274435593
Jewish,0.0293171682795497,0.0775959826653009,0.0703333333333332,-0.036,0.6023333333333334,0.7146666666666667,0.001573598894145701,-0.01627791802935019,-0.0472222222222222,0.064102564102564,0.1638888888888889,0.1954545454545454,-0.1015151515151514,0.2914285714285713,0.0158536585365853,0.1388888888888888,-0.2333333333333333,0.1964285714285713,0.1448116395799322,0.08479212183480478,0.0124999999999999,0.0153846153846153,0.0527777777777777,0.0499999999999999,-0.056060606060606,0.047142857142857,-1.7694179454963428e-17,0.0555555555555555,-0.0545454545454544,0.0678571428571428,0.04118240093240085,0.010623765123765134,0.525,0.4717948717948717,0.5361111111111111,0.7227272727272727,0.8166666666666667,0.6285714285714286,0.4304878048780488,0.4888888888888888,0.7454545454545454,0.5821428571428571,0.594784544723569,0.15534853831805054,0.1569444444444444,0.1128205128205127,0.1527777777777777,0.1287878787878787,0.2318181818181817,0.2242857142857142,0.1121951219512194,0.1333333333333333,0.2212121212121212,0.1892857142857142,0.16634608007168974,0.038127304944378104
Muslim,0.0294924516669434,0.0815052285317208,0.0396666666666666,-0.0493333333333332,0.601,0.6839999999999999,0.0017488822815393996,-0.012368672162930291,-0.075,-0.0102564102564102,0.0805555555555555,0.1575757575757575,-0.0833333333333333,0.0899999999999999,0.325609756097561,0.2527777777777777,-0.2469696969696969,0.1535714285714285,0.14756497161375207,0.09198635172415662,0.0388888888888888,0.032051282051282,0.0638888888888888,0.0409090909090908,-0.0606060606060605,0.0257142857142856,0.0743902439024389,0.0249999999999999,-0.103030303030303,0.0071428571428571,0.04716219011340954,0.02767426137548088,0.4805555555555555,0.4846153846153845,0.4805555555555555,0.6606060606060606,0.762121212121212,0.3757142857142856,0.7304878048780488,0.5305555555555556,0.85,0.5035714285714286,0.5858782843173087,0.1537150051845174,0.1694444444444444,0.1397435897435897,0.1583333333333333,0.1166666666666666,0.206060606060606,0.1571428571428571,0.1841463414634146,0.1694444444444444,0.2636363636363636,0.157142857142857,0.1721761504078577,0.04368753401070476
Sikh,0.0392057916581638,0.1115607466401033,0.0806666666666666,-0.0753333333333333,0.6366666666666667,0.7036666666666667,0.011462222272759798,0.01768684594545221,-0.0277777777777777,0.0179487179487179,0.0999999999999999,0.0893939393939393,-0.0969696969696969,0.0714285714285713,0.1170731707317072,0.6611111111111111,-0.2424242424242423,0.2392857142857142,0.16634129420714777,0.09633598989086792,0.0013888888888888,0.0205128205128204,0.0749999999999999,0.0424242424242424,-0.0696969696969696,0.0199999999999999,0.0060975609756097,0.1166666666666666,-0.0803030303030302,0.0035714285714285,0.0435661608039656,0.019622243610048478,0.4638888888888889,0.423076923076923,0.4777777777777777,0.6257575757575757,0.7818181818181819,0.3,0.4195121951219511,0.8444444444444444,0.7484848484848485,0.5464285714285715,0.5631189406799163,0.12701626760773105,0.1708333333333333,0.1205128205128204,0.175,0.115151515151515,0.2333333333333333,0.1942857142857142,0.1280487804878048,0.1833333333333333,0.2439393939393938,0.1392857142857142,0.17037239386629627,0.04159806318342903
Hindu,0.0422482171543781,0.0945198941703227,0.0749999999999999,-0.0286666666666666,0.5616666666666666,0.7089999999999999,0.014504647768974099,0.0006459934756715968,-0.1263888888888888,0.0282051282051281,0.0944444444444444,0.1136363636363636,-0.0575757575757575,0.0828571428571428,0.023170731707317,0.2638888888888889,0.1499999999999999,0.1857142857142856,0.11258816319182166,0.09155610784879077,0.0041666666666666,0.0282051282051281,0.0416666666666666,0.0666666666666666,-0.0515151515151514,-0.0185714285714285,0.0048780487804878,0.0388888888888888,-0.0499999999999999,0.0749999999999999,0.03795586459610842,0.023242827633071523,0.5625,0.517948717948718,0.5277777777777778,0.7227272727272727,0.8303030303030303,0.3885714285714285,0.5231707317073171,0.5638888888888889,1.2560606060606063,0.6714285714285715,0.656437702541361,0.21700169613584258,0.1736111111111111,0.141025641025641,0.1638888888888888,0.1151515151515151,0.1939393939393939,0.1928571428571428,0.124390243902439,0.1444444444444444,0.3045454545454545,0.1678571428571428,0.17217109787231732,0.04339676718945014
