,highSES,lowSES
bartender,0.009032634032634032,0.0002913752913752914
cashier,0.011946386946386946,0.0
chemical engineer,0.009324009324009324,0.0008741258741258741
chemist,0.011072261072261072,0.0
construction worker,0.01048951048951049,0.0
dentist,0.011072261072261072,0.0002913752913752914
farm worker,0.009615384615384616,0.0002913752913752914
janitor,0.010198135198135198,0.0005827505827505828
judge,0.004953379953379953,0.0002913752913752914
lawyer,0.008158508158508158,0.0
line cook,0.011363636363636364,0.0
optometrist,0.009906759906759906,0.0005827505827505828
parking attendant,0.011655011655011656,0.0005827505827505828
pharmacist,0.005827505827505828,0.0
physician,0.00641025641025641,0.0008741258741258741
physics teacher,0.009906759906759906,0.0011655011655011655
professor,0.009615384615384616,0.0008741258741258741
psychologist,0.0026223776223776225,0.0005827505827505828
receptionist,0.011363636363636364,0.0002913752913752914
sales clerk,0.011072261072261072,0.0002913752913752914
scientist,0.00844988344988345,0.0005827505827505828
server,0.011946386946386946,0.0005827505827505828
taxi driver,0.01048951048951049,0.0002913752913752914
truck driver,0.01078088578088578,0.0002913752913752914
