,highSES,lowSES
bartender,0.0002913752913752914,0.0002913752913752914
cashier,0.0,0.0
chemical engineer,0.0,0.0
chemist,0.0,0.0
construction worker,0.0,0.0
dentist,0.0,0.0
farm worker,0.0,0.0002913752913752914
janitor,0.0002913752913752914,0.0
judge,0.0002913752913752914,0.0
lawyer,0.0,0.0002913752913752914
line cook,0.0,0.0002913752913752914
optometrist,0.0002913752913752914,0.0
parking attendant,0.0,0.0008741258741258741
pharmacist,0.0,0.0
physician,0.0,0.0
physics teacher,0.0002913752913752914,0.0
professor,0.0,0.0008741258741258741
psychologist,0.0002913752913752914,0.0
receptionist,0.0,0.0
sales clerk,0.0,0.0002913752913752914
scientist,0.0,0.0
server,0.0,0.0
taxi driver,0.0,0.0
truck driver,0.0002913752913752914,0.0
