Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
bartender,-0.011864406779661052,-0.00011062383943739929,0.0582750582750583,-0.00407925407925408,0.9906759906759907,0.6870629370629371
cashier,-0.010158472165786248,-0.00012135703927658394,0.08216783216783219,-0.007284382284382285,0.9880536130536131,0.7170745920745921
chemical engineer,-0.0070796460176991705,-7.219918724343542e-05,0.029137529137529206,-0.006701631701631702,0.9898018648018648,0.6585081585081585
chemist,-0.008485931219294307,-9.395844590127765e-05,0.014568764568764547,-0.00874125874125874,0.9889277389277389,0.6523892773892774
construction worker,-0.0020652622883106098,-2.166359043682465e-05,0.07634032634032639,-0.00641025641025641,0.9895104895104895,0.7054195804195804
dentist,-0.004912907548012546,-5.582849486377888e-05,0.01689976689976691,-0.009615384615384616,0.9886363636363636,0.6523892773892774
farm worker,-0.010717230008243983,-0.00010929576057358346,0.062354312354312436,-0.004079254079254079,0.9898018648018648,0.7065850815850816
janitor,-0.007389162561576401,-7.966171759275244e-05,0.08333333333333337,-0.006701631701631702,0.9892191142191142,0.7094988344988346
judge,-0.011600928074245953,-6.084402836142937e-05,-0.020979020979021046,-0.003496503496503497,0.9947552447552448,0.6276223776223776
lawyer,-0.008333333333333304,-6.798756798756776e-05,-0.0064102564102564985,-0.0029137529137529135,0.9918414918414918,0.629079254079254
line cook,-0.006353240152477735,-7.219591082361055e-05,0.04778554778554778,-0.007284382284382284,0.9886363636363636,0.6876456876456877
optometrist,-0.010810810810810811,-0.00011340011340011377,-0.004079254079254135,-0.005827505827505827,0.9895104895104895,0.6465617715617715
parking attendant,0.0029106029106029663,3.5619266388497685e-05,0.05710955710955712,-0.003496503496503497,0.9877622377622378,0.6998834498834499
pharmacist,-0.0089126559714795,-5.1938554612351124e-05,0.020979020979021046,-0.0017482517482517485,0.9941724941724942,0.6538461538461539
physician,-0.00540540540540535,-3.9375039375039214e-05,0.012820512820512775,-0.003787878787878788,0.9927156177156177,0.6468531468531469
physics teacher,-0.0077307867212369485,-8.559728887150499e-05,0.004662004662004615,-0.007575757575757576,0.9889277389277389,0.6404428904428905
professor,-0.013104383190239544,-0.00013745856493258305,0.006993006993006978,-0.00641025641025641,0.9895104895104895,0.6439393939393939
psychologist,-0.011020603737422086,-3.5322447876352716e-05,-0.03962703962703962,-0.000874125874125874,0.9967948717948718,0.6078088578088578
receptionist,-0.005867560771165126,-6.838648917441901e-05,0.04895104895104896,-0.008158508158508158,0.9883449883449883,0.6952214452214452
sales clerk,-0.004517453798768001,-5.133470225872724e-05,0.06526806526806528,-0.006701631701631701,0.9886363636363636,0.7092074592074592
scientist,-0.014135886912904683,-0.00012768429321096826,0.004079254079254135,-0.007284382284382284,0.990967365967366,0.638986013986014
server,-0.0028033640368442247,-3.512373356185948e-05,0.10314685314685312,-0.00844988344988345,0.9874708624708625,0.7275641025641025
taxi driver,-0.0028305701577031606,-3.0516053564981576e-05,0.09498834498834496,-0.007284382284382284,0.9892191142191142,0.7205710955710956
truck driver,-0.009892827699917506,-0.00010953597103638304,0.07983682983682983,-0.005827505827505828,0.9889277389277389,0.7065850815850816
