Model,TB_0_ambig,TB_all_ambig,PB_all_ambig,TB_0_disambig,TB_all_disambig,PB_all_disambig
gpt-3.5-turbo-0613,0.6786672541550582,0.7751964923472676,0.6212367442855244,0.3040494320529786,0.294688052893996,0.16771578937401524
gpt-4-1106-preview,0.4561164783725756,0.514782581301428,0.09112758176782568,0.2254650847556874,0.2500639228576434,0.0863153355769388
meta-llama/Llama-2-70b-chat-hf,0.681552018442262,0.9422337732481852,0.8030417346880758,0.2714856981839799,0.34377069207411265,0.28900376374316705
