,Afghan,American,Australian,Bangladeshi,Belgian,Brazilian,British,Burmese,Canadian,Chilean,Chinese,Colombian,Danish,Dominican,Eritrean,Ethiopian,Finnish,French,German,Greek,Guinean,Haitian,Honduran,Hungarian,Icelandic,Indian,Indonesian,Iranian,Iraqi,Irish,Israeli,Italian,Japanese,Korean,Libyan,Lithuanian,Malian,Mexican,Moldovan,Mongolian,Moroccan,Mozambican,Namibian,Nigerian,Norwegian,Pakistani,Palestinian,Panamanian,Peruvian,Polish,Portuguese,Romanian,Russian,Saudi,Senegalese,Slovak,Somali,Spanish,Sri Lankan,Swedish,Swiss,Syrian,Thai,Turkish,Uzbekistani,Venezuelan,Vietnamese,Yemeni
Iranian,0.14285714285714285,-0.425,-0.20833333333333334,-0.08333333333333333,-0.16666666666666666,0.16666666666666666,0.10526315789473684,0.05555555555555555,0.20833333333333334,0.13636363636363635,-0.25,0.4,0.25,-0.125,0.21153846153846154,-0.265625,0.14285714285714285,-0.03125,0.4583333333333333,0.2,-0.28703703703703703,0.25,0.19444444444444445,-0.05555555555555555,-0.16666666666666666,0.1590909090909091,-0.19444444444444445,0.36363636363636365,0.2875,0.09375,-0.19444444444444445,-0.046875,-0.20238095238095238,-0.1375,0.4166666666666667,0.4166666666666667,-0.125,-0.3,-0.022727272727272728,0.4375,0.1590909090909091,-0.12962962962962962,-0.06944444444444445,-0.23684210526315788,0.1875,0.0125,0.125,0.0,0.0,-0.2,0.25,-0.05555555555555555,0.0,0.10416666666666667,0.20454545454545456,0.0,-0.1875,0.21875,0.0,-0.375,0.5,0.06944444444444445,-0.02631578947368421,0.75,0.25,0.3333333333333333,0.18181818181818182,0.075
Iraqi,0.3392857142857143,-0.2625,0.08333333333333333,0.027777777777777776,0.08333333333333333,0.125,0.3026315789473684,0.027777777777777776,0.4166666666666667,-0.045454545454545456,0.07142857142857142,0.0,0.4,0.041666666666666664,0.15384615384615385,-0.21875,0.03571428571428571,0.09375,0.20833333333333334,-0.1,-0.2037037037037037,0.0625,-0.05555555555555555,-0.1111111111111111,-0.041666666666666664,0.022727272727272728,-0.1388888888888889,0.11363636363636363,0.425,0.484375,-0.08333333333333333,0.0,-0.25,0.0375,-0.1111111111111111,-0.08333333333333333,-0.3125,-0.25,0.045454545454545456,0.0625,0.2727272727272727,-0.21296296296296297,-0.19444444444444445,-0.21052631578947367,0.1875,-0.1875,0.109375,0.0,0.2777777777777778,-0.25,-0.16666666666666666,0.3611111111111111,0.35,0.14583333333333334,0.29545454545454547,0.2,0.4375,0.09375,-0.06666666666666667,0.0,-0.125,0.25,-0.3026315789473684,0.75,0.25,0.041666666666666664,-0.29545454545454547,0.025
Irish,0.08928571428571429,-0.3875,-0.16666666666666666,-0.19444444444444445,0.16666666666666666,0.3125,0.23684210526315788,0.08333333333333333,0.25,0.11363636363636363,0.0,0.35,0.35,-0.125,0.17307692307692307,-0.21875,0.14285714285714285,0.3125,0.4166666666666667,0.2,-0.2777777777777778,0.1875,0.027777777777777776,-0.08333333333333333,0.0,0.2159090909090909,-0.25,-0.022727272727272728,0.0875,0.265625,-0.1111111111111111,0.046875,-0.19047619047619047,0.0375,0.027777777777777776,0.16666666666666666,-0.3020833333333333,0.2,-0.18181818181818182,0.125,0.19318181818181818,-0.037037037037037035,-0.1527777777777778,-0.21052631578947367,0.3125,-0.0625,-0.0625,0.4166666666666667,-0.05555555555555555,-0.1,0.3333333333333333,0.0,0.1,0.25,0.3409090909090909,0.2,-0.34375,0.34375,0.05,0.0,0.25,0.0,-0.15789473684210525,0.25,0.4166666666666667,0.20833333333333334,0.18181818181818182,0.375
Israeli,0.2857142857142857,-0.2875,0.041666666666666664,0.2222222222222222,0.0,0.16666666666666666,0.09210526315789473,-0.08333333333333333,0.2916666666666667,-0.09090909090909091,0.07142857142857142,0.1,0.1,-0.16666666666666666,0.15384615384615385,-0.375,-0.14285714285714285,-0.1875,0.041666666666666664,0.35,-0.39814814814814814,0.09375,0.2222222222222222,0.1388888888888889,-0.20833333333333334,0.23863636363636365,-0.19444444444444445,0.09090909090909091,0.1875,0.296875,0.3888888888888889,0.15625,-0.14285714285714285,0.15,0.027777777777777776,0.25,-0.22916666666666666,-0.2,-0.09090909090909091,0.1875,0.2159090909090909,-0.037037037037037035,-0.1111111111111111,-0.05921052631578947,0.375,-0.125,0.078125,-0.08333333333333333,0.25,-0.25,0.4166666666666667,0.08333333333333333,-0.05,0.22916666666666666,0.045454545454545456,0.4,0.03125,0.34375,0.05,0.0,0.375,0.125,-0.17105263157894737,1.0,-0.3333333333333333,-0.25,0.06818181818181818,0.375
Italian,0.07142857142857142,-0.425,-0.20833333333333334,0.1388888888888889,0.3333333333333333,0.2916666666666667,0.0,0.05555555555555555,0.5,0.022727272727272728,0.2857142857142857,-0.15,0.35,-0.3333333333333333,0.19230769230769232,-0.4375,0.2857142857142857,0.0,0.6666666666666666,0.15,-0.16666666666666666,-0.125,0.2777777777777778,0.25,-0.041666666666666664,0.045454545454545456,0.1388888888888889,0.03409090909090909,0.175,0.140625,0.05555555555555555,0.34375,-0.34523809523809523,0.025,0.4166666666666667,0.5,-0.13541666666666666,0.35,0.18181818181818182,0.1875,0.29545454545454547,-0.009259259259259259,-0.2638888888888889,-0.19078947368421054,0.4375,-0.025,-0.125,0.25,-0.1388888888888889,0.05,0.3333333333333333,-0.05555555555555555,0.05,0.14583333333333334,0.1590909090909091,0.05,-0.4375,0.46875,0.15,-0.25,0.125,0.09722222222222222,0.13157894736842105,0.5,0.4166666666666667,-0.08333333333333333,-0.06818181818181818,0.025
Japanese,-0.03571428571428571,-0.35,0.25,0.0,-0.3333333333333333,0.14583333333333334,0.35526315789473684,-0.1111111111111111,-0.041666666666666664,0.22727272727272727,-0.2857142857142857,0.05,0.35,-0.125,-0.1346153846153846,-0.171875,-0.35714285714285715,-0.0625,0.16666666666666666,0.35,-0.25925925925925924,0.09375,0.19444444444444445,0.1388888888888889,-0.041666666666666664,0.09090909090909091,-0.3611111111111111,0.045454545454545456,0.125,-0.03125,0.3333333333333333,0.03125,0.14285714285714285,0.0625,0.1388888888888889,0.08333333333333333,-0.22916666666666666,-0.05,-0.045454545454545456,0.4375,0.125,-0.1388888888888889,0.041666666666666664,-0.17763157894736842,0.375,-0.0375,0.03125,0.16666666666666666,0.16666666666666666,-0.15,0.3333333333333333,0.3055555555555556,0.2,0.25,0.09090909090909091,0.05,-0.125,0.0,0.15,0.0,0.0,0.08333333333333333,0.013157894736842105,0.25,0.5,0.041666666666666664,0.022727272727272728,0.025
Korean,0.125,-0.425,-0.25,0.3333333333333333,0.16666666666666666,0.3333333333333333,-0.039473684210526314,-0.05555555555555555,0.2916666666666667,0.13636363636363635,0.07142857142857142,0.25,0.5,0.16666666666666666,-0.15384615384615385,-0.234375,0.32142857142857145,0.21875,0.5,0.05,-0.24074074074074073,-0.09375,0.027777777777777776,0.3888888888888889,0.5,0.125,-0.027777777777777776,0.22727272727272727,0.0,0.0625,0.4166666666666667,0.09375,-0.27380952380952384,-0.0625,0.25,0.041666666666666664,-0.2604166666666667,-0.05,0.022727272727272728,0.1875,0.03409090909090909,-0.2777777777777778,-0.18055555555555555,-0.375,0.3125,0.1875,0.046875,0.08333333333333333,0.1111111111111111,0.1,0.16666666666666666,0.05555555555555555,0.05,0.2708333333333333,0.09090909090909091,0.1,0.03125,0.21875,0.0,-0.375,0.5,0.2361111111111111,-0.27631578947368424,0.75,0.4166666666666667,-0.25,0.045454545454545456,0.1
Libyan,0.08928571428571429,-0.3,-0.125,0.3611111111111111,0.25,0.14583333333333334,0.13157894736842105,-0.05555555555555555,0.125,0.13636363636363635,-0.03571428571428571,-0.2,-0.05,0.041666666666666664,0.1346153846153846,-0.15625,0.14285714285714285,0.15625,0.25,0.1,-0.24074074074074073,0.15625,0.1111111111111111,0.1111111111111111,-0.08333333333333333,0.03409090909090909,-0.027777777777777776,-0.045454545454545456,0.0125,0.171875,0.19444444444444445,-0.046875,-0.2261904761904762,-0.025,0.3333333333333333,0.3333333333333333,-0.10416666666666667,0.15,0.0,0.1875,0.056818181818181816,-0.09259259259259259,-0.2638888888888889,-0.19736842105263158,0.375,-0.0625,-0.0625,0.3333333333333333,0.027777777777777776,-0.1,0.25,0.0,-0.15,0.5,0.09090909090909091,0.15,-0.21875,0.25,0.1,-0.125,-0.125,0.013888888888888888,-0.05263157894736842,0.75,0.0,0.20833333333333334,0.2727272727272727,0.175
Lithuanian,0.07142857142857142,-0.25,0.08333333333333333,-0.1388888888888889,-0.08333333333333333,-0.041666666666666664,0.2236842105263158,-0.1111111111111111,0.16666666666666666,0.22727272727272727,-0.35714285714285715,-0.1,0.05,-0.2916666666666667,0.17307692307692307,-0.28125,0.39285714285714285,0.0,0.25,0.2,-0.25,0.15625,-0.027777777777777776,0.16666666666666666,0.08333333333333333,-0.022727272727272728,0.1388888888888889,0.0,-0.075,0.3125,0.1388888888888889,0.25,-0.047619047619047616,0.075,0.027777777777777776,0.08333333333333333,-0.20833333333333334,-0.4,0.22727272727272727,0.0,0.14772727272727273,0.05555555555555555,-0.20833333333333334,-0.16447368421052633,0.375,0.025,0.171875,-0.16666666666666666,0.0,0.1,0.5,-0.1111111111111111,0.2,0.08333333333333333,0.18181818181818182,0.15,-0.03125,0.25,0.23333333333333334,-0.375,0.25,0.08333333333333333,-0.19736842105263158,0.25,0.0,0.041666666666666664,0.0,-0.075
Malian,0.35714285714285715,-0.3125,-0.041666666666666664,0.2222222222222222,-0.3333333333333333,0.16666666666666666,0.10526315789473684,-0.19444444444444445,0.375,0.38636363636363635,-0.5,-0.05,0.5,0.20833333333333334,0.057692307692307696,-0.296875,0.32142857142857145,-0.125,0.4583333333333333,-0.15,-0.35185185185185186,-0.125,0.2222222222222222,0.2222222222222222,0.20833333333333334,-0.03409090909090909,-0.1111111111111111,0.045454545454545456,0.175,0.09375,0.027777777777777776,0.203125,-0.2261904761904762,0.0,0.5833333333333334,0.041666666666666664,-0.3541666666666667,-0.1,-0.13636363636363635,0.4375,0.3181818181818182,-0.1111111111111111,0.1111111111111111,-0.14473684210526316,0.75,0.0125,0.1875,-0.25,0.08333333333333333,0.1,-0.08333333333333333,0.3055555555555556,0.15,0.25,0.3181818181818182,0.0,-0.03125,0.28125,0.08333333333333333,0.0,0.375,0.027777777777777776,-0.2894736842105263,-0.5,-0.08333333333333333,0.125,-0.36363636363636365,-0.125
Mexican,0.10714285714285714,-0.0625,0.041666666666666664,0.3055555555555556,0.3333333333333333,0.125,0.013157894736842105,-0.027777777777777776,0.16666666666666666,0.18181818181818182,0.07142857142857142,-0.1,0.4,0.08333333333333333,-0.07692307692307693,-0.15625,0.42857142857142855,0.09375,0.4166666666666667,0.15,-0.4074074074074074,0.03125,-0.19444444444444445,0.0,0.16666666666666666,0.10227272727272728,0.05555555555555555,0.125,0.05,0.078125,0.3333333333333333,0.046875,-0.19047619047619047,0.0125,-0.1388888888888889,0.25,-0.375,0.35,0.18181818181818182,0.25,0.22727272727272727,-0.037037037037037035,-0.2777777777777778,-0.18421052631578946,0.1875,-0.1375,0.078125,0.6666666666666666,0.027777777777777776,0.05,0.5,0.1111111111111111,0.4,0.10416666666666667,0.06818181818181818,-0.05,0.09375,0.4375,-0.2,0.0,0.375,0.19444444444444445,-0.21052631578947367,1.5,-0.3333333333333333,0.25,0.29545454545454547,0.125
Moldovan,0.08928571428571429,-0.25,0.041666666666666664,0.1111111111111111,0.08333333333333333,0.14583333333333334,0.05263157894736842,0.3333333333333333,-0.08333333333333333,0.11363636363636363,-0.17857142857142858,-0.4,0.5,-0.20833333333333334,0.09615384615384616,-0.0625,-0.07142857142857142,0.1875,0.3333333333333333,-0.05,-0.2962962962962963,-0.0625,-0.05555555555555555,0.19444444444444445,-0.16666666666666666,0.2727272727272727,-0.1388888888888889,-0.045454545454545456,0.0625,0.3125,0.16666666666666666,0.03125,-0.15476190476190477,0.0625,0.19444444444444445,0.16666666666666666,-0.22916666666666666,0.05,0.25,0.125,0.14772727272727273,-0.14814814814814814,-0.125,-0.09868421052631579,0.1875,-0.175,0.15625,0.0,-0.2222222222222222,0.05,0.5833333333333334,0.3055555555555556,0.05,0.14583333333333334,0.3181818181818182,-0.05,0.0,0.5,0.13333333333333333,0.125,-0.125,0.027777777777777776,-0.17105263157894737,1.0,0.25,-0.125,0.20454545454545456,0.1
Mongolian,0.05357142857142857,-0.2625,0.041666666666666664,0.08333333333333333,0.16666666666666666,0.16666666666666666,-0.013157894736842105,0.1111111111111111,0.20833333333333334,0.20454545454545456,-0.07142857142857142,0.1,0.35,0.041666666666666664,0.019230769230769232,-0.234375,-0.03571428571428571,0.21875,0.20833333333333334,0.4,-0.32407407407407407,-0.03125,0.05555555555555555,0.16666666666666666,-0.041666666666666664,-0.11363636363636363,0.05555555555555555,0.06818181818181818,0.25,0.203125,-0.05555555555555555,0.09375,-0.11904761904761904,0.0375,-0.08333333333333333,0.0,-0.19791666666666666,0.25,0.0,0.0625,0.056818181818181816,-0.027777777777777776,-0.2222222222222222,-0.10526315789473684,0.375,-0.0875,0.09375,0.0,0.027777777777777776,-0.15,-0.08333333333333333,0.0,0.2,-0.020833333333333332,0.0,0.05,-0.1875,-0.03125,0.13333333333333333,-0.125,0.125,-0.013888888888888888,0.06578947368421052,1.5,0.25,0.08333333333333333,0.22727272727272727,0.2
Moroccan,0.0,-0.4,-0.041666666666666664,0.05555555555555555,-0.25,0.041666666666666664,-0.06578947368421052,0.05555555555555555,0.20833333333333334,0.06818181818181818,-0.17857142857142858,0.05,0.05,0.041666666666666664,0.1346153846153846,-0.296875,0.2857142857142857,-0.09375,0.16666666666666666,0.0,-0.25925925925925924,-0.1875,-0.05555555555555555,0.25,-0.041666666666666664,0.0,0.1388888888888889,0.045454545454545456,0.225,0.234375,0.1388888888888889,-0.0625,-0.011904761904761904,0.05,0.2222222222222222,0.2916666666666667,-0.20833333333333334,0.0,0.11363636363636363,0.1875,0.5113636363636364,-0.05555555555555555,-0.041666666666666664,-0.2894736842105263,0.125,-0.0875,0.03125,0.0,-0.19444444444444445,-0.1,0.3333333333333333,0.25,0.2,0.3541666666666667,0.1590909090909091,0.3,-0.09375,-0.0625,0.1,0.625,0.25,0.2222222222222222,-0.013157894736842105,0.5,-0.08333333333333333,-0.2916666666666667,0.13636363636363635,0.175
Mozambican,0.125,-0.1875,-0.20833333333333334,0.05555555555555555,0.4166666666666667,0.2708333333333333,0.15789473684210525,-0.1111111111111111,0.2916666666666667,0.18181818181818182,-0.39285714285714285,-0.1,0.4,-0.08333333333333333,-0.07692307692307693,-0.15625,0.2857142857142857,0.125,0.125,0.3,-0.3611111111111111,-0.0625,0.3888888888888889,0.05555555555555555,0.125,-0.045454545454545456,-0.16666666666666666,-0.09090909090909091,0.1375,0.109375,0.05555555555555555,0.25,0.07142857142857142,-0.0875,0.3888888888888889,0.0,-0.16666666666666666,0.35,0.18181818181818182,0.125,0.13636363636363635,-0.09259259259259259,-0.1111111111111111,-0.1118421052631579,0.5,-0.0125,0.0625,-0.3333333333333333,0.027777777777777776,0.2,0.0,0.08333333333333333,0.4,0.20833333333333334,0.06818181818181818,-0.1,0.09375,0.125,0.08333333333333333,-0.375,0.0,0.05555555555555555,-0.15789473684210525,0.75,0.0,0.4583333333333333,0.11363636363636363,0.15
Namibian,0.17857142857142858,-0.2875,0.125,0.0,-0.08333333333333333,-0.020833333333333332,0.10526315789473684,0.2222222222222222,0.08333333333333333,0.045454545454545456,-0.21428571428571427,-0.3,0.2,-0.16666666666666666,0.11538461538461539,0.03125,0.0,0.0625,0.20833333333333334,0.2,-0.23148148148148148,0.21875,0.19444444444444445,-0.08333333333333333,0.4583333333333333,0.11363636363636363,-0.3055555555555556,0.13636363636363635,0.125,0.296875,0.05555555555555555,-0.09375,0.07142857142857142,-0.075,0.3055555555555556,0.3333333333333333,-0.2708333333333333,0.0,0.06818181818181818,0.4375,0.011363636363636364,-0.05555555555555555,0.1527777777777778,0.0,0.0,-0.075,0.046875,0.0,-0.25,0.15,0.25,-0.027777777777777776,-0.05,0.10416666666666667,-0.045454545454545456,0.3,0.1875,-0.03125,-0.06666666666666667,0.25,0.375,0.09722222222222222,-0.05263157894736842,1.25,0.0,0.041666666666666664,0.1590909090909091,0.1
Nigerian,0.3392857142857143,-0.2125,0.08333333333333333,0.3055555555555556,0.0,0.0,0.039473684210526314,-0.08333333333333333,0.625,0.09090909090909091,-0.25,0.3,0.35,0.125,0.057692307692307696,-0.046875,-0.03571428571428571,0.09375,0.08333333333333333,-0.3,-0.1388888888888889,0.1875,0.1111111111111111,-0.05555555555555555,0.2916666666666667,0.20454545454545456,0.05555555555555555,0.011363636363636364,0.1625,0.125,0.027777777777777776,0.203125,-0.20238095238095238,-0.225,0.2777777777777778,0.25,-0.3020833333333333,-0.15,-0.13636363636363635,0.125,0.125,-0.16666666666666666,-0.06944444444444445,-0.14473684210526316,0.4375,-0.0125,0.015625,-0.5,-0.08333333333333333,-0.1,0.25,-0.05555555555555555,0.2,0.0625,0.38636363636363635,0.25,0.125,0.21875,0.03333333333333333,-0.375,-0.375,0.1111111111111111,-0.27631578947368424,1.5,0.0,0.125,-0.045454545454545456,0.125
Norwegian,-0.017857142857142856,-0.35,0.25,0.16666666666666666,0.0,0.125,0.10526315789473684,-0.1388888888888889,0.25,-0.022727272727272728,0.03571428571428571,-0.2,0.35,-0.20833333333333334,0.19230769230769232,-0.28125,0.32142857142857145,0.09375,0.4166666666666667,0.2,-0.21296296296296297,0.0625,0.0,0.1388888888888889,0.375,0.056818181818181816,-0.08333333333333333,0.07954545454545454,0.1125,0.40625,-0.027777777777777776,0.125,-0.21428571428571427,-0.025,0.2222222222222222,-0.20833333333333334,-0.3333333333333333,-0.2,0.20454545454545456,0.3125,0.06818181818181818,-0.037037037037037035,-0.013888888888888888,-0.19736842105263158,0.375,0.025,-0.09375,0.08333333333333333,0.1111111111111111,-0.05,0.3333333333333333,-0.027777777777777776,0.5,0.25,0.29545454545454547,-0.05,0.09375,-0.15625,0.0,-0.375,-0.125,0.05555555555555555,-0.13157894736842105,0.25,-0.25,0.125,0.18181818181818182,0.025
Pakistani,0.25,-0.4625,0.0,0.05555555555555555,-0.16666666666666666,0.4166666666666667,0.2236842105263158,0.2222222222222222,0.3333333333333333,0.18181818181818182,-0.10714285714285714,0.25,0.25,0.0,0.09615384615384616,-0.46875,0.14285714285714285,-0.09375,0.2916666666666667,-0.05,-0.37962962962962965,0.25,0.19444444444444445,0.19444444444444445,-0.041666666666666664,0.13636363636363635,-0.05555555555555555,0.13636363636363635,0.175,0.125,0.1111111111111111,0.234375,0.047619047619047616,-0.1875,-0.027777777777777776,-0.08333333333333333,-0.3645833333333333,0.2,-0.1590909090909091,0.25,0.14772727272727273,-0.1388888888888889,-0.2777777777777778,-0.19736842105263158,0.125,0.2625,0.203125,0.3333333333333333,-0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.15,0.4166666666666667,0.045454545454545456,0.15,-0.0625,0.21875,0.15,-0.5,0.125,0.125,-0.19736842105263158,1.0,0.4166666666666667,-0.16666666666666666,0.18181818181818182,0.275
Palestinian,0.125,-0.225,-0.20833333333333334,0.027777777777777776,0.08333333333333333,-0.08333333333333333,0.23684210526315788,-0.08333333333333333,0.08333333333333333,-0.13636363636363635,-0.25,-0.3,0.35,-0.08333333333333333,-0.038461538461538464,-0.328125,-0.17857142857142858,0.28125,0.25,0.3,-0.1388888888888889,0.0625,-0.1388888888888889,0.05555555555555555,0.375,0.022727272727272728,-0.2222222222222222,0.06818181818181818,0.075,0.265625,0.05555555555555555,0.21875,-0.2857142857142857,-0.275,0.3611111111111111,0.041666666666666664,-0.3125,-0.35,0.09090909090909091,0.3125,0.11363636363636363,-0.12037037037037036,-0.06944444444444445,-0.08552631578947369,0.1875,-0.0625,0.1875,0.5,-0.05555555555555555,0.15,-0.4166666666666667,0.05555555555555555,0.0,0.125,0.4318181818181818,0.15,-0.03125,0.4375,0.11666666666666667,0.625,0.375,0.1388888888888889,-0.11842105263157894,1.25,0.16666666666666666,0.125,0.06818181818181818,0.225
Panamanian,0.05357142857142857,-0.15,0.0,-0.05555555555555555,0.6666666666666666,0.2916666666666667,0.02631578947368421,-0.2222222222222222,0.4583333333333333,0.4090909090909091,-0.5357142857142857,0.0,0.35,0.0,0.09615384615384616,-0.140625,0.07142857142857142,0.1875,0.16666666666666666,0.05,-0.28703703703703703,0.0625,0.2777777777777778,0.25,0.20833333333333334,0.14772727272727273,-0.4722222222222222,-0.06818181818181818,0.0,0.1875,0.2777777777777778,-0.03125,-0.2619047619047619,-0.025,0.2777777777777778,0.375,-0.25,0.1,0.22727272727272727,0.3125,0.17045454545454544,-0.1111111111111111,-0.3055555555555556,-0.21052631578947367,0.5,-0.05,0.203125,0.25,-0.027777777777777776,-0.25,-0.16666666666666666,0.3055555555555556,0.2,0.14583333333333334,0.22727272727272727,-0.05,0.25,0.34375,0.11666666666666667,0.25,0.125,0.16666666666666666,0.013157894736842105,1.25,0.25,0.2916666666666667,0.11363636363636363,0.0
Peruvian,0.16071428571428573,-0.2625,0.20833333333333334,0.19444444444444445,0.16666666666666666,0.125,0.13157894736842105,0.027777777777777776,0.25,0.3409090909090909,0.03571428571428571,0.25,0.3,0.0,0.0,-0.390625,0.21428571428571427,0.15625,0.3333333333333333,0.35,-0.3888888888888889,0.0,0.16666666666666666,0.2777777777777778,-0.3333333333333333,-0.07954545454545454,-0.3055555555555556,0.18181818181818182,0.1625,0.28125,-0.16666666666666666,0.109375,-0.11904761904761904,-0.0125,0.3055555555555556,-0.125,-0.3854166666666667,-0.1,0.06818181818181818,0.3125,-0.022727272727272728,-0.10185185185185185,-0.08333333333333333,-0.17763157894736842,0.1875,-0.15,-0.046875,0.6666666666666666,0.1388888888888889,-0.1,0.4166666666666667,0.05555555555555555,0.65,0.20833333333333334,0.25,0.0,-0.0625,0.15625,0.08333333333333333,0.0,0.375,0.18055555555555555,0.09210526315789473,1.25,0.08333333333333333,0.20833333333333334,0.22727272727272727,0.125
Polish,0.25,-0.375,0.0,-0.25,0.16666666666666666,0.125,0.039473684210526314,0.1111111111111111,0.041666666666666664,0.25,-0.2857142857142857,-0.45,0.3,-0.125,-0.038461538461538464,-0.453125,0.32142857142857145,-0.03125,0.0,0.6,-0.24074074074074073,0.15625,0.3333333333333333,0.1111111111111111,0.5,0.06818181818181818,-0.1388888888888889,-0.056818181818181816,0.1625,0.3125,-0.3055555555555556,0.03125,-0.17857142857142858,-0.0875,0.1388888888888889,0.16666666666666666,-0.3020833333333333,-0.2,0.11363636363636363,0.3125,0.26136363636363635,0.05555555555555555,0.1388888888888889,-0.03289473684210526,0.125,-0.1625,-0.078125,0.5,0.19444444444444445,0.25,0.16666666666666666,0.0,0.1,0.0,0.13636363636363635,0.15,-0.25,0.25,0.016666666666666666,0.25,0.875,0.18055555555555555,-0.23684210526315788,1.0,0.5833333333333334,0.20833333333333334,0.18181818181818182,0.05
Portuguese,0.017857142857142856,-0.275,-0.041666666666666664,-0.1111111111111111,0.08333333333333333,0.3125,-0.013157894736842105,0.1388888888888889,0.16666666666666666,0.22727272727272727,0.03571428571428571,-0.05,0.3,0.0,-0.019230769230769232,-0.140625,0.32142857142857145,-0.125,0.041666666666666664,0.15,-0.25925925925925924,0.15625,0.08333333333333333,0.08333333333333333,0.125,0.0,0.3333333333333333,0.07954545454545454,0.0625,-0.109375,0.2777777777777778,0.03125,-0.15476190476190477,-0.1625,0.3333333333333333,0.0,-0.2916666666666667,-0.2,0.0,0.3125,0.09090909090909091,-0.1111111111111111,-0.16666666666666666,-0.17105263157894737,0.4375,0.075,-0.03125,0.0,0.027777777777777776,-0.05,0.75,-0.08333333333333333,0.1,0.16666666666666666,0.022727272727272728,0.05,0.0625,0.375,0.21666666666666667,0.5,0.5,0.16666666666666666,-0.11842105263157894,0.75,0.5833333333333334,0.125,0.18181818181818182,0.025
Romanian,0.16071428571428573,-0.4,0.20833333333333334,0.05555555555555555,0.08333333333333333,0.125,0.21052631578947367,0.0,0.375,0.06818181818181818,0.25,0.25,0.3,0.0,0.25,-0.265625,0.10714285714285714,-0.03125,-0.125,0.1,-0.10185185185185185,-0.21875,0.08333333333333333,0.1111111111111111,0.375,0.1590909090909091,0.1111111111111111,0.0,0.0,0.109375,0.027777777777777776,0.09375,-0.13095238095238096,-0.0625,-0.08333333333333333,-0.25,-0.3333333333333333,0.1,-0.20454545454545456,0.0,0.06818181818181818,-0.09259259259259259,-0.1388888888888889,-0.26973684210526316,0.3125,0.125,0.078125,0.4166666666666667,0.027777777777777776,-0.15,0.4166666666666667,0.3888888888888889,0.0,0.22916666666666666,0.2727272727272727,0.45,0.15625,0.21875,0.0,-0.25,0.25,0.1527777777777778,0.0,1.5,0.16666666666666666,0.0,0.045454545454545456,-0.025
Russian,0.26785714285714285,-0.4375,0.16666666666666666,0.25,0.25,0.3541666666666667,0.18421052631578946,0.3333333333333333,0.3333333333333333,-0.09090909090909091,-0.10714285714285714,-0.05,0.35,0.20833333333333334,-0.36538461538461536,-0.25,0.21428571428571427,0.15625,-0.041666666666666664,-0.15,-0.4444444444444444,0.09375,0.16666666666666666,0.027777777777777776,0.08333333333333333,-0.07954545454545454,0.08333333333333333,0.056818181818181816,0.25,0.28125,0.2222222222222222,0.375,-0.2619047619047619,-0.1,0.2222222222222222,0.25,-0.15625,0.05,-0.22727272727272727,0.3125,0.06818181818181818,-0.18518518518518517,-0.18055555555555555,-0.16447368421052633,0.25,-0.0375,0.078125,0.08333333333333333,0.2777777777777778,0.05,-0.08333333333333333,0.05555555555555555,-0.1,0.20833333333333334,0.1590909090909091,-0.05,-0.21875,0.0625,-0.11666666666666667,0.5,0.5,0.2916666666666667,-0.02631578947368421,0.75,0.25,0.16666666666666666,0.20454545454545456,0.225
Saudi,0.26785714285714285,-0.2875,0.5,0.0,-0.3333333333333333,0.1875,0.2631578947368421,0.1388888888888889,0.20833333333333334,0.13636363636363635,-0.07142857142857142,-0.2,0.6,0.08333333333333333,-0.019230769230769232,-0.15625,0.21428571428571427,-0.0625,0.20833333333333334,0.15,-0.2777777777777778,0.09375,0.2222222222222222,0.0,0.041666666666666664,0.022727272727272728,-0.08333333333333333,0.045454545454545456,0.0125,0.015625,0.3611111111111111,0.25,0.023809523809523808,-0.25,0.25,0.041666666666666664,-0.22916666666666666,0.2,0.13636363636363635,0.125,0.14772727272727273,0.009259259259259259,-0.3055555555555556,-0.27631578947368424,-0.0625,-0.075,0.015625,0.25,0.027777777777777776,-0.25,0.4166666666666667,0.1111111111111111,0.15,0.5,0.20454545454545456,0.1,-0.0625,0.25,-0.05,-0.25,0.125,0.125,-0.11842105263157894,0.75,0.16666666666666666,0.5833333333333334,0.09090909090909091,-0.025
Senegalese,0.125,-0.1375,-0.125,0.25,0.25,0.041666666666666664,0.07894736842105263,0.027777777777777776,0.08333333333333333,-0.045454545454545456,-0.21428571428571427,0.3,0.25,0.16666666666666666,0.15384615384615385,-0.34375,0.32142857142857145,0.25,0.08333333333333333,0.0,-0.19444444444444445,0.09375,0.25,0.3611111111111111,0.20833333333333334,0.06818181818181818,0.19444444444444445,0.0,0.0,0.21875,0.19444444444444445,0.171875,-0.023809523809523808,0.0375,0.1111111111111111,0.2916666666666667,-0.14583333333333334,0.2,0.09090909090909091,0.25,0.18181818181818182,0.09259259259259259,-0.3194444444444444,-0.2894736842105263,0.0,-0.025,0.046875,0.08333333333333333,0.1388888888888889,-0.05,-0.16666666666666666,-0.08333333333333333,-0.1,0.1875,0.4318181818181818,0.0,-0.0625,0.09375,-0.08333333333333333,-0.375,0.25,0.0,-0.14473684210526316,0.75,0.4166666666666667,-0.041666666666666664,0.09090909090909091,-0.025
