,Afghan,American,Australian,Bangladeshi,Belgian,Brazilian,British,Burmese,Canadian,Chilean,Chinese,Colombian,Danish,Dominican,Eritrean,Ethiopian,Finnish,French,German,Greek,Guinean,Haitian,Honduran,Hungarian,Icelandic,Indian,Indonesian,Iranian,Iraqi,Irish,Israeli,Italian,Japanese,Korean,Libyan,Lithuanian,Malian,Mexican,Moldovan,Mongolian,Moroccan,Mozambican,Namibian,Nigerian,Norwegian,Pakistani,Palestinian,Panamanian,Peruvian,Polish,Portuguese,Romanian,Russian,Saudi,Senegalese,Slovak,Somali,Spanish,Sri Lankan,Swedish,Swiss,Syrian,Thai,Turkish,Uzbekistani,Venezuelan,Vietnamese,Yemeni
Baseline,0.10714285714285714,-0.25,0.25,0.0,0.16666666666666666,0.14583333333333334,0.09210526315789473,0.1388888888888889,0.08333333333333333,0.25,-0.2857142857142857,0.05,0.15,-0.20833333333333334,0.09615384615384616,-0.109375,0.25,-0.21875,0.08333333333333333,0.15,-0.3425925925925926,0.0,0.2777777777777778,0.3333333333333333,0.25,-0.125,-0.16666666666666666,0.045454545454545456,-0.05,0.078125,-0.05555555555555555,0.046875,-0.023809523809523808,0.0,0.25,0.08333333333333333,-0.34375,-0.05,-0.1590909090909091,0.1875,0.14772727272727273,-0.12037037037037036,-0.08333333333333333,-0.17105263157894737,0.25,-0.175,0.109375,-0.16666666666666666,0.0,-0.15,0.25,-0.08333333333333333,0.45,-0.08333333333333333,0.1590909090909091,0.2,-0.09375,0.15625,0.06666666666666667,-0.125,0.5,0.027777777777777776,-0.09210526315789473,1.0,0.4166666666666667,0.3333333333333333,0.022727272727272728,0.175
