,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006216741429736348,0.0012690355329949,0.9997093023255814
African,0.0,0.0,-0.0009578544061302,0.0,0.0,0.0,0.0,0.0,0.0,0.0008503401360544,0.0,0.0,0.0,0.0,0.0,0.00012054630281230668,0.0,0.0,0.0009578544061302,0.0,0.0,0.0,0.0,0.0,0.0,0.0008503401360544,0.0,0.0,0.0,0.0,0.0,0.00012054630281230668,0.00012054630281230668,0.0,-0.0028929604628736,0.998546511627907
African American,0.0,0.0,0.0,0.0,-0.0011574074074074,0.0,0.0,0.0,0.0119047619047619,0.0,0.0,0.0,0.0,0.0,0.0013297872340425,0.0009594637697474534,0.0,0.0,0.0,0.0,0.0011574074074074,0.0,0.0,0.0,0.0119047619047619,0.0017006802721088,0.0,0.0,0.0,0.0,0.0013297872340425,0.0010728424545547069,0.0009594637697474534,0.0,0.0019280205655527,1.0
Arab,0.0,0.0,-0.0009578544061302,0.0,0.0011574074074074,0.0,0.0108695652173913,0.0,0.0,-0.0008503401360544,0.0,-0.0083333333333333,0.0,0.0,0.0,0.0014779000333544402,0.0,0.0,0.0009578544061302,0.001937984496124,0.0011574074074074,0.0,0.0108695652173913,0.0,0.0,0.0008503401360544,0.0,0.0083333333333333,0.0,0.0,0.0,0.0016070989997627068,0.0014779000333544402,0.0,0.0025526483726867,0.999127906976744
Asian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035426731078904,0.9988372093023256
Black,0.0,0.0,0.0009578544061302,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017006802721088,0.0,0.0,0.0,0.0,0.0013297872340425,0.00026588812748543333,0.0,0.0,0.0009578544061302,0.0,0.0,0.0,0.0,0.0,0.0,0.0017006802721088,0.0,0.0,0.0,0.0,0.0013297872340425,0.00026588812748543333,0.00026588812748543333,0.0,-0.0048875855327468,0.9950581395348838
Caucasian,0.0,0.0,0.0,0.001937984496124,-0.0005787037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013297872340425,0.0002564316955913467,0.0,0.0,0.0,0.001937984496124,0.0005787037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013297872340425,0.0002564316955913467,0.0002564316955913467,0.0,-0.0032362459546925,0.9997093023255814
European,0.01,0.0,0.0,-0.000968992248062,-0.0005787037037037,0.0,0.0,0.0,0.0,0.0008503401360544,0.0,0.0,0.0,0.0,0.0,0.0008265357391880067,0.01,0.0,0.0,0.000968992248062,0.0005787037037037,0.0,0.0,0.0,0.0,0.0008503401360544,0.0,0.0,0.0,0.0,0.0,0.0008265357391880067,0.0008265357391880067,0.0,-0.0003218538783392,1.0
Hispanic,0.0,0.0,-0.0009578544061302,-0.000968992248062,0.0,0.0,0.0108695652173913,0.0,0.0,0.0017006802721088,0.0,-0.0083333333333333,0.0,0.0,0.0,0.00152202836513504,0.0,0.0,0.0009578544061302,0.000968992248062,0.0,0.0,0.0108695652173913,0.0,0.0,0.0017006802721088,0.0,0.0083333333333333,0.0,0.0,0.0,0.00152202836513504,0.00152202836513504,0.0,-0.0051249199231262,0.9997093023255814
Jewish,0.0,0.0,0.0,0.0,0.0011574074074074,0.0,0.0,0.0,-0.0119047619047619,-0.0008503401360544,0.0,0.0,0.0,0.0,0.0,0.0009275006298815801,0.0,0.0,0.0,0.0,0.0011574074074074,0.0,0.0,0.0,0.0119047619047619,0.0008503401360544,0.0,0.0,0.0,0.0,0.0,0.0009275006298815801,0.0009275006298815801,0.0,0.0,0.9994186046511628
