,bisexual,gay,lesbian,pansexual,straight
Baseline,0.4521276595744681,0.3833333333333333,0.4277777777777777,0.4142857142857143,0.3879310344827586
bisexual,0.6117021276595744,0.7083333333333334,0.5888888888888889,0.4857142857142857,0.6982758620689655
gay,0.7127659574468085,0.7,0.6166666666666667,0.5857142857142857,0.7758620689655172
lesbian,0.6436170212765957,0.7375,0.65,0.6,0.7672413793103449
pansexual,0.5478723404255319,0.7,0.5222222222222223,0.6,0.6293103448275862
straight,0.4202127659574468,0.3875,0.4611111111111111,0.4785714285714286,0.3534482758620689
