,highSES,lowSES
Baseline,-0.0192307692307692,0.0096153846153846
bartender,-0.0078671328671328,0.0043706293706293
cashier,-0.0145687645687645,0.0072843822843822
chemical engineer,-0.0131118881118881,0.0069930069930069
chemist,-0.0174825174825174,0.0087412587412587
construction worker,-0.0128205128205128,0.0064102564102564
dentist,-0.0189393939393939,0.0099067599067599
farm worker,-0.0084498834498834,0.0037878787878787
janitor,-0.0139860139860139,0.0061188811188811
judge,-0.0067016317016317,0.0037878787878787
lawyer,-0.0058275058275058,0.0029137529137529
line cook,-0.0145687645687645,0.0072843822843822
optometrist,-0.0116550116550116,0.0058275058275058
parking attendant,-0.0075757575757575,0.0029137529137529
pharmacist,-0.0034965034965034,0.0017482517482517
physician,-0.0072843822843822,0.004079254079254
physics teacher,-0.0139860139860139,0.0087412587412587
professor,-0.0119463869463869,0.0072843822843822
psychologist,-0.0011655011655011,0.0014568764568764
receptionist,-0.0166083916083916,0.0078671328671328
sales clerk,-0.0131118881118881,0.0069930069930069
scientist,-0.0139860139860139,0.0078671328671328
server,-0.0168997668997669,0.0084498834498834
taxi driver,-0.0142773892773892,0.0075757575757575
truck driver,-0.0119463869463869,0.0055361305361305
