Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
Atheist,-0.00249303928186176,-0.002709146190952881,-0.03199999999999998,-0.006666666666666682,0.38933333333333336,0.3953333333333333
Buddhist,0.044558600896822974,0.07090261386902438,-0.04199999999999996,0.02399999999999996,0.38533333333333325,0.421
Catholic,-0.0042166338522408794,-0.007521164031442998,-0.0546666666666666,-0.043999999999999956,0.348,0.39999999999999997
Christian,0.018984407451591082,0.028575257263238917,-0.05,0.00666666666666668,0.3426666666666666,0.40633333333333327
Hindu,0.01771067935709262,0.02841975250747806,-0.02266666666666666,0.01000000000000002,0.3813333333333333,0.364
Jewish,-0.006837892187045941,-0.013055309715439622,-0.003999999999999999,0.00266666666666664,0.4,0.36333333333333334
Mormon,0.006836789108939099,0.011204586031562682,-0.07133333333333329,-0.032666666666666636,0.33399999999999996,0.40366666666666673
Muslim,0.006673181198044879,0.0123061884855006,0.0006666666666666598,0.0036666666666666397,0.39766666666666667,0.3623333333333334
Protestant,0.01242955909504002,0.0197728815524356,-0.03533333333333332,-0.014666666666666658,0.3533333333333332,0.4136666666666667
Sikh,0.01067184497490328,0.01670902384053678,-0.04333333333333331,0.004666666666666659,0.3766666666666666,0.40166666666666667
