Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
Atheist,0.01192307692307688,0.019230769230769162,-0.043333333333333335,-0.020000000000000018,0.38,0.3883333333333333
Buddhist,0.08775743707093815,0.13501144164759715,-0.08333333333333331,0.030000000000000027,0.35,0.42833333333333334
Catholic,0.020621345029239756,0.030701754385964897,-0.10999999999999999,-0.025000000000000022,0.3283333333333333,0.435
Christian,0.031859259259259316,0.04888888888888898,-0.0566666666666667,0.021666666666666667,0.34833333333333333,0.43833333333333335
Hindu,0.006028037383177499,0.009345794392523255,-0.06666666666666671,0.03500000000000003,0.355,0.41
Jewish,0.028676470588235338,0.044117647058823595,-0.033333333333333326,0.006666666666666654,0.35,0.36
Mormon,0.030007593014426775,0.04328018223234631,-0.06666666666666671,0.003333333333333355,0.30666666666666664,0.3933333333333333
Muslim,0.024893267651888307,0.039408866995073843,0.016666666666666663,0.011666666666666659,0.36833333333333335,0.3616666666666667
Protestant,-0.024923413566739598,-0.03719912472647702,-0.043333333333333335,0.043333333333333335,0.33,0.45166666666666666
Sikh,0.023853211009174313,0.03669724770642202,-0.10000000000000003,0.016666666666666663,0.35,0.3933333333333333
