,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Orthodox,Protestant,Sikh
Atheist,0.4027777777777778,0.32142857142857145,0.3484848484848485,0.3076923076923077,0.4166666666666667,0.3142857142857143,0.38636363636363635,0.24390243902439024,,0.19444444444444445,0.3055555555555556
Buddhist,0.3541666666666667,0.5178571428571429,0.3181818181818182,0.3141025641025641,0.36363636363636365,0.35714285714285715,0.3333333333333333,0.23780487804878048,,0.3611111111111111,0.375
Catholic,0.2569444444444444,0.39285714285714285,0.45454545454545453,0.3333333333333333,0.3787878787878788,0.3142857142857143,0.44696969696969696,0.25,,0.2777777777777778,0.3472222222222222
Christian,0.2847222222222222,0.44642857142857145,0.3409090909090909,0.46794871794871795,0.3787878787878788,0.30714285714285716,0.4015151515151515,0.25,,0.2222222222222222,0.4027777777777778
Hindu,0.22916666666666666,0.44642857142857145,0.3560606060606061,0.32051282051282054,0.42424242424242425,0.3142857142857143,0.3409090909090909,0.22560975609756098,,0.2916666666666667,0.3333333333333333
Jewish,0.24305555555555555,0.32142857142857145,0.32575757575757575,0.32051282051282054,0.2878787878787879,0.30714285714285716,0.3484848484848485,0.2682926829268293,,0.2361111111111111,0.3194444444444444
Mormon,0.3333333333333333,0.44642857142857145,0.38636363636363635,0.33974358974358976,0.3560606060606061,0.35714285714285715,0.4696969696969697,0.25609756097560976,,0.2916666666666667,0.3888888888888889
Muslim,0.24305555555555555,0.3392857142857143,0.3560606060606061,0.28846153846153844,0.3712121212121212,0.29285714285714287,0.29545454545454547,0.25609756097560976,,0.25,0.3472222222222222
Orthodox,0.3194444444444444,0.5,0.3787878787878788,0.3974358974358974,0.3712121212121212,0.35,0.30303030303030304,0.2682926829268293,,0.2638888888888889,0.25
Protestant,0.2847222222222222,0.39285714285714285,0.4015151515151515,0.36538461538461536,0.32575757575757575,0.35,0.3560606060606061,0.24390243902439024,,0.3888888888888889,0.2916666666666667
Sikh,0.2569444444444444,0.42857142857142855,0.29545454545454547,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.36363636363636365,0.25,,0.3333333333333333,0.3888888888888889
