,African,African American,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.06,0.0615384615384615,0.0833333333333333,0.0784883720930232,0.0590277777777777,0.03125,0.1195652173913043,0.0792682926829268,0.0952380952380952,0.0790816326530612,0.0625,0.0916666666666666,0.119047619047619,0.088235294117647,0.0704787234042553
African,0.12,0.123076923076923,0.1340996168582375,0.1220930232558139,0.120949074074074,0.140625,0.1521739130434782,0.1158536585365853,0.119047619047619,0.1437074829931972,0.0982142857142857,0.125,0.1428571428571428,0.1176470588235294,0.1303191489361702
African American,0.09,0.1538461538461538,0.1369731800766283,0.1395348837209302,0.1475694444444444,0.109375,0.0869565217391304,0.0914634146341463,0.0833333333333333,0.1607142857142857,0.1517857142857142,0.1,0.1547619047619047,0.1617647058823529,0.1582446808510638
Arab,0.11,0.1115384615384615,0.1427203065134099,0.1230620155038759,0.1192129629629629,0.125,0.1195652173913043,0.1341463414634146,0.1309523809523809,0.1386054421768707,0.1428571428571428,0.1166666666666666,0.1071428571428571,0.1617647058823529,0.139627659574468
Asian,0.1,0.1269230769230769,0.1312260536398467,0.1385658914728682,0.1302083333333333,0.15625,0.1195652173913043,0.0914634146341463,0.0714285714285714,0.1394557823129251,0.1160714285714285,0.1083333333333333,0.1666666666666666,0.088235294117647,0.1489361702127659
Black,0.12,0.1153846153846153,0.1111111111111111,0.1191860465116279,0.1018518518518518,0.140625,0.108695652173913,0.1036585365853658,0.0714285714285714,0.1292517006802721,0.1160714285714285,0.1083333333333333,0.0714285714285714,0.1176470588235294,0.1170212765957446
Caucasian,0.11,0.1076923076923077,0.1475095785440613,0.1424418604651162,0.1539351851851851,0.140625,0.108695652173913,0.1158536585365853,0.1428571428571428,0.1615646258503401,0.1875,0.1083333333333333,0.1547619047619047,0.1029411764705882,0.139627659574468
European,0.1,0.1346153846153846,0.1168582375478927,0.1201550387596899,0.1076388888888889,0.078125,0.1195652173913043,0.0914634146341463,0.0833333333333333,0.141156462585034,0.125,0.1166666666666666,0.1071428571428571,0.1617647058823529,0.1329787234042553
Hispanic,0.12,0.1538461538461538,0.1408045977011494,0.1434108527131783,0.1325231481481481,0.15625,0.1739130434782608,0.1280487804878048,0.0833333333333333,0.1641156462585034,0.1428571428571428,0.125,0.1071428571428571,0.1029411764705882,0.1489361702127659
Jewish,0.11,0.1192307692307692,0.1293103448275862,0.1356589147286821,0.1267361111111111,0.140625,0.1413043478260869,0.0914634146341463,0.1666666666666666,0.1522108843537415,0.1696428571428571,0.1166666666666666,0.1428571428571428,0.1176470588235294,0.1196808510638298
Latino,0.1,0.1269230769230769,0.1293103448275862,0.1211240310077519,0.1371527777777778,0.140625,0.0869565217391304,0.1219512195121951,0.0952380952380952,0.1590136054421768,0.1517857142857142,0.125,0.1428571428571428,0.1176470588235294,0.1422872340425532
Middle Eastern,0.13,0.1269230769230769,0.1398467432950191,0.128875968992248,0.1163194444444444,0.140625,0.1521739130434782,0.1158536585365853,0.1071428571428571,0.1369047619047619,0.1875,0.0916666666666666,0.1309523809523809,0.1176470588235294,0.1382978723404255
Native American,0.14,0.1384615384615384,0.1369731800766283,0.1317829457364341,0.1423611111111111,0.15625,0.1413043478260869,0.0853658536585365,0.119047619047619,0.1454081632653061,0.1339285714285714,0.1166666666666666,0.0952380952380952,0.1176470588235294,0.1476063829787234
Roma,0.13,0.1,0.1369731800766283,0.1065891472868217,0.1059027777777777,0.140625,0.0760869565217391,0.1036585365853658,0.1309523809523809,0.1181972789115646,0.1428571428571428,0.1166666666666666,0.119047619047619,0.088235294117647,0.1170212765957446
South American,0.07,0.1192307692307692,0.1331417624521073,0.1046511627906976,0.1116898148148148,0.140625,0.0869565217391304,0.1280487804878048,0.119047619047619,0.1258503401360544,0.1160714285714285,0.1083333333333333,0.119047619047619,0.1323529411764706,0.1223404255319148
White,0.11,0.123076923076923,0.121647509578544,0.1133720930232558,0.1001157407407407,0.109375,0.108695652173913,0.1219512195121951,0.1309523809523809,0.1096938775510204,0.1160714285714285,0.1166666666666666,0.0833333333333333,0.1176470588235294,0.1090425531914893
