,African,African American,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.08,0.1384615384615384,0.3601532567049808,0.3662790697674418,0.3234953703703703,0.125,0.1630434782608695,0.0792682926829268,0.119047619047619,0.3350340136054421,0.1160714285714285,0.1583333333333333,0.1428571428571428,0.1323529411764706,0.3218085106382978
African,0.27,0.2307692307692307,0.253831417624521,0.2684108527131782,0.2708333333333333,0.1875,0.1847826086956521,0.2317073170731707,0.2261904761904762,0.3095238095238095,0.1785714285714285,0.1916666666666666,0.1785714285714285,0.2205882352941176,0.2712765957446808
African American,0.24,0.2384615384615384,0.2471264367816092,0.2684108527131782,0.2638888888888889,0.140625,0.1956521739130435,0.1768292682926829,0.2142857142857142,0.3129251700680272,0.2321428571428571,0.1833333333333333,0.1785714285714285,0.2352941176470588,0.2912234042553192
Arab,0.24,0.2384615384615384,0.2586206896551724,0.251937984496124,0.2511574074074074,0.265625,0.1956521739130435,0.2073170731707317,0.2023809523809523,0.3018707482993197,0.2678571428571428,0.2083333333333333,0.238095238095238,0.2794117647058823,0.2805851063829787
Asian,0.24,0.2230769230769231,0.2461685823754789,0.2693798449612403,0.2540509259259259,0.203125,0.1413043478260869,0.1829268292682926,0.2619047619047619,0.2865646258503401,0.1607142857142857,0.1916666666666666,0.2142857142857142,0.2941176470588235,0.2699468085106383
Black,0.24,0.2307692307692307,0.2375478927203065,0.2596899224806202,0.2586805555555556,0.171875,0.1413043478260869,0.1585365853658536,0.2261904761904762,0.2916666666666667,0.2053571428571428,0.1916666666666666,0.238095238095238,0.2794117647058823,0.2739361702127659
Caucasian,0.17,0.1692307692307692,0.2413793103448276,0.2364341085271318,0.2326388888888889,0.21875,0.25,0.2073170731707317,0.2619047619047619,0.2746598639455782,0.25,0.175,0.25,0.2205882352941176,0.261968085106383
European,0.2,0.1961538461538461,0.293103448275862,0.3100775193798449,0.2824074074074074,0.203125,0.1956521739130435,0.1463414634146341,0.2261904761904762,0.3239795918367347,0.2321428571428571,0.15,0.25,0.2205882352941176,0.3045212765957447
Hispanic,0.27,0.2346153846153846,0.2701149425287356,0.2664728682170542,0.2650462962962963,0.28125,0.217391304347826,0.1707317073170731,0.1785714285714285,0.3069727891156462,0.2142857142857142,0.1916666666666666,0.2261904761904762,0.2941176470588235,0.2752659574468085
Jewish,0.2,0.2,0.2519157088122605,0.253875968992248,0.2453703703703703,0.21875,0.1630434782608695,0.1707317073170731,0.2261904761904762,0.288265306122449,0.2232142857142857,0.2,0.2619047619047619,0.2205882352941176,0.2819148936170212
Latino,0.21,0.2076923076923077,0.2662835249042146,0.2781007751937984,0.2598379629629629,0.265625,0.217391304347826,0.2012195121951219,0.1904761904761904,0.3035714285714285,0.2232142857142857,0.1416666666666666,0.238095238095238,0.2794117647058823,0.2938829787234042
Middle Eastern,0.24,0.2192307692307692,0.2710727969348659,0.2596899224806202,0.2552083333333333,0.3125,0.2282608695652173,0.2134146341463414,0.238095238095238,0.3018707482993197,0.2946428571428571,0.175,0.238095238095238,0.3235294117647059,0.2832446808510638
Native American,0.28,0.2076923076923077,0.2490421455938697,0.2713178294573643,0.2621527777777778,0.265625,0.1304347826086956,0.1768292682926829,0.1904761904761904,0.3180272108843537,0.2589285714285714,0.225,0.238095238095238,0.3088235294117647,0.2992021276595745
Roma,0.19,0.1884615384615384,0.2768199233716475,0.2548449612403101,0.2650462962962963,0.25,0.2282608695652173,0.1646341463414634,0.238095238095238,0.3180272108843537,0.2232142857142857,0.2,0.2619047619047619,0.2647058823529412,0.2699468085106383
South American,0.26,0.2269230769230769,0.2921455938697318,0.2974806201550387,0.3153935185185185,0.203125,0.2065217391304347,0.2134146341463414,0.1904761904761904,0.3673469387755102,0.2232142857142857,0.2166666666666666,0.238095238095238,0.25,0.3085106382978723
White,0.22,0.2346153846153846,0.2222222222222222,0.2354651162790697,0.2390046296296296,0.21875,0.1956521739130435,0.1585365853658536,0.2261904761904762,0.2763605442176871,0.2410714285714285,0.1833333333333333,0.2023809523809523,0.25,0.2632978723404255
