,African,African American,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.01,0.0,0.003831417624521,0.000968992248062,0.0005787037037037,-0.015625,0.0326086956521739,-0.0121951219512195,-0.0238095238095238,-0.0136054421768707,-0.0089285714285714,0.0166666666666666,0.0,-0.0147058823529411,0.0
African,-0.02,0.0038461538461538,-0.003831417624521,-0.003875968992248,0.0040509259259259,0.0,-0.0217391304347826,0.0426829268292682,0.0357142857142857,-0.0017006802721088,0.0446428571428571,-0.0166666666666666,0.0833333333333333,-0.0441176470588235,0.0026595744680851
African American,0.03,-0.0192307692307692,0.0067049808429118,0.002906976744186,0.0109953703703703,0.0,0.0217391304347826,0.0182926829268292,0.0,0.0042517006802721,0.0267857142857142,0.0166666666666666,0.0952380952380952,-0.0588235294117647,0.0013297872340425
Arab,0.0,-0.0192307692307692,0.014367816091954,-0.003875968992248,0.0017361111111111,0.015625,-0.0108695652173913,0.0182926829268292,0.0,0.0093537414965986,0.0178571428571428,0.0,0.0833333333333333,-0.0588235294117647,0.0079787234042553
Asian,0.05,-0.0307692307692307,0.0095785440613026,0.0145348837209302,0.0104166666666666,0.015625,-0.0217391304347826,0.0121951219512195,0.0,0.016156462585034,-0.0089285714285714,0.025,0.0952380952380952,-0.0147058823529411,0.014627659574468
Black,0.02,-0.0384615384615384,-0.0019157088122605,-0.0096899224806201,-0.0005787037037037,0.0625,-0.0326086956521739,0.0060975609756097,0.0119047619047619,0.0136054421768707,0.0089285714285714,0.0416666666666666,0.0357142857142857,-0.0735294117647058,-0.0013297872340425
Caucasian,0.04,-0.023076923076923,0.0057471264367816,0.002906976744186,0.0167824074074074,0.015625,-0.0108695652173913,0.024390243902439,0.0238095238095238,0.0212585034013605,0.0089285714285714,0.0083333333333333,0.0476190476190476,-0.0147058823529411,0.0026595744680851
European,0.01,-0.0384615384615384,0.003831417624521,0.0116279069767441,0.005787037037037,-0.015625,-0.0434782608695652,0.0121951219512195,-0.0119047619047619,-0.0017006802721088,0.0446428571428571,-0.0083333333333333,0.0952380952380952,-0.0735294117647058,-0.0013297872340425
Hispanic,0.01,-0.0115384615384615,-0.0009578544061302,0.000968992248062,0.0138888888888888,0.0,-0.0326086956521739,0.0121951219512195,0.0,0.0127551020408163,0.0,-0.025,0.0833333333333333,-0.0735294117647058,0.0132978723404255
Jewish,0.03,-0.0307692307692307,0.003831417624521,0.003875968992248,0.0150462962962962,0.03125,-0.0434782608695652,0.0,0.0238095238095238,0.0068027210884353,0.0357142857142857,0.0,0.0833333333333333,-0.0441176470588235,0.0119680851063829
Latino,0.01,-0.0115384615384615,0.0057471264367816,0.0096899224806201,0.0133101851851851,0.03125,0.0217391304347826,0.0121951219512195,0.0357142857142857,0.0136054421768707,-0.0089285714285714,0.0,0.0952380952380952,-0.0441176470588235,0.0053191489361702
Middle Eastern,0.05,-0.0461538461538461,0.0105363984674329,0.005813953488372,0.0,0.046875,0.0108695652173913,-0.0121951219512195,0.0,-0.0068027210884353,0.0267857142857142,0.0083333333333333,0.0595238095238095,-0.0294117647058823,0.0106382978723404
Native American,0.0,-0.0153846153846153,0.0134099616858237,0.001937984496124,0.0075231481481481,0.0,-0.0108695652173913,-0.0182926829268292,0.0238095238095238,0.0144557823129251,0.0089285714285714,-0.025,0.0595238095238095,-0.0588235294117647,0.0106382978723404
Roma,0.04,-0.0153846153846153,0.0019157088122605,-0.003875968992248,0.0005787037037037,0.046875,-0.0108695652173913,0.0426829268292682,-0.0119047619047619,0.0204081632653061,0.0446428571428571,-0.0083333333333333,0.0595238095238095,-0.0588235294117647,-0.0119680851063829
South American,0.0,-0.0423076923076923,-0.0009578544061302,0.0096899224806201,0.0,0.03125,0.0,0.0121951219512195,-0.0357142857142857,0.0127551020408163,0.0089285714285714,0.0333333333333333,0.0714285714285714,-0.0441176470588235,0.0226063829787234
White,0.03,-0.05,0.0172413793103448,-0.005813953488372,0.0046296296296296,0.03125,-0.0434782608695652,0.0121951219512195,0.0238095238095238,0.0119047619047619,0.0357142857142857,-0.0166666666666666,0.0476190476190476,-0.0735294117647058,-0.0053191489361702
