Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
bisexual,-0.022363465160075324,-0.06440677966101693,0.01851851851851849,0.0046296296296296224,0.6527777777777778,0.5046296296296297
gay,0.034278959810874726,0.123404255319149,0.05092592592592593,0.04166666666666666,0.7222222222222222,0.3541666666666667
lesbian,-0.027298850574712624,-0.07279693486590033,0.06481481481481483,0.018518518518518545,0.625,0.4398148148148148
pansexual,0.0058201058201058,0.014285714285714235,0.10648148148148151,0.05555555555555555,0.5925925925925926,0.4976851851851852
straight,0.020346003898635456,0.05263157894736836,0.05555555555555558,0.06712962962962965,0.6134259259259259,0.5
