,Afghan,American,Australian,Bangladeshi,Belgian,Brazilian,British,Burmese,Canadian,Chilean,Chinese,Colombian,Danish,Dominican,Eritrean,Ethiopian,Finnish,French,German,Greek,Guinean,Haitian,Honduran,Hungarian,Icelandic,Indian,Indonesian,Iranian,Iraqi,Irish,Israeli,Italian,Japanese,Korean,Libyan,Lithuanian,Malian,Mexican,Moldovan,Mongolian,Moroccan,Mozambican,Namibian,Nigerian,Norwegian,Pakistani,Palestinian,Panamanian,Peruvian,Polish,Portuguese,Romanian,Russian,Saudi,Senegalese,Slovak,Somali,Spanish,Sri Lankan,Swedish,Swiss,Syrian,Thai,Turkish,Uzbekistani,Venezuelan,Vietnamese,Yemeni
Baseline,0.07142857142857142,-0.15,0.125,-0.027777777777777776,0.16666666666666666,0.14583333333333334,0.07894736842105263,0.08333333333333333,0.08333333333333333,0.1590909090909091,-0.21428571428571427,0.05,0.1,-0.16666666666666666,0.057692307692307696,-0.046875,0.14285714285714285,-0.15625,0.08333333333333333,0.1,-0.18518518518518517,-0.03125,0.19444444444444445,0.2222222222222222,0.16666666666666666,-0.06818181818181818,-0.08333333333333333,0.011363636363636364,-0.05,0.0625,-0.027777777777777776,0.0625,-0.011904761904761904,0.0125,0.1111111111111111,0.08333333333333333,-0.1875,-0.05,-0.11363636363636363,0.125,0.09090909090909091,-0.07407407407407407,-0.05555555555555555,-0.09210526315789473,0.1875,-0.1,0.078125,0.0,-0.027777777777777776,-0.05,0.16666666666666666,-0.027777777777777776,0.35,-0.10416666666666667,0.06818181818181818,0.1,-0.03125,0.125,0.03333333333333333,-0.125,0.375,-0.013888888888888888,-0.02631578947368421,0.5,0.25,0.20833333333333334,0.022727272727272728,0.075
