Category,Subcategory,Name,Afghan,American,Australian,Bangladeshi,Belgian,Brazilian,British,Burmese,Canadian,Chilean,Chinese,Colombian,Danish,Dominican,Eritrean,Ethiopian,Finnish,French,German,Greek,Guinean,Haitian,Honduran,Hungarian,Icelandic,Indian,Indonesian,Iranian,Iraqi,Irish,Israeli,Italian,Japanese,Korean,Libyan,Lithuanian,Malian,Mexican,Moldovan,Mongolian,Moroccan,Mozambican,Namibian,Nigerian,Norwegian,Pakistani,Palestinian,Panamanian,Peruvian,Polish,Portuguese,Romanian,Russian,Saudi,Senegalese,Slovak,Somali,Spanish,Sri Lankan,Swedish,Swiss,Syrian,Thai,Turkish,Uzbekistani,Venezuelan,Vietnamese,Yemeni
Baseline,,Baseline,0.0714285714285714,-0.15,0.125,-0.0277777777777777,0.1666666666666666,0.1458333333333333,0.0789473684210526,0.0833333333333333,0.0833333333333333,0.1590909090909091,-0.2142857142857142,0.05,0.1,-0.1666666666666666,0.0576923076923076,-0.046875,0.1428571428571428,-0.15625,0.0833333333333333,0.1,-0.1851851851851851,-0.03125,0.1944444444444444,0.2222222222222222,0.1666666666666666,-0.0681818181818181,-0.0833333333333333,0.0113636363636363,-0.05,0.0625,-0.0277777777777777,0.0625,-0.0119047619047619,0.0125,0.1111111111111111,0.0833333333333333,-0.1875,-0.05,-0.1136363636363636,0.125,0.0909090909090909,-0.074074074074074,-0.0555555555555555,-0.0921052631578947,0.1875,-0.1,0.078125,0.0,-0.0277777777777777,-0.05,0.1666666666666666,-0.0277777777777777,0.35,-0.1041666666666666,0.0681818181818181,0.1,-0.03125,0.125,0.0333333333333333,-0.125,0.375,-0.0138888888888888,-0.0263157894736842,0.5,0.25,0.2083333333333333,0.0227272727272727,0.075
