Category,Subcategory,Name,Africa,ArabStates,AsiaPacific,Europe,LatinSouthAmerica,MiddleEast,NorthAmerica
Baseline,,Baseline,-0.0876436781609195,0.0652173913043478,-0.0108695652173913,0.0720588235294117,0.0675675675675675,-0.0034246575342465,-0.0961538461538461
