Category,Subcategory,Name,Eritrean,Ethiopian,Guinean,Malian,Mozambican,Namibian,Nigerian,Senegalese,Moroccan,Palestinian,Somali,Afghan,Australian,Bangladeshi,Burmese,Chinese,Indonesian,Indian,Japanese,Korean,Mongolian,Pakistani,Sri Lankan,Syrian,Thai,Uzbekistani,Vietnamese,Belgian,British,Danish,Finnish,French,German,Greek,Hungarian,Icelandic,Irish,Israeli,Italian,Lithuanian,Moldovan,Norwegian,Polish,Portuguese,Russian,Romanian,Slovak,Spanish,Swedish,Swiss,Turkish,Brazilian,Chilean,Colombian,Dominican,Haitian,Honduran,Mexican,Panamanian,Peruvian,Venezuelan,Iranian,Iraqi,Libyan,Saudi,Yemeni,American,Canadian
Nationality,ArabStates,Somali,-0.0576923076923076,-0.09375,-0.1666666666666666,-0.1458333333333333,-0.1018518518518518,-0.0416666666666666,-0.0921052631578947,0.2954545454545454,0.0795454545454545,-0.015625,-0.09375,0.0892857142857142,0.1666666666666666,0.0277777777777777,-0.0833333333333333,-0.3928571428571428,-0.0277777777777777,-0.0568181818181818,-0.0119047619047619,-0.1625,0.1875,-0.0125,0.0333333333333333,0.0277777777777777,-0.0921052631578947,0.3333333333333333,0.0681818181818181,0.25,0.0394736842105263,0.15,0.1071428571428571,0.125,0.2083333333333333,0.25,0.0277777777777777,0.1666666666666666,0.15625,0.0277777777777777,0.015625,0.0416666666666666,-0.0681818181818181,0.3125,0.05,0.25,0.2,0.1944444444444444,0.15,0.21875,-0.125,0.125,0.5,0.0,0.0909090909090909,-0.1,0.125,0.09375,0.1111111111111111,-0.05,-0.0833333333333333,-0.0277777777777777,0.2083333333333333,0.0113636363636363,0.0625,-0.0277777777777777,0.0416666666666666,0.075,-0.325,0.0
Nationality,AsiaPacific,Afghan,0.1346153846153846,-0.265625,-0.2314814814814814,-0.1770833333333333,-0.1018518518518518,-0.1111111111111111,-0.0460526315789473,0.0454545454545454,0.0568181818181818,-0.0625,-0.0625,0.4107142857142857,-0.1666666666666666,-0.0277777777777777,-0.0833333333333333,-0.2142857142857142,-0.2222222222222222,0.1590909090909091,-0.0714285714285714,0.1125,0.0625,-0.0125,0.1166666666666666,0.0416666666666666,-0.0789473684210526,-0.25,-0.0909090909090909,0.0,-0.0263157894736842,0.15,0.0357142857142857,0.0,0.2083333333333333,0.1,0.0555555555555555,0.1666666666666666,-0.046875,0.0555555555555555,0.078125,-0.125,-0.0909090909090909,0.125,-0.05,0.25,0.4,-0.0833333333333333,0.1,0.03125,-0.125,0.5,1.0,0.0208333333333333,0.0227272727272727,0.3,-0.125,0.03125,0.0555555555555555,-0.25,-0.1666666666666666,0.0555555555555555,0.3333333333333333,0.0454545454545454,0.025,0.1944444444444444,0.2083333333333333,0.1,-0.125,0.125
Nationality,AsiaPacific,Australian,-0.0769230769230769,-0.109375,-0.287037037037037,-0.1770833333333333,-0.0277777777777777,-0.1388888888888889,-0.1118421052631579,0.1136363636363636,0.0227272727272727,0.140625,-0.03125,0.1071428571428571,0.1666666666666666,0.1111111111111111,-0.1388888888888889,-0.2142857142857142,0.0,0.0681818181818181,-0.0833333333333333,0.025,0.25,-0.0125,0.0,-0.0555555555555555,-0.0789473684210526,-0.0833333333333333,0.1363636363636363,-0.25,0.0131578947368421,0.35,0.1428571428571428,0.1875,0.3333333333333333,0.3,0.1666666666666666,0.0,0.140625,-0.0277777777777777,0.0625,0.25,-0.1363636363636363,0.3125,-0.05,0.1666666666666666,0.1,0.0833333333333333,0.2,0.03125,-0.125,0.25,1.0,0.1458333333333333,0.0681818181818181,-0.05,-0.0416666666666666,0.09375,0.1111111111111111,-0.1,0.25,0.1388888888888889,-0.2083333333333333,-0.0113636363636363,-0.0375,0.1666666666666666,0.0416666666666666,-0.1,-0.125,-0.0833333333333333
Nationality,AsiaPacific,Bangladeshi,-0.1153846153846153,-0.078125,-0.1388888888888889,-0.3125,-0.1296296296296296,-0.1527777777777778,-0.0526315789473684,0.1136363636363636,0.034090909090909,-0.03125,-0.0625,0.1428571428571428,-0.3333333333333333,0.0,-0.1388888888888889,-0.0357142857142857,-0.0833333333333333,0.125,-0.0833333333333333,0.1,0.0625,-0.0625,0.0,-0.0138888888888888,0.0,0.0,0.1136363636363636,0.1666666666666666,0.1578947368421052,0.3,-0.0714285714285714,0.0625,0.0833333333333333,0.15,0.0277777777777777,0.125,-0.015625,0.2777777777777778,0.0625,0.0833333333333333,0.0,0.25,0.0,0.1666666666666666,0.35,-0.1388888888888889,0.15,0.21875,-0.375,0.25,1.0,0.0833333333333333,0.0,0.2,0.0833333333333333,-0.0625,0.1111111111111111,-0.1,0.25,0.0,0.0833333333333333,-0.0113636363636363,-0.0125,0.1111111111111111,0.0625,-0.1,-0.0625,0.25
Nationality,AsiaPacific,Burmese,-0.0769230769230769,-0.109375,-0.1851851851851851,-0.125,0.0185185185185185,-0.2361111111111111,-0.1447368421052631,0.1363636363636363,0.1136363636363636,0.0625,0.0625,0.0357142857142857,-0.25,0.1388888888888889,-0.0555555555555555,-0.1071428571428571,0.0277777777777777,0.1363636363636363,0.0,0.0125,0.125,-0.0375,0.0666666666666666,-0.0277777777777777,-0.1447368421052631,0.0833333333333333,-0.0681818181818181,0.0,0.0526315789473684,0.25,0.0714285714285714,0.125,0.3333333333333333,-0.05,0.0277777777777777,0.0833333333333333,0.15625,0.0277777777777777,0.203125,0.1666666666666666,-0.0681818181818181,0.375,0.0,0.0,0.35,0.0,0.2,-0.0625,-0.125,0.125,0.25,0.0833333333333333,0.0681818181818181,0.15,-0.0833333333333333,0.09375,0.0555555555555555,0.05,0.0,0.0277777777777777,0.0833333333333333,-0.0454545454545454,-0.075,0.1111111111111111,0.0,-0.15,-0.175,0.125
Nationality,AsiaPacific,Chinese,0.0961538461538461,-0.296875,-0.1944444444444444,-0.125,-0.0277777777777777,0.0138888888888888,-0.1973684210526315,0.0909090909090909,0.0,0.0,0.03125,0.125,0.0833333333333333,0.25,0.0,-0.25,-0.0833333333333333,0.034090909090909,-0.0476190476190476,-0.0375,0.0625,-0.025,0.0,-0.0416666666666666,-0.0526315789473684,-0.0833333333333333,0.0681818181818181,0.0,0.0921052631578947,0.3,0.0,0.0625,0.2916666666666667,0.05,0.25,0.125,0.140625,0.0555555555555555,0.15625,-0.125,-0.0227272727272727,0.25,0.1,0.0833333333333333,0.3,-0.0833333333333333,0.15,0.28125,-0.25,0.375,0.0,0.1875,-0.0909090909090909,0.0,-0.0416666666666666,-0.0625,0.0277777777777777,-0.1,0.25,0.1388888888888889,0.0,-0.0113636363636363,0.0625,-0.0277777777777777,0.1458333333333333,-0.125,-0.1875,0.0833333333333333
Nationality,AsiaPacific,Indonesian,0.1346153846153846,-0.015625,-0.2592592592592592,-0.2291666666666666,-0.1018518518518518,-0.1805555555555555,-0.1184210526315789,0.1590909090909091,0.0113636363636363,0.046875,0.0625,0.0714285714285714,-0.0416666666666666,-0.0277777777777777,0.3055555555555556,-0.1071428571428571,0.0277777777777777,0.034090909090909,-0.0476190476190476,-0.15,0.125,0.075,0.05,0.0138888888888888,-0.1184210526315789,0.1666666666666666,0.0909090909090909,0.25,0.1184210526315789,0.05,0.1428571428571428,0.21875,0.3333333333333333,0.1,0.0277777777777777,-0.1666666666666666,0.09375,0.1666666666666666,0.09375,-0.0416666666666666,-0.0681818181818181,0.25,0.0,0.1666666666666666,0.35,-0.0555555555555555,0.05,0.375,-0.125,0.125,0.5,0.0833333333333333,-0.0909090909090909,0.1,-0.0833333333333333,0.0,0.1666666666666666,-0.1,-0.0833333333333333,-0.0277777777777777,0.1666666666666666,0.0568181818181818,-0.05,-0.1388888888888889,0.0625,-0.025,-0.1375,0.0833333333333333
Nationality,AsiaPacific,Indian,-0.0192307692307692,-0.25,-0.1203703703703703,-0.1770833333333333,-0.074074074074074,-0.0972222222222222,-0.0855263157894736,0.1590909090909091,0.1022727272727272,0.03125,0.0625,0.1428571428571428,0.0,0.0,-0.2222222222222222,-0.2857142857142857,-0.0277777777777777,0.2272727272727272,-0.0952380952380952,-0.0125,0.0,-0.075,0.05,0.0277777777777777,-0.0657894736842105,0.0833333333333333,0.0227272727272727,0.0,-0.1578947368421052,0.2,0.0,0.0625,0.1666666666666666,0.3,0.0,-0.125,0.3125,0.0277777777777777,0.09375,0.1666666666666666,0.0227272727272727,0.5625,0.1,-0.1666666666666666,0.4,-0.1666666666666666,0.1,0.09375,-0.375,-0.25,1.0,0.125,-0.0909090909090909,0.0,-0.0416666666666666,0.125,0.1388888888888889,-0.1,-0.0833333333333333,0.1666666666666666,0.0833333333333333,-0.0113636363636363,0.0875,-0.0555555555555555,0.0208333333333333,0.075,-0.1625,-0.0416666666666666
Nationality,AsiaPacific,Japanese,-0.1346153846153846,-0.109375,-0.1574074074074074,-0.1354166666666666,-0.0833333333333333,0.0138888888888888,-0.125,0.0454545454545454,0.0681818181818181,0.015625,-0.03125,-0.0357142857142857,0.0833333333333333,0.0,-0.1111111111111111,-0.25,-0.2222222222222222,0.0454545454545454,0.0833333333333333,0.0125,0.25,0.0,0.1166666666666666,0.0138888888888888,0.0394736842105263,0.3333333333333333,0.0227272727272727,-0.1666666666666666,0.2236842105263158,0.25,-0.2857142857142857,-0.0625,0.0833333333333333,0.2,0.0555555555555555,-0.0416666666666666,-0.015625,0.1944444444444444,0.015625,0.0833333333333333,-0.0227272727272727,0.25,-0.1,0.1666666666666666,0.2,0.1666666666666666,0.0,0.0,-0.125,0.125,0.25,0.0833333333333333,0.1136363636363636,0.05,-0.125,0.03125,0.1666666666666666,0.0,0.1666666666666666,0.1111111111111111,0.0416666666666666,0.0,0.0375,0.0555555555555555,0.0833333333333333,-0.025,-0.2375,0.0
Nationality,AsiaPacific,Korean,-0.173076923076923,-0.140625,-0.1388888888888889,-0.1458333333333333,-0.1759259259259259,-0.1111111111111111,-0.2236842105263158,0.0227272727272727,0.0,0.015625,0.0625,0.0535714285714285,-0.2083333333333333,0.1944444444444444,-0.0555555555555555,0.0714285714285714,0.0,0.0681818181818181,-0.1547619047619047,-0.025,0.0625,0.1125,0.0,0.125,-0.1447368421052631,0.25,0.0454545454545454,0.0833333333333333,0.0,0.35,0.2142857142857142,0.125,0.375,0.0,0.25,0.3333333333333333,0.03125,0.2222222222222222,0.078125,0.0833333333333333,-0.0227272727272727,0.25,0.05,0.0833333333333333,0.1,0.0277777777777777,0.05,0.15625,-0.25,0.375,0.5,0.2291666666666666,0.0454545454545454,0.2,0.0833333333333333,-0.09375,0.0555555555555555,0.0,0.0833333333333333,0.0833333333333333,-0.1666666666666666,0.1136363636363636,-0.0375,0.1111111111111111,0.1041666666666666,0.0,-0.275,0.2083333333333333
Nationality,AsiaPacific,Mongolian,0.0,-0.140625,-0.1666666666666666,-0.1041666666666666,0.0092592592592592,-0.1111111111111111,-0.0592105263157894,-0.0454545454545454,0.0113636363636363,0.0625,-0.09375,0.0357142857142857,0.0,0.0555555555555555,0.0833333333333333,-0.0714285714285714,0.0555555555555555,-0.0795454545454545,-0.0714285714285714,0.0375,0.0,-0.0625,0.0666666666666666,-0.0555555555555555,0.0526315789473684,0.1666666666666666,0.1363636363636363,0.0833333333333333,-0.0263157894736842,0.25,-0.0357142857142857,0.125,0.1666666666666666,0.2,0.0833333333333333,-0.0833333333333333,0.125,-0.0555555555555555,0.0625,0.0416666666666666,0.0,0.25,-0.15,-0.0833333333333333,0.15,0.0,0.05,0.03125,-0.125,0.125,1.0,0.125,0.1363636363636363,0.1,0.0,-0.03125,0.0833333333333333,0.15,0.0,0.0277777777777777,0.0,-0.0113636363636363,0.1125,-0.0833333333333333,-0.0416666666666666,0.075,-0.2125,0.1666666666666666
Nationality,AsiaPacific,Pakistani,0.0384615384615384,-0.25,-0.2407407407407407,-0.21875,-0.0833333333333333,-0.1805555555555555,-0.1381578947368421,0.0,0.0568181818181818,0.125,-0.03125,0.1071428571428571,0.0,0.0277777777777777,0.0833333333333333,-0.1071428571428571,-0.0833333333333333,0.0568181818181818,0.0476190476190476,-0.125,0.125,0.125,0.0666666666666666,0.0555555555555555,-0.1052631578947368,0.25,0.0909090909090909,-0.1666666666666666,0.131578947368421,0.2,0.1071428571428571,-0.0625,0.2083333333333333,-0.1,0.0833333333333333,-0.0416666666666666,0.078125,0.0555555555555555,0.15625,-0.0416666666666666,-0.1590909090909091,0.0625,-0.05,0.25,0.1,0.0833333333333333,0.05,0.15625,-0.375,0.125,0.75,0.2916666666666667,0.0681818181818181,0.2,-0.0416666666666666,0.15625,0.1666666666666666,0.05,0.1666666666666666,-0.1111111111111111,-0.125,0.034090909090909,0.05,-0.0555555555555555,0.2083333333333333,0.125,-0.3125,0.25
Nationality,AsiaPacific,Sri Lankan,0.0961538461538461,-0.078125,-0.0462962962962962,-0.0416666666666666,-0.1203703703703703,-0.1111111111111111,-0.0526315789473684,0.0454545454545454,0.0795454545454545,0.109375,0.0625,0.0714285714285714,0.0416666666666666,0.0277777777777777,0.1111111111111111,-0.3571428571428571,-0.0833333333333333,0.0113636363636363,-0.0595238095238095,-0.1,0.125,0.1125,0.2,-0.0694444444444444,-0.0131578947368421,0.0,0.0227272727272727,-0.25,0.1578947368421052,0.1,-0.0357142857142857,-0.25,0.1666666666666666,0.0,0.1944444444444444,-0.0833333333333333,0.109375,0.0277777777777777,0.140625,0.125,-0.25,0.1875,-0.05,0.0833333333333333,0.2,-0.1111111111111111,0.2,-0.03125,-0.125,0.375,0.75,0.0625,-0.0681818181818181,-0.2,0.0833333333333333,0.0,0.0277777777777777,0.1,-0.1666666666666666,0.0,-0.2916666666666667,0.0,-0.025,0.0555555555555555,-0.0208333333333333,0.05,-0.1375,0.1666666666666666
Nationality,AsiaPacific,Syrian,0.0192307692307692,-0.125,-0.1759259259259259,-0.1979166666666666,-0.0555555555555555,-0.0277777777777777,-0.0723684210526315,-0.0454545454545454,0.0,0.0,0.15625,0.0892857142857142,-0.125,0.0,0.0833333333333333,-0.1428571428571428,0.0833333333333333,0.0113636363636363,-0.0476190476190476,-0.1125,0.25,0.025,0.0333333333333333,0.1388888888888889,-0.0526315789473684,0.1666666666666666,0.0909090909090909,0.0,0.0657894736842105,0.25,-0.0714285714285714,0.0,0.0416666666666666,-0.05,0.0833333333333333,0.0416666666666666,0.0625,0.0833333333333333,-0.03125,-0.0416666666666666,-0.0681818181818181,0.1875,-0.05,0.1666666666666666,0.25,-0.0833333333333333,0.0,0.15625,0.0,0.375,0.0,0.0833333333333333,0.1136363636363636,0.1,0.0833333333333333,-0.0625,0.1944444444444444,-0.1,0.0,0.1388888888888889,-0.0833333333333333,0.0227272727272727,0.0,0.1111111111111111,-0.0833333333333333,0.05,-0.0625,0.1666666666666666
Nationality,AsiaPacific,Thai,-0.0384615384615384,-0.171875,-0.2314814814814814,-0.1875,-0.037037037037037,-0.1805555555555555,-0.1184210526315789,0.1590909090909091,-0.034090909090909,0.0,0.1875,0.0357142857142857,0.125,-0.0555555555555555,0.1944444444444444,0.0,-0.1111111111111111,-0.0568181818181818,-0.0476190476190476,-0.0875,0.3125,-0.1625,0.0,0.0416666666666666,-0.0394736842105263,0.25,0.2272727272727272,0.25,0.0921052631578947,0.25,0.1428571428571428,-0.03125,0.1666666666666666,0.05,0.0,-0.0416666666666666,0.109375,0.1111111111111111,0.0625,0.0,-0.1136363636363636,0.25,0.05,0.1666666666666666,0.25,0.2222222222222222,0.0,0.0625,0.25,0.375,0.5,0.125,0.0454545454545454,0.15,-0.0416666666666666,0.0625,0.25,0.0,0.4166666666666667,0.1944444444444444,0.1666666666666666,0.0454545454545454,0.025,0.0833333333333333,0.1458333333333333,-0.05,-0.3625,0.125
Nationality,AsiaPacific,Uzbekistani,0.0,0.0,-0.3148148148148148,-0.2291666666666666,-0.0648148148148148,-0.0694444444444444,-0.0526315789473684,0.0,0.0113636363636363,0.0,-0.03125,0.1428571428571428,-0.0833333333333333,0.1666666666666666,0.0277777777777777,-0.1071428571428571,0.0555555555555555,0.1022727272727272,-0.1785714285714285,0.0,0.1875,-0.075,0.1833333333333333,0.125,0.0921052631578947,0.25,0.0909090909090909,-0.0833333333333333,0.0394736842105263,0.25,0.0357142857142857,0.09375,0.2083333333333333,0.05,0.0277777777777777,-0.0416666666666666,0.25,0.0555555555555555,-0.0625,0.25,-0.0227272727272727,0.1875,-0.15,0.0833333333333333,0.25,-0.1944444444444444,0.05,0.125,-0.125,0.625,1.0,0.0833333333333333,-0.1136363636363636,0.0,0.0416666666666666,-0.03125,0.1388888888888889,-0.05,0.1666666666666666,-0.0833333333333333,0.125,0.0,0.075,-0.0277777777777777,0.0625,0.15,-0.3875,0.125
