,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,straight_ambig,gay_ambig,lesbian_ambig,bisexual_ambig,pansexual_ambig,TB_ambig,PB_ambig,straight_disambig,gay_disambig,lesbian_disambig,bisexual_disambig,pansexual_disambig,TB_disambig,PB_disambig
Baseline,0.0045811677743353,0.0187204849100298,0.048148148148148,0.0722222222222221,0.8046296296296296,0.7615740740740741,0.1913793103448275,-0.0633333333333333,0.0522222222222222,0.0797872340425531,0.0557142857142856,0.4424363856572217,0.0,0.1137931034482758,-0.0033333333333333,0.0655555555555555,0.0063829787234042,-0.0214285714285714,0.2104935424891402,0.0
straight,0.0199094215691201,0.0397186343659155,0.0624999999999999,0.0898148148148148,0.7236111111111112,0.5745370370370371,0.343103448275862,-0.0449999999999999,0.061111111111111,0.0138297872340425,0.0257142857142857,0.48875863233530104,0.2749038069617672,0.1482758620689655,0.0216666666666666,0.0377777777777777,-0.0159574468085106,-0.0042857142857142,0.22796346760763464,0.12674381907323942
gay,-0.0082602032685325,-0.0168565715043343,-0.0069444444444444,0.0638888888888888,0.6800925925925926,0.5421296296296296,-0.0534482758620689,0.0858333333333332,0.0999999999999999,0.0021276595744681,0.0985714285714285,0.3399806973412986,0.5622887479765686,0.0465517241379309,0.0058333333333333,0.0799999999999999,0.0170212765957446,0.0071428571428571,0.1565491912098658,0.13006221686522482
lesbian,-0.0035373519248879,-0.0065494178475849,0.0134259259259259,0.0648148148148147,0.6685185185185185,0.5074074074074074,-0.093103448275862,0.0208333333333333,0.3411111111111111,-0.0287234042553191,0.0371428571428571,0.5209141541184826,0.7846203810455457,0.0465517241379309,0.0199999999999999,0.1022222222222221,-0.0085106382978723,0.0099999999999999,0.1872845846580251,0.17356356776019252
bisexual,-0.0012674051528933,-0.001571012283193,0.0125,0.0824074074074073,0.6402777777777777,0.7189814814814814,0.0206896551724137,-0.0549999999999999,0.0699999999999999,0.1382978723404254,0.0714285714285714,0.3554160989414103,0.27102569029568296,0.0413793103448275,-0.0058333333333333,0.0522222222222222,0.0840425531914893,-0.0242857142857142,0.2077631333775865,0.1687638437620095
pansexual,0.001321385833569,-0.0056606447022055,0.0069444444444444,0.0416666666666666,0.576388888888889,0.7666666666666666,-0.0275862068965516,-0.0341666666666666,0.0399999999999999,0.0744680851063829,0.2285714285714285,0.4047923872410295,0.4385306979235811,0.0155172413793103,0.0125,0.0422222222222221,0.027659574468085,0.0557142857142857,0.15361332378390308,0.2358619816231701
