,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,straight_ambig,gay_ambig,lesbian_ambig,bisexual_ambig,pansexual_ambig,TB_ambig,PB_ambig,straight_disambig,gay_disambig,lesbian_disambig,bisexual_disambig,pansexual_disambig,TB_disambig,PB_disambig
Baseline,-0.0112847222222222,-0.0208333333333333,0.0324074074074074,0.0972222222222222,0.7013888888888888,0.4583333333333333,0.0775862068965517,0.0291666666666666,0.0277777777777777,0.0159574468085106,0.0285714285714285,0.1790595267209351,0.0,0.0608695652173913,0.0127118644067796,0.0167597765363128,0.0652173913043478,-0.0142857142857142,0.1698443117505457,0.0
straight,0.028763440860215,0.0580645161290322,0.0231481481481481,0.0092592592592593,0.5509259259259259,0.5046296296296297,0.25,0.0041666666666666,0.0055555555555555,-0.026595744680851,-0.0857142857142857,0.3720322526173588,0.3764749211007463,0.1018518518518518,0.0094786729857819,0.0481927710843373,0.006060606060606,-0.0303030303030303,0.1958869322856073,0.1508225738645406
gay,0.0326820464532328,0.0576271186440677,-0.0300925925925925,0.0879629629629629,0.5115740740740741,0.4328703703703703,-0.0172413793103448,0.1041666666666666,0.0388888888888888,-0.1329787234042553,0.1571428571428571,0.4504185154130126,0.45844629610220206,0.09,-0.013953488372093,0.0473372781065088,0.0120481927710843,0.0303030303030303,0.1936419895527164,0.18413123225368527
lesbian,0.0,0.0,-0.0416666666666666,0.1203703703703703,0.5370370370370371,0.3888888888888889,-0.0689655172413793,0.0833333333333333,0.1833333333333333,-0.0744680851063829,-0.1214285714285714,0.5315288404430002,0.5966994782750468,0.0094339622641509,0.0368663594470046,0.0946745562130177,-0.0058479532163742,-0.0451127819548872,0.1919356130954346,0.25539728986006527
bisexual,-0.0185054773082941,-0.0309859154929577,-0.0254629629629629,0.0972222222222222,0.6319444444444444,0.4027777777777778,-0.0086206896551724,0.0666666666666666,-0.1166666666666666,0.2446808510638297,0.0071428571428571,0.4437777311951924,0.5183033166800588,0.0707964601769911,-0.0258620689655172,0.0112359550561797,0.081967213114754,-0.0072463768115942,0.1971080741250362,0.07781380909655589
pansexual,0.0304718560368277,0.0564971751412428,0.0416666666666666,0.0833333333333333,0.6296296296296297,0.4606481481481481,0.0775862068965517,0.0125,-0.0111111111111111,-0.0372340425531914,0.2785714285714286,0.4170027891322828,0.35874704491725745,0.0982142857142857,-0.0349344978165938,0.03954802259887,0.0710382513661202,0.0072992700729927,0.2510343275688624,0.1351851732033043
