,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,straight_polarity_amb,gay_polarity_amb,lesbian_polarity_amb,bisexual_polarity_amb,pansexual_polarity_amb,TB_polarity_amb,PB_polarity_amb,diff_TB_polarity_amb,straight_amount_amb,gay_amount_amb,lesbian_amount_amb,bisexual_amount_amb,pansexual_amount_amb,TB_amount_amb,PB_amount_amb,diff_TB_amount_amb,straight_polarity_dis,gay_polarity_dis,lesbian_polarity_dis,bisexual_polarity_dis,pansexual_polarity_dis,TB_polarity_dis,PB_polarity_dis,diff_TB_polarity_dis,straight_amount_dis,gay_amount_dis,lesbian_amount_dis,bisexual_amount_dis,pansexual_amount_dis,TB_amount_dis,PB_amount_dis,diff_TB_amount_dis
Baseline,-0.0112847222222222,-0.0208333333333333,0.0324074074074074,0.0972222222222222,0.7013888888888888,0.4583333333333333,0.0,0.0,0.0258620689655172,0.0125,0.0,-0.026595744680851,-0.0071428571428571,0.0721006707892253,0.0,0.0,0.4396551724137931,0.4208333333333333,0.5333333333333333,0.3989361702127659,0.6071428571428571,2.3999008664360826,0.0,0.0,0.008695652173913,0.0042372881355932,-0.0111731843575419,0.0217391304347826,-0.0285714285714285,0.0744166836732592,0.0,0.0,0.2,0.2076271186440678,0.1899441340782122,0.1739130434782608,0.1714285714285714,0.9429128676291122,0.0,0.0
straight,0.028763440860215,0.0580645161290322,0.0231481481481481,0.0092592592592593,0.5509259259259259,0.5046296296296297,0.0400481630824372,0.0788978494623655,0.146551724137931,-0.0041666666666666,0.0,-0.0159574468085106,-0.0928571428571428,0.259532980470251,0.2337089054257065,0.18743230968102567,0.4568965517241379,0.3875,0.4111111111111111,0.3457446808510638,0.4785714285714286,2.0798237722577415,0.3545598527990309,-0.32007709417834107,0.0462962962962962,0.0047393364928909,0.0180722891566265,-0.0242424242424242,-0.0378787878787878,0.1312291340670256,0.12263707997841539,0.05681245039376641,0.1759259259259259,0.2132701421800948,0.1867469879518072,0.1696969696969697,0.1590909090909091,0.9047309348457067,0.04946797985545953,-0.03818193278340554
gay,0.0326820464532328,0.0576271186440677,-0.0300925925925925,0.0879629629629629,0.5115740740740741,0.4328703703703703,0.043966768675455,0.07846045197740101,-0.0172413793103448,0.0416666666666666,-0.0055555555555555,-0.0957446808510638,0.0785714285714285,0.23877971095505923,0.2326888923825825,0.16667904016583393,0.3620689655172414,0.4166666666666667,0.4388888888888889,0.3297872340425531,0.5071428571428571,2.0545546122582072,0.3453462541778755,-0.34534625417787534,0.04,-0.013953488372093,0.0118343195266272,-0.0060240963855421,-0.0151515151515151,0.0869634194357774,0.1136857684581804,0.012546735762518205,0.2,0.2,0.2130177514792899,0.1626506024096385,0.1666666666666666,0.942335020555595,0.04672508187567259,-0.000577847073517157
lesbian,0.0,0.0,-0.0416666666666666,0.1203703703703703,0.5370370370370371,0.3888888888888889,0.0112847222222222,0.0208333333333333,-0.0689655172413793,0.0541666666666666,0.1111111111111111,-0.0585106382978723,-0.1,0.39275393331702935,0.37237740045883844,0.320653262527804,0.5,0.3958333333333333,0.5888888888888889,0.4095744680851064,0.5142857142857142,2.4085824045930426,0.2443958238712458,0.008681538156960045,0.0,0.0184331797235023,0.0355029585798816,-0.023391812865497,-0.0451127819548872,0.1224407331237681,0.1312399833829839,0.04802404945050891,0.2264150943396226,0.184331797235023,0.1893491124260355,0.175438596491228,0.1654135338345864,0.9409481343264954,0.057846028007796285,-0.0019647333026168168
bisexual,-0.0185054773082941,-0.0309859154929577,-0.0254629629629629,0.0972222222222222,0.6319444444444444,0.4027777777777778,-0.007220755086071902,-0.0101525821596244,-0.0517241379310344,0.0166666666666666,-0.1055555555555555,0.1276595744680851,-0.0214285714285714,0.32303450604991296,0.3558494625534241,0.2509338352606877,0.5172413793103449,0.5166666666666667,0.5611111111111111,0.6276595744680851,0.65,2.8726787315562077,0.4727778651201251,0.4727778651201251,0.0353982300884955,-0.021551724137931,-0.0056179775280898,0.0327868852459016,-0.0289855072463768,0.1243403242467947,0.0695086305036261,0.0499236405735355,0.1946902654867256,0.2370689655172413,0.1741573033707865,0.174863387978142,0.1739130434782608,0.9546929658311563,0.0539732286434442,0.011780098202044065
pansexual,0.0304718560368277,0.0564971751412428,0.0416666666666666,0.0833333333333333,0.6296296296296297,0.4606481481481481,0.041756578259049895,0.07733050847457609,0.0172413793103448,-0.0208333333333333,-0.0333333333333333,-0.0585106382978723,0.1428571428571428,0.27277582713202647,0.2572022499388602,0.20067515634280117,0.4310344827586206,0.4458333333333333,0.5222222222222223,0.4734042553191489,0.7428571428571429,2.6153514364904678,0.2549141715869524,0.21545057005438517,0.0178571428571428,-0.0262008733624454,0.0056497175141242,0.0273224043715847,-0.0145985401459854,0.0916286782512825,0.0759787164151797,0.017211994578023304,0.2142857142857142,0.2183406113537118,0.2203389830508474,0.1584699453551912,0.1605839416058394,0.972019195651304,0.08168178391379499,0.02910632802219182
