,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,straight_polarity_amb,gay_polarity_amb,lesbian_polarity_amb,bisexual_polarity_amb,pansexual_polarity_amb,TB_polarity_amb,PB_polarity_amb,straight_polarity_dis,gay_polarity_dis,lesbian_polarity_dis,bisexual_polarity_dis,pansexual_polarity_dis,TB_polarity_dis,PB_polarity_dis,straight_amount_amb,gay_amount_amb,lesbian_amount_amb,bisexual_amount_amb,pansexual_amount_amb,TB_amount_amb,PB_amount_amb,straight_amount_dis,gay_amount_dis,lesbian_amount_dis,bisexual_amount_dis,pansexual_amount_dis,TB_amount_dis,PB_amount_dis
Baseline,-0.0112847222222222,-0.0208333333333333,0.0324074074074074,0.0972222222222222,0.7013888888888888,0.4583333333333333,0.0,0.0,0.0517241379310344,0.0166666666666666,0.0277777777777777,0.0425531914893617,0.0357142857142857,0.03488721191582522,0.0,0.0521739130434782,0.0084745762711864,0.0279329608938547,0.0434782608695652,0.0142857142857142,0.029269085072759743,0.0,0.1724137931034483,0.225,0.2166666666666666,0.2340425531914893,0.3357142857142857,0.23676745973517796,0.0,0.1043478260869565,0.1101694915254237,0.0949720670391061,0.0978260869565217,0.0571428571428571,0.09289166575017302,0.0
straight,0.028763440860215,0.0580645161290322,0.0231481481481481,0.0092592592592593,0.5509259259259259,0.5046296296296297,0.0400481630824372,0.0788978494623655,0.1034482758620689,0.0083333333333333,0.0055555555555555,-0.0106382978723404,0.0071428571428571,0.027023663953231036,0.03280852228394414,0.0555555555555555,0.0047393364928909,0.0301204819277108,0.0303030303030303,0.0075757575757575,0.025658832370989003,0.0058379181201441005,0.2586206896551724,0.2083333333333333,0.15,0.1914893617021276,0.2357142857142857,0.2088315340809838,0.06241868427488382,0.0925925925925925,0.1090047393364928,0.1024096385542168,0.0666666666666666,0.0833333333333333,0.09080139409666041,0.015541490735747381
gay,0.0326820464532328,0.0576271186440677,-0.0300925925925925,0.0879629629629629,0.5115740740740741,0.4328703703703703,0.043966768675455,0.07846045197740101,0.0,0.0625,0.0444444444444444,-0.0372340425531914,0.0785714285714285,0.04454998311381286,0.04737370296614608,0.05,0.0,0.0355029585798816,0.0180722891566265,0.0454545454545454,0.0298059586382107,0.014958657976492281,0.0862068965517241,0.2625,0.1666666666666666,0.175531914893617,0.2928571428571428,0.1967525241938301,0.05501493554134786,0.11,0.0930232558139534,0.1183431952662721,0.0783132530120482,0.0757575757575757,0.09508745596996988,0.016859418082174383
lesbian,0.0,0.0,-0.0416666666666666,0.1203703703703703,0.5370370370370371,0.3888888888888889,0.0112847222222222,0.0208333333333333,0.0,0.0291666666666666,0.0722222222222222,-0.0159574468085106,-0.0214285714285714,0.027754981425194163,0.044864415563241666,0.0094339622641509,0.0184331797235023,0.059171597633136,0.0175438596491228,0.0,0.0209165198539824,0.024831461295416225,0.1379310344827586,0.1791666666666666,0.4277777777777777,0.2074468085106383,0.2071428571428571,0.23189302891613967,0.08931887526348277,0.0660377358490566,0.0921658986175115,0.1420118343195266,0.0643274853801169,0.0902255639097744,0.09095370361519721,0.033986951753910935
bisexual,-0.0185054773082941,-0.0309859154929577,-0.0254629629629629,0.0972222222222222,0.6319444444444444,0.4027777777777778,-0.007220755086071902,-0.0101525821596244,0.043103448275862,0.05,-0.0111111111111111,0.1170212765957446,0.0285714285714285,0.04996145291082924,0.032490770825326934,0.0353982300884955,-0.0043103448275862,0.0168539325842696,0.0491803278688524,0.0217391304347826,0.02549639316079726,0.0107590231023392,0.146551724137931,0.2,0.1888888888888888,0.5319148936170213,0.3428571428571428,0.2820425299001968,0.07673100886233683,0.1061946902654867,0.0991379310344827,0.0730337078651685,0.1147540983606557,0.0942028985507246,0.09746466521530364,0.017760967331082057
pansexual,0.0304718560368277,0.0564971751412428,0.0416666666666666,0.0833333333333333,0.6296296296296297,0.4606481481481481,0.041756578259049895,0.07733050847457609,0.0603448275862069,0.0333333333333333,0.0222222222222222,0.0212765957446808,0.1357142857142857,0.05457825292014577,0.03042390152441512,0.0803571428571428,-0.0087336244541484,0.0338983050847457,0.0437158469945355,0.0218978102189781,0.0377205459219101,0.011841291357624916,0.1120689655172413,0.15,0.1333333333333333,0.2872340425531915,0.6785714285714286,0.27224155399503897,0.12294535862767708,0.0982142857142857,0.0960698689956331,0.1129943502824858,0.087431693989071,0.0948905109489051,0.09792014198607615,0.017279498583867965
