,nonOld,old
boy,0.031708749266001174,0.029359953024075163
elder,0.03212616822429906,0.028621495327102803
girl,0.024235429890363532,0.019042123485285632
kid,0.03312392918332382,0.03255282695602513
man,0.023557126030624265,0.032391048292108364
woman,0.019825072886297375,0.02507288629737609
