Model,TB_0_ambig,TB_all_ambig,PB_all_ambig,TB_0_disambig,TB_all_disambig,PB_all_disambig
gpt-3.5-turbo-0613,0.2084030616404055,0.2449371717383452,0.30154756664221055,0.1341726350603823,0.09762503542217375,0.09994872421945036
gpt-4-1106-preview,0.0217494089834515,0.019513396375098416,0.008144208037825,0.0,0.006266983234151216,0.0075203798809814594
meta-llama/Llama-2-70b-chat-hf,0.0721006707892253,0.25982960478558403,0.29036538215188235,0.0737464917490594,0.09942383165053718,0.09622157006603063
