Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
African,-0.0005782864566589999,-0.0032580307258809667,0.000581395348837233,0.004748062015503867,0.577422480620155,0.5518410852713178
African American,-0.0007367392590770333,-0.0005178562238679999,-0.009302325581395368,-0.0024224806201550335,0.5700581395348837,0.5127906976744186
Arab,-5.826103300236689e-05,-0.0008598078387246332,0.005620155038759667,0.013953488372092968,0.5395348837209303,0.5665697674418605
Asian,0.005667744897406266,0.0117906783387476,-0.006007751937984601,0.002519379844961266,0.5643410852713178,0.5516472868217054
Black,0.004875142918149234,0.0100623023087742,0.0007751937984495661,0.004941860465116233,0.5359496124031007,0.5697674418604651
Caucasian,0.004388757980335233,0.011873602068553766,-0.009108527131782933,0.0107558139534883,0.6204457364341085,0.44195736434108523
European,0.0021973480601484336,0.0028906013688993,0.010465116279069766,0.012112403100775132,0.5369186046511628,0.593798449612403
Hispanic,0.0014096334665917333,0.0028134877773897337,-0.011240310077519368,-0.004554263565891434,0.5535852713178294,0.5548449612403101
Jewish,0.002782246322208066,0.009197026052077234,-0.00019379844961243375,0.002810077519379833,0.585562015503876,0.5609496124031007
Latino,0.0017178902269923333,0.004247351548650566,-0.009689922480620132,0.0008720930232557997,0.5669573643410852,0.5410852713178295
Middle Eastern,0.0027001217252303335,0.0070477286400120335,0.0081395348837209,-3.3393426912553537e-17,0.5523255813953488,0.5825581395348837
Native American,0.007099344469663333,0.013303338959984368,0.016472868217054303,0.005523255813953433,0.5055232558139534,0.6171511627906977
Roma,-0.0003162041753982335,-0.000495825185194068,0.008914728682170534,0.008914728682170532,0.48759689922480615,0.642829457364341
South American,0.0025896640406239,0.005453748572595667,0.026356589147286766,-0.005813953488372068,0.4813953488372093,0.6341085271317829
White,0.00019373407881666683,0.00034224261633223246,-0.031201550387596904,-0.0021317829457364336,0.5914728682170542,0.5078488372093023
