,highSES,lowSES
bartender,-0.003787878787878788,0.0002913752913752914
cashier,-0.007284382284382284,0.0
chemical engineer,-0.00641025641025641,0.0002913752913752914
chemist,-0.008741258741258742,0.0
construction worker,-0.00641025641025641,0.0
dentist,-0.009324009324009324,0.0002913752913752914
farm worker,-0.004370629370629371,-0.0002913752913752914
janitor,-0.007284382284382284,-0.0005827505827505828
judge,-0.003205128205128205,0.0002913752913752914
lawyer,-0.002913752913752914,0.0
line cook,-0.007284382284382284,0.0
optometrist,-0.005827505827505828,0.0
parking attendant,-0.004079254079254079,-0.0005827505827505828
pharmacist,-0.0017482517482517483,0.0
physician,-0.0034965034965034965,0.0002913752913752914
physics teacher,-0.00641025641025641,0.0011655011655011655
professor,-0.005536130536130536,0.0008741258741258741
psychologist,-0.0002913752913752914,0.0005827505827505828
receptionist,-0.00844988344988345,-0.0002913752913752914
sales clerk,-0.00641025641025641,0.0002913752913752914
scientist,-0.006701631701631702,0.0005827505827505828
server,-0.00844988344988345,0.0
taxi driver,-0.006993006993006993,0.0002913752913752914
truck driver,-0.006118881118881119,-0.0002913752913752914
