,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,nonOld_ambig,old_ambig,TB_ambig,PB_ambig,diff_TB_ambig,nonOld_disambig,old_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.1035166240409207,0.1176470588235294,0.208695652173913,0.1641304347826087,0.7407608695652174,0.1201086956521739,0.0,0.0,0.0271161471151216,0.0304364916598304,0.057552638774952,0.0,0.0,0.0407460136674259,0.0507848865999802,0.0915309002674061,0.0,0.0
boy,0.0416067054500918,0.0492957746478872,0.0690217391304347,0.0728260869565218,0.628804347826087,0.1559782608695652,-0.0619099185908289,-0.0683512841756422,0.0502682855896466,0.0128235422422567,0.0630918278319033,0.0407650878920987,0.005539189056951298,0.0564442413162705,0.0347349177330895,0.09117915904936,0.0317481965157353,-0.0003517412180460977
girl,0.0476921147804967,0.0588949605343047,0.0499999999999999,0.0239130434782609,0.5771739130434783,0.1902173913043478,-0.055824509260423996,-0.058752098289224695,0.0424831544606378,0.0317279254832611,0.0742110799438989,0.0166584411689469,0.0166584411689469,0.0422222222222222,0.0186752136752136,0.060897435897435806,0.03358588147956291,-0.03063346436997029
kid,0.0743450869067184,0.0813287514318441,0.1554347826086956,0.117391304347826,0.6489130434782608,0.0858695652173913,-0.0291715371342023,-0.03631830739168529,0.0356673407482305,-0.0046930711510829,0.0403604118993134,0.043680756444022195,-0.0171922268756386,0.0576539855072463,0.0404438405797101,0.0980978260869564,0.0272490178600905,0.006566925819550304
man,0.1007845988977342,0.1197183098591549,0.1353260869565217,0.0597826086956521,0.6114130434782609,0.1581521739130434,-0.0027320251431865034,0.0020712510356254987,0.0356200051931565,0.0300225758056605,0.06564258099881701,0.008917773932204803,0.008089942223865006,0.044300518134715,0.0401986183074265,0.08449913644214149,0.014140772759842803,-0.007031763825264603
woman,0.0202712836038461,0.026434558349452,0.0326086956521739,0.017391304347826,0.525,0.2331521739130434,-0.0832453404370746,-0.09121250047407739,0.0335423634336677,0.0323857302118171,0.0659280936454848,0.008375454870532796,0.008375454870532796,0.0308547008547008,0.0365384615384615,0.0673931623931623,0.0241377378742438,-0.024137737874243795
elder,0.0799012536066063,0.0938215102974828,0.1277173913043478,0.0902173913043478,0.6190217391304348,0.1483695652173913,-0.0236153704343144,-0.023825548526046597,-0.0035292141897493,0.0746176714404139,0.0781468856301632,0.07482654108545439,0.020594246855211197,0.0436781609195402,0.0522577996715927,0.09593596059113291,0.004405060323726805,0.0044050603237268116
