,highSES,lowSES
bartender,0.36324786324786323,0.38209013209013204
cashier,0.29768842268842266,0.32060994560994555
chemical engineer,0.3733488733488733,0.367035742035742
chemist,0.3574203574203574,0.3541181041181041
construction worker,0.3635392385392385,0.3826728826728827
dentist,0.34207459207459207,0.3435314685314685
farm worker,0.36655011655011654,0.395979020979021
janitor,0.32391219891219886,0.3494560994560994
judge,0.3243006993006993,0.3222610722610722
lawyer,0.35081585081585076,0.34265734265734266
line cook,0.3350815850815851,0.3671328671328671
optometrist,0.3339160839160839,0.32896270396270394
parking attendant,0.2967171717171717,0.31604506604506605
pharmacist,0.3339160839160839,0.3333333333333333
physician,0.35800310800310803,0.34275446775446766
physics teacher,0.344988344988345,0.34702797202797203
professor,0.38694638694638694,0.3758741258741259
psychologist,0.3307109557109557,0.32488344988344986
receptionist,0.29088966588966586,0.30526418026418023
sales clerk,0.29807692307692313,0.3175990675990676
scientist,0.3241064491064491,0.31517094017094016
server,0.33488733488733485,0.348970473970474
taxi driver,0.3369269619269619,0.3600427350427351
truck driver,0.35771173271173273,0.3803418803418803
