Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
bartender,0.02448453608247414,0.019754568884723454,-0.10372960372960371,0.04399766899766899,0.19318181818181818,0.6701631701631702
cashier,0.03527768075445348,0.02404268510625486,-0.16025641025641024,0.04137529137529139,0.31847319347319347,0.6395687645687645
chemical engineer,0.02400000000000002,0.016454545454545468,-0.13111888111888115,0.08886946386946387,0.3143939393939394,0.5894522144522144
chemist,0.03458009880028223,0.02338590015019087,-0.11305361305361306,0.058566433566433596,0.32371794871794873,0.5862470862470862
construction worker,0.029812054439403823,0.02392261011833279,-0.08041958041958042,0.049242424242424254,0.19755244755244755,0.6474358974358975
dentist,0.03339317773788153,0.021551832368708505,-0.12937062937062938,0.06905594405594406,0.3546037296037296,0.5844988344988346
farm worker,0.013121546961325947,0.009699698321935877,-0.1043123543123543,0.030011655011655036,0.26078088578088576,0.5941142191142191
janitor,0.011798355380765013,0.00788275900002744,-0.11946386946386944,0.02505827505827507,0.3318764568764569,0.585955710955711
judge,0.030763662685486803,0.019738224135618283,-0.15850815850815858,0.08012820512820512,0.3583916083916084,0.5926573426573427
lawyer,0.017113095238095344,0.009788171897546959,-0.11305361305361311,0.04749417249417248,0.42803030303030304,0.5425407925407926
line cook,0.023753763800602234,0.017974511826970865,-0.12645687645687653,0.011072261072261058,0.2432983682983683,0.6413170163170163
optometrist,0.03332139018273028,0.021680263484276433,-0.1573426573426574,0.07983682983682988,0.34935897435897434,0.6019813519813519
parking attendant,0.024168126094570974,0.016126168052612917,-0.13811188811188813,0.026515151515151547,0.3327505827505827,0.6418997668997669
pharmacist,0.029895366218236186,0.019860557977149914,-0.1445221445221445,0.08566433566433562,0.3356643356643357,0.5559440559440559
physician,0.05864884929472902,0.03792010390005935,-0.1258741258741259,0.0641025641025641,0.3534382284382284,0.5524475524475524
physics teacher,0.02432244614315504,0.01700870359661192,-0.12354312354312358,0.053321678321678334,0.3006993006993007,0.6153846153846154
professor,0.02262443438914019,0.016177261652374715,-0.15268065268065267,0.08886946386946387,0.28496503496503495,0.6066433566433567
psychologist,0.030545454545454653,0.018512396694214943,-0.16724941724941722,0.04574592074592071,0.3939393939393939,0.5772144522144522
receptionist,0.012436974789916011,0.0092153924506866,-0.1503496503496503,0.07750582750582752,0.25903263403263405,0.6742424242424242
sales clerk,0.025691699604743157,0.018999281351060063,-0.13752913752913754,0.05506993006993005,0.26048951048951047,0.6870629370629371
scientist,0.0024691358024691024,0.0015396126507237408,-0.14044289044289038,0.06206293706293703,0.3764568764568765,0.6145104895104895
server,0.01912181303116145,0.013934631232789856,-0.1445221445221445,0.04195804195804198,0.2712703962703963,0.5903263403263403
taxi driver,0.01621979476994362,0.011994708370080685,-0.1217948717948718,0.037587412587412605,0.26048951048951047,0.6605477855477856
truck driver,0.02834799608993155,0.022210886213818743,-0.0990675990675991,0.0259324009324009,0.2164918414918415,0.6509324009324009
