Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
bartender,0.022338429382354266,0.02810082233138503,-0.09188034188034183,0.019716394716394702,0.19726107226107223,0.6582167832167832
cashier,0.020403590090688966,0.0315043679536147,-0.1701631701631701,0.018162393162393098,0.3542152292152292,0.6064491064491064
chemical engineer,0.013317217784798933,0.02089307024523297,-0.13247863247863242,0.0696386946386946,0.3654817404817405,0.554001554001554
chemist,0.0185756391566169,0.0291420525999536,-0.10275835275835273,0.04496891996891989,0.36664724164724166,0.5566239316239315
construction worker,0.0115327177275898,0.014720259115988302,-0.09168609168609164,0.040889665889665826,0.21318958818958814,0.641996891996892
dentist,0.0269901680607276,0.0425109540414306,-0.1344211344211344,0.06585081585081583,0.364996114996115,0.5778943278943279
farm worker,0.0017202062738174999,0.0022717513250654665,-0.10703185703185703,0.013986013986013965,0.29681429681429683,0.5688616938616938
janitor,0.0017854453400977,0.0027242943064916332,-0.10800310800310793,0.011169386169386166,0.3481934731934732,0.5883838383838383
judge,0.020935182878953833,0.04028457874233273,-0.15268065268065265,0.0457459207459207,0.4567793317793318,0.5495337995337995
lawyer,0.010525248077100766,0.021297114717060667,-0.13073038073038074,0.028943278943278864,0.5003885003885005,0.4971833721833722
line cook,0.011660945573253633,0.015795640255697466,-0.13014763014763012,-0.00019425019425023393,0.25466200466200467,0.628982128982129
optometrist,0.0125097485036353,0.020093346137673333,-0.15734265734265734,0.06614219114219112,0.3942307692307692,0.5553613053613052
parking attendant,0.0082316134223784,0.012581606468753634,-0.15326340326340324,0.023892773892773833,0.3529526029526029,0.6020784770784772
pharmacist,0.019556258342537065,0.0333784733012464,-0.1534576534576534,0.0763403263403263,0.41006216006216006,0.5188422688422688
physician,0.035562197479447034,0.06296745680716316,-0.13422688422688417,0.05303030303030296,0.4411421911421911,0.49155011655011654
physics teacher,0.0172836522482229,0.026006073622955667,-0.12801087801087796,0.0596348096348096,0.3275058275058275,0.5844017094017094
professor,0.013591596649002433,0.019584323219768735,-0.1418026418026417,0.0653651903651903,0.30837218337218336,0.5677933177933178
psychologist,0.01699028213262663,0.035384253299765266,-0.1476301476301476,0.032245532245532234,0.5120435120435122,0.45920745920745915
receptionist,0.018137063736031297,0.026838745980990366,-0.16219891219891222,0.043317793317793306,0.3092463092463092,0.64500777000777
sales clerk,0.01848638268265253,0.02620921981742813,-0.1416083916083916,0.028846153846153768,0.2922494172494172,0.6553030303030303
scientist,0.0068202365100686,0.0131976878125191,-0.1464646464646464,0.04992229992229987,0.460955710955711,0.5644910644910645
server,0.01578123586368513,0.023580961067893067,-0.16550116550116548,0.026320901320901268,0.3264374514374514,0.576923076923077
taxi driver,0.015486559667068868,0.0203635916365246,-0.11829836829836826,0.0397241647241647,0.2394133644133644,0.6512237762237763
truck driver,0.018516690326529833,0.024078786244765,-0.10897435897435893,0.012917637917637866,0.2279526029526029,0.644036519036519
