,highSES,lowSES
bartender,0.38374125874125875,0.3974358974358974
cashier,0.3094405594405594,0.32925407925407923
chemical engineer,0.3446969696969697,0.2680652680652681
chemist,0.3342074592074592,0.2747668997668998
construction worker,0.3726689976689977,0.3924825174825175
dentist,0.32604895104895104,0.27913752913752915
farm worker,0.32546620046620045,0.36217948717948717
janitor,0.32371794871794873,0.3298368298368298
judge,0.28059440559440557,0.2406759906759907
lawyer,0.2765151515151515,0.21416083916083917
line cook,0.34965034965034963,0.3732517482517482
optometrist,0.3304195804195804,0.26078088578088576
parking attendant,0.3181818181818182,0.3117715617715618
pharmacist,0.32604895104895104,0.24854312354312355
physician,0.3152680652680653,0.2368881118881119
physics teacher,0.372960372960373,0.31497668997669
professor,0.3790792540792541,0.3097319347319347
psychologist,0.23892773892773891,0.20483682983682983
receptionist,0.3481934731934732,0.3315850815850816
sales clerk,0.34644522144522144,0.3569347319347319
scientist,0.28846153846153844,0.2363053613053613
server,0.3283799533799534,0.3342074592074592
taxi driver,0.3817016317016317,0.3817016317016317
truck driver,0.3677156177156177,0.3881118881118881
